Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Contr Other External,NP - NPC,BAZIAN LTD,16670124,21668,Unlicenced and off label medicines evaluation service,,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,CHAPS Control Account,Balance Sheet,BRUNTWOOD LG LTD,16683663,368840.75,"Quarterly rent and service charge of office space at Level 1A, City Tower, Manchester",,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,CHAPS Control Account,Balance Sheet,BRUNTWOOD LG LTD,16687095,-70359.05,"Quarterly rent of office space at Level 1A, City Tower, Manchester",,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Rent,NP- Facilities - Manchester,BRUNTWOOD LG LTD,16687095,70359.05,"Quarterly rent of office space at Level 1A, City Tower, Manchester",,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Computer Maintenance,NP - IM&T,CGI IT UK LTD,16660365,79477.69,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Computer Maintenance,NP - IM&T,CGI IT UK LTD,16660369,79477.69,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Contr Other External,Fully Recovered: International Commercial Activity,CHINA NATIONAL HEALTH DEVELOPMENT RESEARCH CENTRE,16687092,33913.77,Project Management costs for NICE/CNHDRC project on evidence-informed care pathways in China,,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Contr Other External,NP - Commissioned Content - Core,CLARITY INFORMATICS LTD,16651020,150000,Evidence Based Resource for Primary Care contract Quarter 4,,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Phone Rental and Calls,NP-IT,HIGH SPEED OFFICE LTD,16689807,34655.17,"Network and Data, including inter site telecoms supply to NICE’s 3 sites and organisational external telephone connection provision",,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Contr Other External,NP-IT,INSPIRED NETWORKS,16676652,33168.04,IT Support and Management contract ,,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,CHAPS Control Account,Balance Sheet,REDFERN TRAVEL LTD,16651135,-107201.19,"Rail, hotel & flight costs for April 2013",,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,16651135,"107,201.19","Rail, hotel & flight costs for April 2013",,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,CHAPS Control Account,Balance Sheet,REDFERN TRAVEL LTD,16699925,"122,386.70","Rail, hotel & flight costs for May 2013",,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,16660364,"1,060,200.00",National Collaborating Centre Quarter 1 Year 2013/14,,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PSYCHIATRISTS,16653096,"266,799.60",National Collaborating Centre work on Mental Health for Guidelines Quarter 1 2013/14,,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,CHAPS Control Account,Balance Sheet,SOFTWARE (EUROPE) LTD,16673069,"43,411.50",Reimbursement of non staff expense claims ,,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,Travel & Subsistence,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,16670146,"47,128.51",Flights booked during the period 01/05/13 to 31/05/13,,,,,
Department of Health,National Institute for Health & Care Excellence,30/06/2013,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,WOLTERS KLUWER HEALTH (MEDICAL RESEARCH) LTD,16683528,"164,326.50",Licences for access to different medical databases,,,,,
