Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,P&M Additions,Balance Sheet,GUNNEBO UK LTD,14725161,34658.4,Supply and installation of security speed lanes in the Manchester office,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,Contr Other External,NP-CP Guidelines,BAZIAN LTD,14765312,50760,NICE Pre Scoping Briefing Papers on Clinical Topics,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,Contr Other External,NP- PH Programmes,MATRIX EVIDENCE LTD,14765315,22473.4,To undertake an Economic Analysis and provide and executable model,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,"Books, Journals & Subscr",NP - Commissioned Content - Core,WILEY SUBSCRIPTION SERVICES INC,14765323,200877.64,The Cochrane Library (Electronic),,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,Contr Other External,NP - Evidence Resources,BAZIAN LTD,14765327,217629.6,"Provision of Evidence Hubs, supplying specialist evidence content for NHS Evidence",,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,Contr Other External,NP-IT,INSPIRED NETWORKS,14770828,25099.8,IT Support and Management contract ,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,Contr Other External,NP- PH Excellence Office,COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST,14778789,40000,Licence for Economic Control Model,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,BMJ PUBLISHING GROUP LTD,14790120,207000,Library service - access to BMJ Journals online,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,Contr Other External,NP - BNF,PROMOTIONAL LOGISTICS LTD,14812192,86265.36,BNF distribution / mailing costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,Travel & Subsistence,NP - Facilities - London,CAPITA BUSINESS TRAVEL,14812199,70927,Train tickets for period 04/03/2012 to 31/03/2012,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/04/2012,Agency Admin & Clerical,IM&T Core,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,14812232,92773.88,Specialist Contractor costs,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
