Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP - Evidence Resources,BAZIAN LTD,16049721,180131.5,"Provision of Evidence Hubs, supplying specialist evidence content for NHS Evidence",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP - NPC,BAZIAN LTD,16049731,21668,Unlicenced and off label medicines evaluation service,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Computer Software/License,NP-IT,BEOVAX COMPUTER SERVICES LTD,16009746,40416.88,VMWare Renewal for Jan - April 2014,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,BMJ PUBLISHING GROUP LTD,16103298,210900,Library service - access to BMJ Journals online,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Rent,NP - Facilities - London,BRITISH COUNCIL,16023419,193121.92,Rent payment for office space at 10 Spring Gardens 25/12/12 to 24/03/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Rent,NP - Facilities - London,BRITISH COUNCIL,16023420,52910.04,Rent payment for office space at 10 Spring Gardens 30/11/12 to 24/12/12,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP - Commissioned Content - Core,CLARITY INFORMATICS LTD,16049727,150000,Evidence Based Resource for Primary Care contract Quarter 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Rates,Skipton House,DEPARTMENT OF HEALTH,16132645,22820.68,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Rent,Skipton House,DEPARTMENT OF HEALTH,16132645,66221.41,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Service Charge,Skipton House,DEPARTMENT OF HEALTH,16132645,38976.39,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Computer Software/License,NP - Commissioned Content - Core,EDUSERV,16137310,72633.75,Provision of Athens Service from 01/10/2012 to 31/12/2012,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP - Evidence Resources,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,16137318,59775,Maintainence of the existing workflow from UKMI and management of the NeLM website Quarter 3,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Phone Rental and Calls,NP-IT,HIGH SPEED OFFICE LTD,15999394,56934,"Network and Data, including inter site telecoms supply to NICE’s 3 sites and organisational external telephone connection provision",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP-IT,INSPIRED NETWORKS,16072259,26615.82,IT Support and Management contract ,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP - Evaluation Pathway,KING'S COLLEGE LONDON,16015258,174828,"Evaulation Patherways External Assessment Centre Quarter 2 Year 2, less Year 2 Quarter 1 undercharge & refund balance adjustment",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP - Evaluation Pathway,KING'S COLLEGE LONDON,16072250,186900,Evaulation Patherways External Assessment Centre Quarter 3 Year 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Agency Admin & Clerical,Service Delivery,NES IT LTD,16049751,26611.2,Specialist Contractor costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP - Evaluation Pathway,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,16015271,181968,Medical Technologies External Assessment Centre Quarter 3 12/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Wales Office,NYS CORPORATE,16037259,189.28,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Project Development Team,NYS CORPORATE,16037259,150.07,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Occupational Health,NYS CORPORATE,16037259,879.21,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Northern Ireland Office,NYS CORPORATE,16037259,"1,057.95","Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS GDC Dental Service,NYS CORPORATE,16037259,99.48,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Finance Team,NYS CORPORATE,16037259,135.86,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Education Programmes,NYS CORPORATE,16037259,672.41,"Rail, hotel & flight costs for December 2012",,,,,
