Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - Evidence Information Services,BAZIAN LTD,12680599," 62,284.80 ","Provision of Evidence Hubs, supplying specialist evidence content for NHS Evidence",,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Computer Software/License,NP - Commissioned Content,EDUSERV,12680769," 68,750.00 ",Provision of Athens service from 01/10/2014  to 31/12/2014,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - Medical Technologies Evaluation Programme,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12680802," 177,299.03 ",Medical Technologies External Assessment Centre Quarter 3 14/15,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF OBSTETRICIANS & GYNAECOLOGISTS,12680819," 389,136.00 ",National Collaborating Centre for Women’s and Children’s Health Quarter 4 2014/15,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Insurance Costs,NP- Facilities - Manchester,BRUNTWOOD LG LTD,12689405," (4,752.82)",Insurance costs for 13/06/2014 - 31/12/2014 & service charge for 29/09/2014 - 24/12/2014,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Service Charge,NP- Facilities - Manchester,BRUNTWOOD LG LTD,12689405," (22,671.30)",Insurance costs for 13/06/2014 - 31/12/2014 & service charge for 29/09/2014 - 24/12/2014,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Service Charge,NP- Facilities - Manchester,BRUNTWOOD MANAGEMENT SERVICES LTD,12689854," 27,424.12 ",Cancel credit 330702  Insurance costs for 13/06/2014 - 31/12/2014 & service charge for 29/09/2014 - 24/12/2014,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Service Charge,NP - Facilities - London,BRITISH COUNCIL,12690013," 72,479.71 ",Service charge payment for office space at 10 Spring Gardens Oct-Dec 2014,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,"Books, Journals & Subscr",NP - Commissioned Content,WILEY SUBSCRIPTION SERVICES INC,12690131," 100,439.00 ",The Cochrane Library (Electronic),,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - PH Guidance,ERASMUS UNIVERSITEIT ROTTERDAM,12690423," 29,270.67 ",Economic modelling for delaying disability,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,12691344," 126,064.16 ","Rail, hotel & flight costs for January 2015",,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Service Charge,NP- Facilities - Manchester,BRUNTWOOD MANAGEMENT SERVICES LTD,12702238," (27,424.12)",Insurance costs for 13/06/2014 - 31/12/2014 & service charge for 29/09/2014 - 24/12/2014,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,Fully Recovered: International Commercial Activity,CENTER FOR GLOBAL DEVELOPMENT,12702746," 38,886.90 ",International Decision support Initiative Project,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Service Charge,NP - Facilities - London,BRUNTWOOD LG LTD,12702771," 25,504.97 ",Cancel application 273 & 275 Insurance costs for 13/06/2014 - 31/12/2014 & service charge for 29/09/2014 - 24/12/2014,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Computer Software/License,NP - Commissioned Content,EDUSERV,12702823," 68,750.00 ",Provision of Athens service from 01/01/2015  to 31/03/2015,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,Fully Recovered: International Commercial Activity,CHINA NATIONAL HEALTH DEVELOPMENT RESEARCH CENTRE,12730677," 33,186.16 ",Collaboration with China National Health Development Research Center (Chinese partner org),,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - Medical Technologies Evaluation Programme,KINGS COLLEGE LONDON,12730811," 184,115.10 ",Evaulation Pathways External Assessment Centre quarter 4,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,Fully Recovered: International Commercial Activity,IC CONSULTANTS LTD,12730848," 60,000.00 ",Piloting International Decision support initiative ,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - Medical Technologies Evaluation Programme,UNIVERSITY OF BIRMINGHAM,12774175," 177,250.00 ",Evaluation Pathways external assessment centre Quarter 3,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,12798465," 8,969.34 ",Flights booked during the period 01/02/15 to 28/02/15,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Programme Support Costs,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,12798465," 6,580.36 ",Flights booked during the period 01/02/15 to 28/02/15,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Travel & Subsistence,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,12798465," 16,385.45 ",Flights booked during the period 01/02/15 to 28/02/15,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - R&D,INSTITUTE OF EDUCATION,12831048," 33,637.00 ",Research support unit - Year 2 costs ,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - Medical Technologies Evaluation Programme,CARDIFF & VALE ULHB,12831099," 212,333.40 ",Quarter 4 invoice - Medical technologies evaluation programme year 1,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,12831110," 124,543.72 ","Rail, hotel & flight costs for February 2015",,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Staff Recruitment Advert,NP- Corporate Office,DEPARTMENT OF HEALTH,12892517," 39,432.00 ",Recruitment for NICE NED,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP-CP Guidelines,VELINDRE NHS TRUST,12892573," 444,672.00 ",National Collaborating Centre for Cancer Q3 & Q4 2014/15,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,12892593," 1,060,200.00 ",National Collaborating Centre Quarter 4 Year 2014/15,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - PH Guidance,RAND EUROPE COMMUNITY INTEREST CO,12892672," 90,000.00 ",Evidence review to support the Antimicrobial Resistance guideline,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Rent,NP- Facilities - Manchester,MJ MAPP LLP,12892730," 136,890.60 ","Quarterly rent charge of office space at Level 1A, City Tower, Manchester",,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Rent,NP- Facilities - Manchester,MJ MAPP LLP,12892749," 117,975.00 ","Quarterly rent charge of office space at Level 1A, City Tower, Manchester",,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Audit Fees: Internal,NP-Finance,DEPARTMENT OF HEALTH,12893035," 23,422.77 ",Health Group Internal Audit Service Oct-Dec 2014,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - Social Care,SOCIAL CARE INSTITUTE FOR EXCELLENCE,12893408," 539,646.00 ",NICE Collaborating Centre for Social Care quarter 4 2014/15,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - Medical Technologies Evaluation Programme,UNIVERSITY OF BIRMINGHAM,12893515," 177,250.00 ",Evaluation Pathways external assessment centre Quarter 4,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - QOF and Indicators,UNIVERSITY OF BIRMINGHAM,12910071," 62,500.00 ",Quality and Outcomes Framework (QOF) Piloting of Quality Indicators Year 2 Quarter 4,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,Fully Recovered: International Commercial Activity,CENTER FOR GLOBAL DEVELOPMENT,12912026," 100,954.35 ",International Decision support Initiative Project,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,12931576," 75,000.00 ",Clinical guidelines Technical support unit quarter 2 & 3,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - PH Guidance,INSTITUTE OF EDUCATION,12931843," 32,385.60 ",Evidence review and supplementary analysis on Community engagement - Stream 1 27/02/2015,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Rates,NP- Facilities - Manchester,MANCHESTER CITY COUNCIL,12932120," 317,985.00 ",Manchester Business rates for the period 01/04/2015 to 31/03/2016,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Computer Maintenance,NP - IM&T,RACKSPACE LTD,12967605," 49,783.66 ",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Phone Rental and Calls,NP-IT,HIGH SPEED OFFICE LTD,12967631," 29,459.58 ","Network and Data, including inter site telecoms supply to NICE’s 3 sites and organisational external telephone connection provision",,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - PH Guidance,CARDIFF UNIVERSITY,12967772," 29,377.63 ",Review for preventing dental health problems in residential homes,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,"Books, Journals & Subscr",NP - Commissioned Content,ELSEVIER BV,12990747," 132,228.45 ",JCOL title by title fee for period from 01/04/15-31/12/15,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP-HTE Appraisals,UNIVERSITY OF SHEFFIELD,12990879," 150,000.00 ","Supply of Decision Support Unit Year 3, Quarter 2,3 &4",,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,NP - Medical Technologies Evaluation Programme,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12990916," 177,299.03 ",Medical Technologies External Assessment Centre Quarter 4 14/15,,,,,
Department of Health,National Institute for Health & Care Excellence,01/03/2015,Contr Other External,Observational Data Unit,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12990933," 300,000.00 ",Evaluation Pathways External Assessment Centre March 2015,,,,,
