Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,21/11/2011,Legal / Prof Fees,NP- Corporate Office,BEACHCROFT LLP,13997162,"40,684.00",Professional fees for the period 01/09/2011 to 30/10/2011,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,28/11/2011,Travel & Subsistence,NP - Facilities - London,CAPITA BUSINESS TRAVEL,14033986,"69,883.13",Train tickets for period 16/10/2011 to 12/11/2011,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,24/11/2011,CHAPS Control Account,Balance Sheet,EBSCO INFORMATION SERVICES,14011971,"354,000.00","National subscription fees for Health Business Elite and CINAHL databases on behalf of the Strategic Health Authorities Library Leads, for the period July - Dec 2011",,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,23/11/2011,Computer Software/License,NP - Commissioned Content - Core,EDUSERV,14011403,"72,633.75",Provision of Athens Service from 01/07/2011 to 30/09/2011,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,18/11/2011,Contr Other External,NP-IT,INSPIRED NETWORKS,13988007,"25,997.40",IT Support and Management Contract,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,21/11/2011,Contr Other External,NP- PH Programmes,LIVERPOOL JOHN MOORES UNIVSERITY,13997163,"36,226.20",To provide Evidence reviews for Hepititus B&C,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,18/11/2011,Rent,NP- Facilities - Liverpool,LIVERPOOL PCT,13988008,"35,109.75","Quarterly rent and service charge of office space at Vortex Court, Wavertree Technology Park, Liverpool",,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,21/11/2011,Computer Maintenance,NP - IM&T,LOGICA UK LTD,13997160,"41,170.80",Hosting NHS Evidence website,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,21/11/2011,Computer Maintenance,NP - IM&T,LOGICA UK LTD,13997161,"30,140.88",Hosting NHS Evidence website,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,18/11/2011,Contr Other External,NP - Evaluation Pathway,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,13987999,"131,209.50",Evaulation Patherways External Assessment Centre Quarter 1,,,,,
