Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Rent,NP - Facilities - London,AMAS LTD,720593341800,"88,000.00","Quarterly rent of office space at 71 High Holborn, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Rent,NP - Facilities - London,AMAS LTD,720593341900,"100,000.00","Quarterly rent of office space at 71 High Holborn, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Rent,NP - Facilities - London,AMAS LTD,720635540100,"100,000.00","Quarterly rent of office space at 71 High Holborn, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Secndd staff frm othr org,NCAS Assessments Staffing,BIRMINGHAM & SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,14869339,"60,763.67",Secondee costs from July 2011 - Ferbuary 2012,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NP - Facilities - London,CAPITA BUSINESS TRAVEL,14887225,66090.72,Train tickets for period 01/04/2012 to 28/04/2012,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Computer Hardware Purch,NP-IT,CSA (WAVERLEY ) LTD,14860574,2758.8,HP Server kit,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,IT Additions,Balance Sheet,CSA (WAVERLEY ) LTD,14860574,46986.72,HP Server kit,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Rent,NP- Facilities - Liverpool,LIVERPOOL PCT,14997254,"32,409.00","Quarterly rent and service charge and electricity of office space at Vortex Court, Wavertree Technology Park, Liverpool",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14860596,36905,MS FAST Support and Licences,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14965559,30739.58,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14965561,26432.77,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14965562,38690.64,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14965563,"40,878.32",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Contr Other External,NP- PH Programmes,NCSCT COMMUNITY INTEREST CO,14853528,44938.8,Effectiveness and Barriers/ Facilitators reviews - acute & maternity services (February & March 2012),,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Insurance costs,NCAS Business Support Team,NHS LITIGATION AUTHORITY,14937166,38740,Membership of Liabilities to Third Parties Scheme and Property Expenses Scheme 2012/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Wales Office,NYS CORPORATE,14863218,406.06,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Conferences and Seminars,NCAS Wales Office,NYS CORPORATE,14863218,99.00,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Transition Project,NYS CORPORATE,14863218,81.25,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Northern Ireland Office,NYS CORPORATE,14863218,226.50,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Conferences and Seminars,NCAS Northern Ireland Office,NYS CORPORATE,14863218,92.95,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Legal Services,NYS CORPORATE,14863218,140.32,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Human Resources,NYS CORPORATE,14863218,340.70,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Education Programmes,NYS CORPORATE,14863218,358.15,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Conferences and Seminars,NCAS Education Programmes,NYS CORPORATE,14863218,323.05,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Case Management Team,NYS CORPORATE,14863218,909.54,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Conferences and Seminars,NCAS Case Management Team,NYS CORPORATE,14863218,"1,194.12","Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Case Management Advisors,NYS CORPORATE,14863218,"2,454.41","Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Conferences and Seminars,NCAS Case Management Advisors,NYS CORPORATE,14863218,934.95,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Business Support Team,NYS CORPORATE,14863218,69.98,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Other recvables - Current,NCAS Balance Sheet,NYS CORPORATE,14863218,"14,851.91","Rail, hotel & flight costs for April 2012 - recharged to a third party",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Assessments Staffing,NYS CORPORATE,14863218,"1,167.04","Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Conferences and Seminars,NCAS Assessments Staffing,NYS CORPORATE,14863218,"1,727.07","Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Travel & Subsistence,NCAS Assessment Delivery,NYS CORPORATE,14863218,895.90,"Rail, hotel & flight costs for April 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF OBSTETRICIANS & GYNAECOLOGY,14860581,389040,National Collaborating Centre for Women’s and Children’s Health Quarter 1 2012/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/05/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PSYCHIATRISTS,14997229,"400,204.80",National Collaborating Centre work on Mental Health for Guidelines Quarter 1 2012/13,,,,,
