Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,12/01/2012,Contr Other External,NP - Evidence Resources,BAZIAN LTD,14243676,"206,630.40","Provision of Evidence Hubs, supplying specialist evidence content for NHS Evidence",,,,,
Department of Health,National Institute for Health & Clinical Excellence,12/01/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,BMJ PUBLISHING GROUP LTD,14243653,"207,000.00",Library service - access to BMJ Journals online,,,,,
Department of Health,National Institute for Health & Clinical Excellence,17/01/2012,Travel & Subsistence,NP - Facilities - London,CAPITA BUSINESS TRAVEL,14249884,"55,491.35",Train tickets for period 13/11/2011 to 10/12/2011,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2012,Travel & Subsistence,NP - Facilities - London,CAPITA BUSINESS TRAVEL,14346836,"38,883.61",Train tickets for period 11/12/2011 to 07/01/2012,,,,,
Department of Health,National Institute for Health & Clinical Excellence,10/01/2012,CHAPS Control Account,Balance Sheet,EBSCO INFORMATION SERVICES,14228889,"-177,000.00","National subscription fees for Health Business Elite and CINAHL databases on behalf of the Strategic Health Authorities Library Leads, for the period July - Dec 2011",,,,,
Department of Health,National Institute for Health & Clinical Excellence,10/01/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,EBSCO INFORMATION SERVICES,14228889,"147,500.00","National subscription fees for Health Business Elite and CINAHL databases on behalf of the Strategic Health Authorities Library Leads, for the period July - Dec 2011",,,,,
Department of Health,National Institute for Health & Clinical Excellence,12/01/2012,Computer Software/License,NP - Commissioned Content - Core,EDUSERV,14243670,"72,633.75",Provision of Athens Service from 01/10/2011 to 31/12/2011,,,,,
Department of Health,National Institute for Health & Clinical Excellence,13/01/2012,Contr Other External,NP - Evaluation Pathway,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,14219646,"181,763.40",Evaulation Patherways External Assessment Centre Quarter 1,,,,,
Department of Health,National Institute for Health & Clinical Excellence,10/01/2012,Agency Admin & Clerical,IM&T Core,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,14228781,"29,243.89",Specialist Contractor costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2012,Agency Admin & Clerical,IM&T Core,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,14346927,"25,418.38",Specialist Contractor costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,24/01/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14290565,"31,447.57",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,24/01/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14290569,"39,882.32",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,26/01/2012,Computer Hardware Purch,NP-IT,MISCO,14322903,"48,425.52",Development Laptops,,,,,
Department of Health,National Institute for Health & Clinical Excellence,18/01/2012,Contr Other External,NP - Evaluation Pathway,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,14284940,"131,209.50",Evaulation Patherways External Assessment Centre Quarter 3,,,,,
Department of Health,National Institute for Health & Clinical Excellence,10/01/2012,Contr Other External,NP - BNF,PROMOTIONAL LOGISTICS LTD,14206770,"76,712.35",BNF distribution / mailing costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,23/01/2012,Contr Other External,NP - BNF,RPS PUBLISHING,14267716,"383,150.00",invoice error,,,,,
Department of Health,National Institute for Health & Clinical Excellence,23/01/2012,Contr Other External,NP - BNF,RPS PUBLISHING,14267898,"-383,150.00",credit relating to invoice in error,,,,,
Department of Health,National Institute for Health & Clinical Excellence,17/01/2012,CHAPS Control Account,Balance Sheet,RPS PUBLISHING,14268597,"354,719.59",BNF printing costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,24/01/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,SWETS INFORMATION SERVICES LTD,14290581,"30,397.20",Site Licence for National Core Content NHS - Internet,,,,,
Department of Health,National Institute for Health & Clinical Excellence,12/01/2012,Contr Other External,NP - IM&T,SYSTEM ASSOCIATES LTD,14243672,"31,646.40",Website redesign,,,,,
Department of Health,National Institute for Health & Clinical Excellence,17/01/2012,Postage & Carriage,NP- Mailing Services,THE STATIONERY OFFICE LTD,14267864,"22,656.13","Customer services, order processing and storage for October 2011",,,,,
Department of Health,National Institute for Health & Clinical Excellence,17/01/2012,Contr Other External,NP - QOF/COF,UNIVERSITY OF MANCHESTER,14267707,"160,000.00",invoice error,,,,,
Department of Health,National Institute for Health & Clinical Excellence,17/01/2012,Contr Other External,NP - QOF/COF,UNIVERSITY OF MANCHESTER,14267894,"-160,000.00",credit relating to invoice in error,,,,,
Department of Health,National Institute for Health & Clinical Excellence,24/01/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,WOLTERS KLUWER HEALTH (MEDICAL RESEARCH) LTD,14290560,"184,364.70",Licences for access to different medical databases,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
