Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Furniture & Fittings,Office Move (Revenue costs),BRITISH COUNCIL,15956736,761683.96,Building fitout costs for new office at Spring Gardens,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,CHAPS Control Account,Balance Sheet,BRITISH COUNCIL,15874991,-234476.16,Building fitout costs for Spring Garden (first),,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Furniture & Fittings,Office Move (Revenue costs),BRITISH COUNCIL,15874991,234476.16,Building fitout costs for Spring Garden (first),,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Rent,NP- Facilities - Manchester,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,15956731,69437.5,"Quarterly rent of office space at Level 1A, City Tower, Manchester",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Service Charge,NP- Facilities - Manchester,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,15956732,17513,"Quarterly rent and service charge of office space at Level 1A, City Tower, Manchester",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Rent,NP- Facilities - Manchester,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,15956732,114075.63,"Quarterly rent and service charge of office space at Level 1A, City Tower, Manchester",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Legal / Prof Fees,NP- Corporate Office,DAC BEACHCROFT LLP,15874909,46178.14,Professional fees for period 01.09.2012 to 31.10.2012,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,EBSCO INFORMATION SERVICES,15971558,120000,"National subscription fees for Health Business Elite and CINAHL databases on behalf of the Strategic Health Authorities Library Leads, for the period Jan-Mar 2013",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,"Books, Journals & Subscr",NP - Commissioned Content - Core,EBSCO INFORMATION SERVICES,15971558,28325,"National subscription fees for Health Business Elite and CINAHL databases on behalf of the Strategic Health Authorities Library Leads, for the period Oct-Dec 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,"Books, Journals & Subscr",NP - Commissioned Content - Core,EBSCO INFORMATION SERVICES,15995319,73460.25,National subscription fees for Lancet medical journal,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Contr Other External,NP-IT,INSPIRED NETWORKS,15985637,43027.64,IT Support and Management contract ,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Rates,NP- Facilities - Liverpool,LIVERPOOL PCT,15913072,35109.75,"Quarterly rent and service charge of office space at Vortex Court, Wavertree Technology Park, Liverpool",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,15926857,66231.41,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Audit Fees: Statutory,NP-Finance,NATIONAL AUDIT OFFICE,15874910,54500,Audit fee for 2011-12 Financial Statements,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,15979132,114454.25,"Rail, hotel & flight costs for November 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,CHAPS Control Account,Balance Sheet,RPS PUBLISHING,15934096,-314988.49,BNF printing costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Contr Other External,NP - BNF,RPS PUBLISHING,15934096,314988.49,BNF printing costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PSYCHIATRISTS,15913059,400204.8,National Collaborating Centre work on Mental Health for Guidelines Quarter3 2012/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Computer Hardware Purch,Office Move (Revenue costs),SOFTCAT LTD,15956745,54219.64,AV Installation for new office at Spring Gardens,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Contr Other External,NP - Evaluation Pathway,UNIVERSITY OF BIRMINGHAM,15995313,186869,Evaulation Patherways External Assessment Centre Re-Invoice for Quarter 1 Year 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Contr Other External,NP - Evaluation Pathway,UNIVERSITY OF BIRMINGHAM,15995314,186869,Evaulation Patherways External Assessment Centre Re-Invoice for Quarter 2 Year 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Contr Other External,NP - Evaluation Pathway,UNIVERSITY OF BIRMINGHAM,15995315,-126684.5,Credit in relation to Evaulation Patherways External Assessment Centre Quarter 1 Year 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,Contr Other External,NP - Evaluation Pathway,UNIVERSITY OF BIRMINGHAM,15995316,-126684.5,Credit in relation to Evaulation Patherways External Assessment Centre Quarter 2 Year 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,"Books, Journals & Subscr",NP - Commissioned Content - Core,WILEY SUBSCRIPTION SERVICES INC,15971554,200877.64,The Cochrane Library (Electronic),,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/12/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,WOLTERS KLUWER HEALTH (MEDICAL RESEARCH) LTD,15964331,164326.5,Licences for access to different medical databases,,,,,
