Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Legal / Prof Fees,NP- Corporate Office,DAC BEACHCROFT LLP,16149800,31653.68,Professional fees for period 01.11.2012 to 31.12.2012,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Agency Admin & Clerical,IM&T Core,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,16149817,27383.4,Specialist Contractor costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Contr Other External,NP - Evaluation Pathway,CARDIFF & VALE ULHB,16162050,184609.25,Quarter 3 invoice - Medical technologies evaluation programme year 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Furniture & Fittings,Office Move (Revenue costs),BRITISH COUNCIL,16162055,449982.65,Building fitout costs for Spring Garden (third),,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Contr Other External,NP-HTE Appraisals,UNIVERSITY OF SHEFFIELD,16162073,50000,"Supply of Decision Support Unit Year 1, Quarter 3",,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Computer Maintenance,NP - IM&T,LOGICA UK LTD,16167879,66231.41,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Contr Other External,NP - NICE International,ITAD LTD,16188427,56073.6,Monitoring and Evaluation of NICE International activities in context of the Health Partnership Scheme,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Contr Other External,NP -QOF,UNIVERSITY OF BIRMINGHAM,16188436,149000,Quality and Outcomes Framework (QOF) April 12 to October 12,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Programme Support Costs,NP-HTE Appraisals,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16209257,28119,Secondee costs from July-December 2012,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Contr Other External,NP - Evidence Resources,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,16209258,46960,Maintainence of the existing workflow from UKMI and management of the NeLM website Quarter 4,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Computer Maintenance,NP - IM&T,LOGICA UK LTD,16209262,66231.41,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Contr Other External,NP-IT,INSPIRED NETWORKS,16223109,27805.15,IT Support and Management contract ,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Contr Other External,NP - Evaluation Pathway,UNIVERSITY OF BIRMINGHAM,16234643,186869,Evaulation Patherways External Assessment Centre Quarter 3 Year 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,16234644,147068.62,"Rail, hotel & flight costs for January 2013",,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/02/2013,Contr Other External,NP- PH Programmes,GHK CONSULTING LTD,16234666,29400,Fieldwork relating to NICE guidance on tobacco harm reduction,,,,,
