Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Computer Maintenance,NP - IM&T,RACKSPACE LTD,16264509,53056.32,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Computer Maintenance,NP - IM&T,RACKSPACE LTD,16264555,52074.16,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,16264577,131148.25,"Rail, hotel & flight costs for September 2015",,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,"Books, Journals & Subscr",NP - National Core Content HEE,WOLTERS KLUWER HEALTH (MEDICAL RESEARCH) LTD,16264593,117249,Licences for access to different medical databases,,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Contr Other External,NP - Medical Technologies Evaluation Programme,KINGS COLLEGE LONDON,16264633,222557.1,"Evaulation Pathways External Assessment Centre quarter 2, Year 2",,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Contr Other External,NP - QOF and Indicators,UNIVERSITY OF BIRMINGHAM,16286751,62500,Quality and Outcomes Framework (QOF) Piloting of Quality Indicators Year 3 Quarter 2,,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Service Charge,NP - Facilities - London,BRITISH COUNCIL,16373603,85658.1,Service charge payment for office space at 10 Spring Gardens JUL-SEPT 2015,,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Contr Other External,NP-IT,INSPIRED NETWORKS,16430525,29672.52,IT Support and Management contract ,,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Travel & Subsistence,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,16452573,32543.99,Flights booked during the period 05/10/2015-27/10/2015,,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,16506263,37500,"Clinical guidelines Technical support unit quarter 2, 15/16",,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Computer Software/License,NP - Commissioned Content,EDUSERV,16506351,68750,Provision of Athens service from 01/07/2015  to 30/09/2015,,,,,
Department of Health,National Institute for Health & Care Excellence,30/11/2015,Contr Other External,NP - Medical Technologies Evaluation Programme,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,16584861,177299.03,Medical Technologies External Assessment Centre Quarter 3 15/16,,,,,
