Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Computer Maintenance,NP - IM&T,RACKSPACE LTD,15549527,55376.56,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,"Books, Journals & Subscr",NP - Commissioned Content,WILEY SUBSCRIPTION SERVICES INC,15549573,100439,The Cochrane Library (Electronic),,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Contr Other External,NP - Social Care Guidance and QA,SOCIAL CARE INSTITUTE FOR EXCELLENCE,15549602,479646.3,NICE Collaborating Centre for Social Care quarter 2 2015/16,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Contr Other External,NP - Surveillance and Methodology,ROYAL COLLEGE OF PSYCHIATRISTS,15635542,48000,Dual diagnosis Systematic Review,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Service Charge,NP - Facilities - London,BRITISH COUNCIL,15635621,23791.42,Service charge payment for office space at 10 Spring Gardens Oct-Dec 2015,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Rent,NP - Facilities - London,BRITISH COUNCIL,15635621,193121.91,Rent payment for office space at 10 Spring Gardens 29/09/2015-24/12/2015,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Contr Other External,NP-IT,INSPIRED NETWORKS,15688478,26752.8,IT Support and Management contract ,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Contr Other External,NP - Commissioned Content,CLARITY INFORMATICS LTD,15714515,133623.6,Evidence Based Resource for Primary Care Year 4 Quarter 1,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PSYCHIATRISTS,15733599,222334,Clinical Guidelines - Recurrent Quarter 2 2015/16,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Travel & Subsistence,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,15733684,39949.74,Flights booked during the period 01/09/15 to 30/09/15,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PSYCHIATRISTS,15754538,400445.86,National Collaborating Centre work on Mental Health for Guidelines Quarter 1 2015/16 ,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,"Books, Journals & Subscr",NP - National Core Content HEE,PROQUEST LLC,15754554,275013.75,Elecrtonic & Print Content,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,"Books, Journals & Subscr",NP - National Core Content HEE,PROQUEST LLC,15754577,275013.75,Elecrtonic & Print Content,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PSYCHIATRISTS,15867602,400445.86,National Collaborating Centre work on Mental Health for Guidelines Quarter 2 2015/16 ,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Printing Costs,NP - BNF,ROYAL PHARMACEUTICAL SOCIETY,15867654,376658.45,BNF Production and Delivery,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Printing Costs,NP - BNF,ROYAL PHARMACEUTICAL SOCIETY,15867679,171814.92,BNF Production and Delivery,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Contr Other External,Fully Recovered: International Commercial Activity,OFFICE OF HEALTH ECONOMICS,15945939,27701.4,Piloting International decision support initiative,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Contr Other External,NP - Medical Technologies Evaluation Programme,CARDIFF & VALE ULHB,15946136,212333.4,Quarter 2 Invoice - Medical technologies evaluation programme Year 2,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2015,Contr Other External,NP-CP Guidelines,VELINDRE NHS TRUST,16023561,444672,National Collaborating Centre for Cancer Q1 & Q2 2015/16,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
