Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,01/09/2011,High Court Costs,Debt Management & Banking,RBSG Central,1900089583,40000,High Court Costs,SE99 1AA,,,,
HMRC,HMRC,01/09/2011,Samplng & Analytical,Specialist Investigations (SI),L G C Ltd,5100045946,65103.6,Forensic Services,TW11 0LY,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Borough of Telford & Wrekin,5100045984,61067,A tax on business premises levied to finance local authorities.,TF3 4LP,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Salford City Council,5100046002,129034,A tax on business premises levied to finance local authorities.,M27 5AW,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Salford City Council,5100046003,52826,A tax on business premises levied to finance local authorities.,M27 5AW,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Birmingham City Council,5100046023,33099,A tax on business premises levied to finance local authorities.,B4 7AB,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Bournemouth Borough Council,5100046033,31239,A tax on business premises levied to finance local authorities.,BH2 6EB,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Bradford Council,5100046035,35073,A tax on business premises levied to finance local authorities.,BD1 1HX,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Bradford Council,5100046036,54558,A tax on business premises levied to finance local authorities.,BD1 1HX,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Bristol City Council,5100046050,32908,A tax on business premises levied to finance local authorities.,BS99 1ZG,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Cardiff County Council,5100046054,90308,A tax on business premises levied to finance local authorities.,CF10 3WD,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Sefton Mbc,5100046083,37022,A tax on business premises levied to finance local authorities.,L20 3FD,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Sefton Mbc,5100046084,38321,A tax on business premises levied to finance local authorities.,L20 3FD,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Sheffield City Council,5100046085,37671,A tax on business premises levied to finance local authorities.,S1 1UY,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,City of  Westminster,5100046094,114434,A tax on business premises levied to finance local authorities.,SW1E 6QY,,,,
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,City of  Westminster,5100046096,104363,A tax on business premises levied to finance local authorities.,SW1E 6QY
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,City of  Westminster,5100046098,41903,A tax on business premises levied to finance local authorities.,SW1E 6QY
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Coventry City Council,5100046101,52826,A tax on business premises levied to finance local authorities.,CV1 5RR
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Croydon Council,5100046106,47737.5,A tax on business premises levied to finance local authorities.,CR9 1BQ
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,South Lanarkshire Council,5100046110,93095,A tax on business premises levied to finance local authorities.,ML3 0XJ
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,South Lanarkshire Council,5100046113,29184.2,A tax on business premises levied to finance local authorities.,ML3 0XJ
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Southend Borough Council,5100046116,51527,A tax on business premises levied to finance local authorities.,SS2 6AN
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Sunderland City Council,5100046137,74043,A tax on business premises levied to finance local authorities.,SR5 9BJ
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Dundee City Council,5100046145,31306,A tax on business premises levied to finance local authorities.,DD1 3YN
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Glasgow City Council,5100046154,36805,A tax on business premises levied to finance local authorities.,G1 1JE
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Glasgow City Council,5100046155,30310,A tax on business premises levied to finance local authorities.,G1 1JE
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Ipswich Borough Council,5100046170,26630,A tax on business premises levied to finance local authorities.,IP1 2DE
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Leicester City Council,5100046181,25114,A tax on business premises levied to finance local authorities.,LE1 6HL
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Liverpool City Council,5100046188,48063,A tax on business premises levied to finance local authorities.,L69 2DX
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Liverpool City Council,5100046189,25547,A tax on business premises levied to finance local authorities.,L69 2DX
HMRC,HMRC,01/09/2011,Business Rates,Estates & Support Services,Liverpool City Council,5100046190,33558,A tax on business premises levied to finance local authorities.,L69 2DX
