Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,03/10/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,5100054875,"£32,502.33",Payment for costs of HMRC officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,03/10/2011,STEPS VAT Indemnity,Estates & Support Services,Mapeley Steps Limited,5100054896,"£3,882,259.72",Indemnity for VAT paid by contractor which cannot be recovered,SE1 0TA,,,,
HMRC,HMRC,03/10/2011,100 PS Service Charg,Estates & Support Services,Exchequer Partnership Plc,5100054901,"£2,177,077.80",Monthly charge for fully serviced accommodation at 100 Parliament Street London.,M41 7HG,,,,
HMRC,HMRC,03/10/2011,Software coding,Information Management Services,Accenture (UK) Limited,5100055014,"£47,972.83",Accenture are supplying services on the UKBA Freight Targeting System which are funded by UKBA,EC3M 3BD,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Borough of Telford & Wrekin,5100055035,"£61,067.00",A tax on business premises levied to finance local authorities.,TF3 4LP,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Salford City Council,5100055053,"£129,034.00",A tax on business premises levied to finance local authorities.,M27 5AW,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Salford City Council,5100055054,"£52,826.00",A tax on business premises levied to finance local authorities.,M27 5AW,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Birmingham City Council,5100055074,"£33,099.00",A tax on business premises levied to finance local authorities.,B4 7AB,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Bournemouth Borough Council,5100055084,"£31,239.00",A tax on business premises levied to finance local authorities.,BH2 6EB,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Bradford Council,5100055086,"£35,073.00",A tax on business premises levied to finance local authorities.,BD1 1HX,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Bradford Council,5100055087,"£54,558.00",A tax on business premises levied to finance local authorities.,BD1 1HX,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Nottingham City Council,5100055094,"£124,714.40",A tax on business premises levied to finance local authorities.,NG1 4XX,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Bristol City Council,5100055102,"£32,908.00",A tax on business premises levied to finance local authorities.,BS99 1ZG,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Cardiff County Council,5100055106,"£90,308.00",A tax on business premises levied to finance local authorities.,CF10 3WD,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Plymouth City Council,5100055114,"£38,970.00",A tax on business premises levied to finance local authorities.,PL1 2AA,,,,
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Sefton Mbc,5100055136,"£37,022.00",A tax on business premises levied to finance local authorities.,L20 3FD
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Sefton Mbc,5100055137,"£38,321.00",A tax on business premises levied to finance local authorities.,L20 3FD
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Sheffield City Council,5100055138,"£37,671.00",A tax on business premises levied to finance local authorities.,S1 1UY
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,City of  Westminster,5100055147,"£114,434.00",A tax on business premises levied to finance local authorities.,SW1E 6QY
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,City of  Westminster,5100055149,"£162,807.00",A tax on business premises levied to finance local authorities.,SW1E 6QY
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,City of  Westminster,5100055151,"£41,903.00",A tax on business premises levied to finance local authorities.,SW1E 6QY
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Coventry City Council,5100055154,"£52,826.00",A tax on business premises levied to finance local authorities.,CV1 5RR
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,South Lanarkshire Council,5100055163,"£93,095.00",A tax on business premises levied to finance local authorities.,ML3 0XJ
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,South Lanarkshire Council,5100055166,"£29,184.20",A tax on business premises levied to finance local authorities.,ML3 0XJ
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Southend Borough Council,5100055169,"£51,527.00",A tax on business premises levied to finance local authorities.,SS2 6AN
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Sunderland City Council,5100055190,"£74,043.00",A tax on business premises levied to finance local authorities.,SR5 9BJ
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Dundee City Council,5100055198,"£310,894.00",A tax on business premises levied to finance local authorities.,DD1 3YN
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Dundee City Council,5100055199,"£31,306.00",A tax on business premises levied to finance local authorities.,DD1 3YN
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Glasgow City Council,5100055208,"£36,805.00",A tax on business premises levied to finance local authorities.,G1 1JE
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Glasgow City Council,5100055209,"£30,310.00",A tax on business premises levied to finance local authorities.,G1 1JE
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Ipswich Borough Council,5100055224,"£26,630.00",A tax on business premises levied to finance local authorities.,IP1 2DE
HMRC,HMRC,03/10/2011,Business Rates,Estates & Support Services,Leicester City Council,5100055235,"£25,114.00",A tax on business premises levied to finance local authorities.,LE1 6HL
