Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,01/07/2015,Landlord Charges,Estates & Support Services,CUSHMAN & WAKEFIELD LLP,5100024033,"3,143.94",Standard landlord service charge payable to the landlord for The Interchange Bradford,G2 2ND,,,,
HMRC,HMRC,01/07/2015,Rent,Estates & Support Services,CUSHMAN & WAKEFIELD LLP,5100024033,"6,179.30",Monthly rent payment payable to the Landlord,G2 2ND,,,,
HMRC,HMRC,01/07/2015,Landlord Charges,Estates & Support Services,CUSHMAN & WAKEFIELD LLP,5100024033,"105,267.66",Standard landlord service charge payable to the landlord for The Interchange Bradford,G2 2ND,,,,
HMRC,HMRC,01/07/2015,Rent,Estates & Support Services,CUSHMAN & WAKEFIELD LLP,5100024033,"206,900.20",Monthly rent payment payable to the Landlord,G2 2ND,,,,
HMRC,HMRC,01/07/2015,Min AW non-struc VAT,Estates & Support Services,G4S INTEGRATED SERVICES (UK) LTD,5100024034,"48,578.71",Essential works carried out at Cotton House Glasgow to utilise the old Enquiry Centre space.,S81 7QF,,,,
HMRC,HMRC,01/07/2015,Dept forms Stock,Information Management Services,WILLIAMS LEA LTD,5100024051,"40,722.72",Generic Stock,WF6 1TN,,,,
HMRC,HMRC,01/07/2015,Dept forms Stock,Information Management Services,WILLIAMS LEA LTD,5100024052,"31,054.85",Generic Stock,WF6 1TN,,,,
HMRC,HMRC,01/07/2015,Dept forms Stock,Information Management Services,WILLIAMS LEA LTD,5100024053,"63,127.30",Generic Stock,WF6 1TN,,,,
HMRC,HMRC,02/07/2015,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900121581,"39,737.70",Employee Training,DL1 9HN,,,,
HMRC,HMRC,02/07/2015,Document scanning,Digital,EDM GROUP LTD,5100024476,"78,430.34",Outsourcing for Self Assessement Returns,EC4N 1SP,,,,
HMRC,HMRC,02/07/2015,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100024504,60,Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,
HMRC,HMRC,02/07/2015,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100024504,"33,008.28",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,
HMRC,HMRC,02/07/2015,Gov Bank Serv Charge,Corporate Finance,CITIBANK NA,5100024511,"28,033.83",Monthly charges for payments into HMRC of direct taxes,E14 5LB,,,,
HMRC,HMRC,02/07/2015,Nat Pst Del Ser(VAT),Corporate Finance,DWP,5100024513,"113,937.07",Payment for mail sorting and delivery services,CF14 3UW,,,,
HMRC,HMRC,02/07/2015,Diesel fuel,Criminal Investigations,ALLSTAR BUSINESS SOLUTIONS LTD,5100024537,"44,098.55",Vehicle Fleet Services,SN5 6PS,,,,
HMRC,HMRC,03/07/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100023696,"39,661.33",Essential works carried out at Portcullis House Glasgow,WD17 1HN,,,,
HMRC,HMRC,03/07/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100023697,"32,427.10",Essential works carried out at Plas Gororau Wrexham,WD17 1HN,,,,
HMRC,HMRC,03/07/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100023707,"129,600.00",Essential works carried out at Imperial Court Liverpool,WD17 1HN,,,,
HMRC,HMRC,03/07/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100023712,"68,492.26",Essential works carried out at Imperial Court Liverpool,WD17 1HN,,,,
HMRC,HMRC,03/07/2015,Min AW non-struc VAT,Estates & Support Services,G4S INTEGRATED SERVICES (UK) LTD,5100024037,"154,926.00",Essential works carried out at Trinity Bridge House Manchester,S81 7QF,,,,
HMRC,HMRC,03/07/2015,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100024572,"73,700.01",Costs for officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,03/07/2015,Nat Pst Del Ser(VAT),Corporate Finance,ROYAL MAIL,5100024715,853.6,Payment for mail sorting and delivery services,PE4 5BR,,,,
HMRC,HMRC,03/07/2015,Nat Pst Del Ser(VAT),Corporate Finance,ROYAL MAIL,5100024715,"110,086.27",Payment for mail sorting and delivery services,PE4 5BR,,,,
HMRC,HMRC,03/07/2015,Nat Pst Del Ser(VAT),Corporate Finance,ROYAL MAIL,5100024715,"400,546.43",Payment for mail sorting and delivery services,PE4 5BR,,,,
HMRC,HMRC,03/07/2015,IT consultancy,Digital,ORANGE BUS LTD,5100024729,"3,240.00",Digital Delivery Centre Newcastle Orangebus Consultants June Invoice Scrum 17 - Tax Free Childcare,NE136DS,,,,
HMRC,HMRC,03/07/2015,IT consultancy,Digital,ORANGE BUS LTD,5100024729,"3,780.00",Digital Delivery Centre Newcastle Orangebus Consultants June Invoice Scrum 17 - Tax Free Childcare,NE136DS,,,,
HMRC,HMRC,03/07/2015,IT consultancy,Digital,ORANGE BUS LTD,5100024729,"3,780.00",Digital Delivery Centre Newcastle Orangebus Consultants June Invoice Scrum 17 - Tax Free Childcare,NE136DS,,,,
HMRC,HMRC,03/07/2015,IT consultancy,Digital,ORANGE BUS LTD,5100024729,"7,680.00",Digital Delivery Centre Newcastle Orangebus Consultants June Invoice Scrum 17 - Tax Free Childcare,NE136DS,,,,
HMRC,HMRC,03/07/2015,IT consultancy,Digital,ORANGE BUS LTD,5100024729,"8,160.00",Digital Delivery Centre Newcastle Orangebus Consultants June Invoice Scrum 17 - Tax Free Childcare,NE136DS,,,,
HMRC,HMRC,03/07/2015,IT consultancy,Digital,ORANGE BUS LTD,5100024729,"8,640.00",Digital Delivery Centre Newcastle Orangebus Consultants June Invoice Scrum 17 - Tax Free Childcare,NE136DS,,,,
HMRC,HMRC,03/07/2015,IT consultancy,Digital,ORANGE BUS LTD,5100024729,"9,600.00",Digital Delivery Centre Newcastle Orangebus Consultants June Invoice Scrum 17 - Tax Free Childcare,NE136DS,,,,
HMRC,HMRC,03/07/2015,IT consultancy,Digital,ORANGE BUS LTD,5100024729,"9,600.00",Digital Delivery Centre Newcastle Orangebus Consultants June Invoice Scrum 17 - Tax Free Childcare,NE136DS,,,,
HMRC,HMRC,03/07/2015,IT consultancy,Digital,ORANGE BUS LTD,5100024729,"10,800.00",Digital Delivery Centre Newcastle Orangebus Consultants June Invoice Scrum 17 - Tax Free Childcare,NE136DS,,,,
HMRC,HMRC,03/07/2015,Proprietry sys maint,Information Management Services,DWP,5100024730,"8,964,000.00",Government Gateway - 15/16 charge for Concordat agreement ,CF14 3UW,,,,
HMRC,HMRC,03/07/2015,Non-IMS IT for CSR,Civil Service Resourcing,SPECIALIST COMPUTER CTR,5100024766,"72,400.87",Specialist Computer Center (SCC) is the main IT contractor for the Civil Service Fast Stream intake. Invoice covers Fast Stream monthly service charge for June 2015.,B11 2LE,,,,
HMRC,HMRC,03/07/2015,OGD costs,Estates & Support Services,DWP,5100024781,"576,235.38",Charges for occupation under Memorandum of Terms (of) Occupancy arrangement. ,CF14 3UW,,,,
HMRC,HMRC,06/07/2015,Travel Service Booking Fees,Risk & Intelligence,CALDER CONFERENCES LTD,1900122026,1.2,Payment for the FCLO Network Managers Meeting held over 5 days in Crawley in May 2015. Authorisation obtained from RIS Director and HMRC Director of Corporate Communications.  ,LS16 6RF,,,,
HMRC,HMRC,06/07/2015,Government Procurement Service (GPS) Fees,Risk & Intelligence,CALDER CONFERENCES LTD,1900122026,199.4,Payment for the FCLO Network Managers Meeting held over 5 days in Crawley in May 2015. Authorisation obtained from RIS Director and HMRC Director of Corporate Communications.  ,LS16 6RF,,,,
HMRC,HMRC,06/07/2015,Conferences,Risk & Intelligence,CALDER CONFERENCES LTD,1900122026,"39,930.70",Payment for the FCLO Network Managers Meeting held over 5 days in Crawley in May 2015. Authorisation obtained from RIS Director and HMRC Director of Corporate Communications.  ,LS16 6RF,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,HR & Corporate Change Centre ,TNT UK LTD,5100018068,169.49,Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,BT Corporate Centre,TNT UK LTD,5100018068,254.23,Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Open,Change Portfolio,TNT UK LTD,5100018068,381.35,Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Change Assurance and Investment,TNT UK LTD,5100018068,466.09,Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Corporate Finance,TNT UK LTD,5100018068,508.46,Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,S&ID,TNT UK LTD,5100018068,677.96,Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,BT Change,TNT UK LTD,5100018068,889.82,Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Commercial Directorate,TNT UK LTD,5100018068,974.57,Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Corporate Communications,TNT UK LTD,5100018068,"1,228.80",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Business Customer & Strategy,TNT UK LTD,5100018068,"1,398.29",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Business Tax Operations,TNT UK LTD,5100018068,"1,949.14",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,CTIS,TNT UK LTD,5100018068,"2,076.25",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,E&C Central Services,TNT UK LTD,5100018068,"2,161.00",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Indirect Tax Directorate,TNT UK LTD,5100018068,"2,288.11",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Information Management Services,TNT UK LTD,5100018068,"2,457.60",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Solicitors Office,TNT UK LTD,5100018068,"2,627.09",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Corporate Finance,TNT UK LTD,5100018068,"3,093.19",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,PT Customer Product & Process,TNT UK LTD,5100018068,"3,432.17",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Estates & Support Services,TNT UK LTD,5100018068,"4,449.11",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Civil Service Resourcing,TNT UK LTD,5100018068,"5,423.68",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,HR,TNT UK LTD,5100018068,"6,355.87",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Counter Avoidance Directorate,TNT UK LTD,5100018068,"6,949.08",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Information Management Services,TNT UK LTD,5100018068,"7,245.68",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Tax Professionalism & Assurance,TNT UK LTD,5100018068,"8,728.72",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Business Tax Operations,TNT UK LTD,5100018068,"8,771.10",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Specialist Investigations (SI),TNT UK LTD,5100018068,"10,762.61",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Specialist PT,TNT UK LTD,5100018068,"11,482.93",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Large Business Directorate,TNT UK LTD,5100018068,"14,194.78",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Criminal Investigations,TNT UK LTD,5100018068,"16,016.78",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Risk & Intelligence,TNT UK LTD,5100018068,"19,830.31",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Benefits & Credits Delivery,TNT UK LTD,5100018068,"39,321.65",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Debt Management & Banking,TNT UK LTD,5100018068,"48,092.74",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,Local Compliance,TNT UK LTD,5100018068,"87,414.37",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,Next Day Del. Closed,PT Operations,TNT UK LTD,5100018068,"101,651.51",Courier Consumables,BL10 9AR,,,,
HMRC,HMRC,06/07/2015,OGD costs,Estates & Support Services,DWP,5100024791,"36,809.59",Charges for occupation under Memorandum of Terms (of) Occupancy arrangement. ,CF14 3UW,,,,
HMRC,HMRC,06/07/2015,Marketing Promotion,Corporate Communications,WCRS,5100024796,"26,184.24",Tax Credits 2015  Digital Production cost,W1W 7RT,,,,
HMRC,HMRC,06/07/2015,Samplng & Analytical,Specialist Investigations (SI),LGC LTD,5100024802,"75,442.68",Disposal of Seized Goods,TW11 0LY,,,,
HMRC,HMRC,06/07/2015,Marketing Promotion,Corporate Communications,WCRS,5100024819,"199,988.72",Tax Credits 2015 TV & Radio production ,W1W 7RT,,,,
HMRC,HMRC,06/07/2015,Software coding,Information Management Services,ASE CONSULTING LTD,5100024888,"25,080.00",Charges for IT Specialists,FY85ER,,,,
HMRC,HMRC,06/07/2015,Software coding,Information Management Services,ASE CONSULTING LTD,5100024889,"27,360.00",Charges for IT Specialists,FY85ER,,,,
HMRC,HMRC,06/07/2015,Non-IMS IT for CSR,Civil Service Resourcing,LINKEDIN IRELAND LTD,5100024896,"40,296.93",Recruitment and Job Slot costs for a 6 month period via Linkedin.,.,,,,
HMRC,HMRC,06/07/2015,Non-IMS IT for CSR,Civil Service Resourcing,SPECIALIST COMPUTER CTR,5100024930,"37,197.34",Specialist Computer Center (SCC) is the main IT contractor for the Civil Service Fast Stream intake. Invoice covers Fast Stream reimbursables for an undisclosed period but accruals anticipate this payment to cover May 2015.,B11 2LE,,,,
HMRC,HMRC,06/07/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100025008,66.13,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/07/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100025008,102.79,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/07/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100025008,105.44,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/07/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100025008,182.53,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/07/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100025008,219.08,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/07/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100025008,284.45,Utility payment,WD17 1HN,,,,
