Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract,Project Code,Expenditure
HMRC,HMRC,01/11/2013,Prof bodies subs,Information Management Services,THE CORPORATE IT FORUM LTD,5100060756,"£37,758.00",Membership to the Corporate IT Forum for subscriptions,HP4 1AS,,,,
HMRC,HMRC,01/11/2013,Electricity,Estates & Support Services,SAVILLS COMMERCIAL LTD,5100061117,"£26,901.11",Utility payment,W1K 3HQ,,,,
HMRC,HMRC,01/11/2013,Equipment & machiner,Debt Management & Banking,OPEX CORPORATION,5100061118,"£45,709.70",Debt Collection Services,BL1 4AY,,,,
HMRC,HMRC,01/11/2013,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,"£1,069,521.30",Utility payment,SE1 0TA,,,,
HMRC,HMRC,01/11/2013,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,"£174,826.59",Utility payment,SE1 0TA,,,,
HMRC,HMRC,01/11/2013,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,"£149,090.66",Utility payment,SE1 0TA,,,,
HMRC,HMRC,01/11/2013,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,"£72,651.22",Utility payment,SE1 0TA,,,,
HMRC,HMRC,01/11/2013,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,"£68,709.67",Utility payment,SE1 0TA,,,,
HMRC,HMRC,01/11/2013,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,"£45,288.56",Utility payment,SE1 0TA,,,,
HMRC,HMRC,01/11/2013,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,"£21,160.74",Utility payment,SE1 0TA,,,,
HMRC,HMRC,01/11/2013,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,"£7,433.46",Utility payment,SE1 0TA,,,,
HMRC,HMRC,01/11/2013,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,"£3,601.57",Utility payment,SE1 0TA,,,,
HMRC,HMRC,01/11/2013,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,"£2,461.36",Utility payment,SE1 0TA,,,,
HMRC,HMRC,01/11/2013,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100061861,£641.81,Utility payment,SE1 0TA,,,,
HMRC,HMRC,04/11/2013,Employee education,BT Change,CAPITA BUSINESS SERVICES LTD,5100061127,"£474,241.20",Finalised costings for the delivery of the Compliance Skills Development Programme (CSDP)of learning over 76 days at a variety of external venues over one and two day events to a total of 3760 delegates,DL1 9HN,,,,
HMRC,HMRC,04/11/2013,Prof membership,PT Operations,CCA,5100061158,"£30,000.00",Membership of the Customer Contact Association,G3 7PY
HMRC,HMRC,04/11/2013,Research (VAT rec),Knowledge Analysis & Intelligence,TNS - BMRB,5100061853,"£51,000.00",Ongoing survey of Contact Centre customers to gather data on contact centre performance,W5 1UA
HMRC,HMRC,04/11/2013,Storage (non enfmnt),Benefits & Credits Delivery,IRON MOUNTAIN (UK) LTD,5100061906,"£29,796.05",Secure storage of Tax Credit Claims/Papers,EH54 7DF
HMRC,HMRC,04/11/2013,Storage (non enfmnt),Benefits & Credits Delivery,IRON MOUNTAIN (UK) LTD,5100061908,"£56,705.57",Secure storage of Tax Credit Claims/Papers,EH54 7DF
HMRC,HMRC,04/11/2013,Disposal Seized Gds,Specialist Investigations (SI),ENVA NORTHERN IRELAND LTD,5100061922,"£134,589.84",Storage and disposal of seized goods ,BT24 8LS
HMRC,HMRC,04/11/2013,Oth PFI unitary chrg,Estates & Support Services,LR STOCKPORT LTD,5100061941,"£167,228.00",Charges for accommodation provided under the Newcastle Private Finance Initiative contract,W1U 8EW
HMRC,HMRC,04/11/2013,Document destruction,Estates & Support Services,BANNER BUSINESS SERVICES LTD,5100061947,"£57,971.09",Monthly charge for secure destruction of confidentially marked waste,NR3 1PD
HMRC,HMRC,04/11/2013,Maj AW struc non-VAT,Estates & Support Services,EXCHEQUER PARTNERSHIP PLC,5100061955,"£69,000.00",Essential works carried out at 100PS,M41 7HG
HMRC,HMRC,05/11/2013,Legal Service Sol's,Solicitors Office,TREASURY SOLICITOR'S LION SUBS,5100055126,"£143,688.60",Costs for the Lion Subscription for Solicitiors Office for 2013/14,WC2B 4TS
HMRC,HMRC,05/11/2013,OGD costs,Estates & Support Services,DTZ (DEFRA BIRMINGHAM),5100061999,"£345,899.62",Monthly invoice charge for the properties HMRC occupy on the Communities & Local Government estate,B4 6AJ
HMRC,HMRC,05/11/2013,OGD costs,Estates & Support Services,DTZ (DEFRA BIRMINGHAM),5100061999,"£61,041.11",Monthly invoice charge for the properties HMRC occupy on the Communities & Local Government estate,B4 6AJ
HMRC,HMRC,05/11/2013,Min AW non-struc VAT,Estates & Support Services,NEWCASTLE ESTATE PARTNERSHIP,5100062013,"£39,177.89",Essential works carried out at Benton Park View Newcastle,BA2 3RH
HMRC,HMRC,05/11/2013,Dept forms Stock,Benefits & Credits Delivery,WILLIAMS LEA LTD,5100062051,"£17,075.17",Bulk order for ChB/Tax Credits Forms/Envelopes ,WF6 1TN
HMRC,HMRC,05/11/2013,Dept forms Stock,Benefits & Credits Delivery,WILLIAMS LEA LTD,5100062051,"£14,347.20",Bulk order for ChB/Tax Credits Forms/Envelopes ,WF6 1TN
HMRC,HMRC,06/11/2013,Desks,Estates & Support Services,SENATOR INTERNATIONAL LTD,5100060846,"£80,316.00",Purchase of furniture for combining of 2 buildings into 1 in Newcastle,BB5 5YE
