Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code,Supplier Type,Contract,Project Code,Expenditure
HMRC,HMRC,02/04/2013,Research (VAT rec),Business Customer & Strategy,QUADRANGLE GROUP LLP,5100000014,"£62,784.00",SME Mid Sized Business Research - Phase 2,SE1 2YE,,,,
HMRC,HMRC,02/04/2013,Forensic Services,Criminal Investigations,FORENSIC SCIENCE NORTHERN IRELAND,5100000020,"£35,708.40",Forensic Services,BT38 8PL,,,,
HMRC,HMRC,02/04/2013,Employee education,HR,CAPITA BUSINESS SERVICES LTD,5100000021,"£162,783.72",Staged payments for Operational Delivery Profession L2 qualifications,DL1 9HN,,,,
HMRC,HMRC,02/04/2013,Cross Government Ser,HR,CABINET OFFICE,5100000353,"£1,974,092.40",HMRC 12/13 full year charge for Civil Service Learning core service,CF14 3UW,,,,
HMRC,HMRC,02/04/2013,Cross Government Ser,HR,CABINET OFFICE,5100000353,"£1,913,892.00",HMRC 2012/13 full year charge for Civil Service Employee Policy core service.,CF14 3UW,,,,
HMRC,HMRC,02/04/2013,Cross Government Ser,HR,CABINET OFFICE,5100000353,"£1,079,893.20",HMRC 2012/13 charge for Civil Service Resourcing core service.,CF14 3UW,,,,
HMRC,HMRC,02/04/2013,Cross Government Ser,HR,CABINET OFFICE,5100000353,"£156,057.60",HMRC 2012/13 charge for Fast Stream.,CF14 3UW,,,,
HMRC,HMRC,02/04/2013,Cross Government Ser,HR,CABINET OFFICE,5100000353,"£135,752.40",HMRC 2012/13 charge for Civil Service Organisational Development & Design,CF14 3UW,,,,
HMRC,HMRC,02/04/2013,Cross Government Ser,HR,CABINET OFFICE,5100000353,"£64,093.20",HMRC 2012/13 charge for Civil Service Talent Management Scoping Project,CF14 3UW,,,,
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,LEEDS CITY COUNCIL,5100103118,"£236,258.31",Business rates payable for 2013/14,LS2 8JR,,,,
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,LEEDS CITY COUNCIL,5100103118,"£6,306.69",Business rates payable for 2013/14,LS2 8JR,,,,
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,REIGATE & BANSTEAD BOROUGH COUNCIL,5100103119,"£124,473.52",Business rates payable for 2013/14,RH2 0SH,,,,
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,REIGATE & BANSTEAD BOROUGH COUNCIL,5100103119,"£5,051.48",Business rates payable for 2013/14,RH2 0SH,,,,
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,CHELMSFORD BOROUGH COUNCIL,5100103121,"£72,119.52",Business rates payable for 2013/14,CM1 2YJ,,,,
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,CHELMSFORD BOROUGH COUNCIL,5100103121,"£10,776.48",Business rates payable for 2013/14,CM1 2YJ,,,,
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,LUTON BOROUGH COUNCIL,5100103122,"£56,533.19",Business rates payable for 2013/14,LU1 1DX
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,LUTON BOROUGH COUNCIL,5100103122,"£13,174.81",Business rates payable for 2013/14,LU1 1DX
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,STEVENAGE BOROUGH COUNCIL,5100103123,"£64,424.32",Business rates payable for 2013/14,SG1 1HN
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,STEVENAGE BOROUGH COUNCIL,5100103123,"£5,754.68",Business rates payable for 2013/14,SG1 1HN
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100103124,"£46,069.45",Business rates payable for 2013/14,PE1 1HQ
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100103124,"£16,102.55",Business rates payable for 2013/14,PE1 1HQ
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100103125,"£35,948.13",Business rates payable for 2013/14,PE1 1HQ
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100103125,"£12,564.87",Business rates payable for 2013/14,PE1 1HQ
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100103126,"£99,468.13",Business rates payable for 2013/14,PE1 1HQ
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,PETERBOROUGH CITY COUNCIL,5100103126,"£34,766.87",Business rates payable for 2013/14,PE1 1HQ
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,CITY OF YORK COUNCIL,5100103127,"£55,578.00",Business rates payable for 2013/14,YO1 7WH
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,BOLTON METROPOLITAN BC,5100103128,"£58,529.29",Business rates payable for 2013/14,BL1 1RX
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,BOLTON METROPOLITAN BC,5100103128,"£6,939.71",Business rates payable for 2013/14,BL1 1RX
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,CANTERBURY CITY COUNCIL,5100103129,"£79,346.57",Business rates payable for 2013/14,CT1 1YW
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,CANTERBURY CITY COUNCIL,5100103129,"£7,943.39",Business rates payable for 2013/14,CT1 1YW
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,LEEDS CITY COUNCIL,5100103130,"£401,409.75",Business rates payable for 2013/14,LS2 8JR
HMRC,HMRC,02/04/2013,Business Rates,Estates & Support Services,LEEDS CITY COUNCIL,5100103130,"£10,715.25",Business rates payable for 2013/14,LS2 8JR
