Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,01/08/2013,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,80037952,"95,703.22",PCNJUNE2013,DL1 9HN
Departmen of Health,NHS Business Services Authority,01/08/2013,Legal Fees General,NHS Protect,DEPARTMENT FOR WORK AND PENSIONS,80038280,"53,943.04",DH Legal Services,CF14 3UW
Departmen of Health,NHS Business Services Authority,01/08/2013,Dental Contractors,Dental Services ,,,"177,891,296",Payments to Dental Contractors,
Departmen of Health,NHS Business Services Authority,01/08/2013,Pharmacy Contractors,Prescription Pricing ,,,"691,143,907.70",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,02/08/2013,Pharmacy Contractors,Prescription Pricing ,,,"512,478.38",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,05/08/2013,Envision Medical Services,Pensions Division,PAYMASTER (1836) LIMITED,80037906,"35,527.48",RETAINED SERVICES,RH10 1UH
Departmen of Health,NHS Business Services Authority,05/08/2013,Statutory Payments,Statutory Payments,CABINET OFFICE CIVIL SERVICE PENSIONS,80038424,"70,858.66",DEDUCTIONS JULY13,RG24 9NW
Departmen of Health,NHS Business Services Authority,05/08/2013,Professional Fees,Supply Chain Management Division,PRICEWATERHOUSE COOPERS LLP,80038463,"42,490.45",EXPENSES SEE INVOICE FOR AUTH,E14 9SQ
Departmen of Health,NHS Business Services Authority,06/08/2013,Temporary Staff,Corporate Services,COMENSURA LTD,50026842,"3,016.69",Temporary staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,06/08/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,50026842,"34,027.43",Temporary staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,07/08/2013,Printing Charges (External),Prescription Pricing Division,THE STATIONERY OFFICE,80038455,"25,786.01",Printing,NR3 1PD
Departmen of Health,NHS Business Services Authority,07/08/2013,Pharmacy Contractors,Prescription Pricing ,,,"165,102.88",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,08/08/2013,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,80038620,"68,285.00",Temporary staff,E1 6DX
Departmen of Health,NHS Business Services Authority,08/08/2013,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,80038623,"30,540.00",Temporary staff,E1 6DX
Departmen of Health,NHS Business Services Authority,12/08/2013,Temporary Staff,Corporate Services,COMENSURA LTD,50026810,"2,654.36",Temporary staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,12/08/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,50026810,"35,353.93",Temporary staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,12/08/2013,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,50026915,"31,923.00",RATES AUG13,NE99 2PT
Departmen of Health,NHS Business Services Authority,12/08/2013,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,50026916,"35,796.00",RATES AUG13,NE99 2PT
