Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,01/03/2012,Pharmacy Contractors,Prescription Pricing Division,,,"786,095,682.15",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,01/03/2012,Dental Contractors,Dental Services Division,,,"181,244,116",Payments to Dental Contractors,
Departmen of Health,NHS Business Services Authority,07/03/2012,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080014167,"98,062.50",Junior Consultant System Tester -,E1 6DX
Departmen of Health,NHS Business Services Authority,08/03/2012,Pharmacy Contractors,Prescription Pricing Division,,,"146,175.79",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,12/03/2012,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080015614,"28,680.12",AC 0912819049,S49 1HQ
Departmen of Health,NHS Business Services Authority,12/03/2012,Temporary Staff,Prescription Pricing Division,KAINOS SOFTWARE LIMITED,0080015615,"45,590.00",Work Order 4,BT7 1NT
Departmen of Health,NHS Business Services Authority,12/03/2012,Pharmacy Contractors,Prescription Pricing Division,,,"82,927.14",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,13/03/2012,Internal Audit Fees,Corporate Services,PRICEWATERHOUSE COOPERS LLP,0050022431,"33,173.92",AUDIT CHRGS 19THSEPT2011,E14 9SQ
Departmen of Health,NHS Business Services Authority,13/03/2012,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,0050022472,"32,967.97",VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,13/03/2012,LAN Maintenance,Prescription Pricing Division,MICRO FOCUS LTD,0080015439,"21,909.02",Renewal of support and maintnance for:,RG14 1QN
Departmen of Health,NHS Business Services Authority,13/03/2012,Temporary Staff,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080015611,"46,200.00",PO 2412 CREDIT TO OFF SET,DL1 9HN
Departmen of Health,NHS Business Services Authority,13/03/2012,Professional Fees,Corporate Services,GOVERNMENT ACTUARY'S DEPARTMENT,0080015829,"40,044.88",Actuarial Services,EC4A 1AB
Departmen of Health,NHS Business Services Authority,13/03/2012,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080015869,"47,485.00",Consultant Application Developer -,E1 6DX
Departmen of Health,NHS Business Services Authority,13/03/2012,LAN Maintenance,Prescription Pricing Division,BELFAST CITY COUNCIL,0080015883,"40,740.00",Annual Renewal of Licences for,BT2 8GD
Departmen of Health,NHS Business Services Authority,13/03/2012,Professional Fees,Prescription Pricing Division,SAPIENT LIMITED,0080015885,"53,225.00",Rishab Garg -Consultant Application,E1 6DX
Departmen of Health,NHS Business Services Authority,13/03/2012,Pharmacy Contractors,Prescription Pricing Division,,,"82,927.14",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,15/03/2012,Envision Payroll,Pensions Division,PAYMASTER (1836) LIMITED,0050022530,"43,587.88",PENSIONER PAYROLL,RH10 1UH
Departmen of Health,NHS Business Services Authority,15/03/2012,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080015898,"40,151.00",Choice Data Cleanse Services for,RH10 1UH
Departmen of Health,NHS Business Services Authority,15/03/2012,Computer Equipment Maint. General,Prescription Pricing Division,NORTHGATE INFORMATION SOLUTIONS UK LTD,0080015979,"31,122.00",Material No. 30237 Hardware Support,HP2 4NW
Departmen of Health,NHS Business Services Authority,15/03/2012,Building Works,Corporate Services,ESH FACILITY SOLUTIONS,0080016010,"27,329.74","New lighting, new kitchen units, new",DH6 5PF
Departmen of Health,NHS Business Services Authority,15/03/2012,Statutory Payments,Corporate Services,HMRC,,"1,387,490.85",NI & TAX,
Departmen of Health,NHS Business Services Authority,15/03/2012,Statutory Payments,Corporate Services,HMRC,,"636,495.52",PENSIONS,
Departmen of Health,NHS Business Services Authority,16/03/2012,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0050022575,"42,040.35",FEB12 DELIVERIES,OL9 9QH
Departmen of Health,NHS Business Services Authority,18/03/2012,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080015866,"77,088.26",P21 + TASK 101 PHASE 2,HP2 7TR
Departmen of Health,NHS Business Services Authority,19/03/2012,Envision Medical Services,Pensions Division,PAYMASTER (1836) LIMITED,0050022597,"829,223.83",CHARGES MAR12,RH10 1UH
Departmen of Health,NHS Business Services Authority,20/03/2012,Redundancy,Pensions Division,NHS PENSIONS,0080016057,"291,512.82",IAN MERGA DOP 010412,FY7 8LG
Departmen of Health,NHS Business Services Authority,20/03/2012,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080016286,"21,724.00",Junior Consultant System Tester (Shikha,E1 6DX
Departmen of Health,NHS Business Services Authority,21/03/2012,Storage Costs,Prescription Pricing Division,HARROW GREEN LIMITED,0050022616,"24,199.16",STORAGE,E16 2BZ
Departmen of Health,NHS Business Services Authority,21/03/2012,Professional Publications,Prescription Pricing Division,THE STATIONERY OFFICE,0080015914,"26,859.66",Drug Tarrif,NR3 1PD
Departmen of Health,NHS Business Services Authority,21/03/2012,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080016269,"34,846.09",PATIENT PENALTY  CHARGES JAN 12,DL1 9HN
Departmen of Health,NHS Business Services Authority,21/03/2012,Temporary Staff,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080016271,"71,104.00",DENTAL PILOTS JAN 12,DL1 9HN
Departmen of Health,NHS Business Services Authority,22/03/2012,Telphone Charges,Pensions Division,PROLOG,0050022624,"31,095.79",A/C NO 25 FEB2012,CO10 2XG
Departmen of Health,NHS Business Services Authority,23/03/2012,External Audit Fees,Corporate Services,NATIONAL AUDIT OFFICE,0080016462,"37,500.00",Audit fees,SW1W 9SP
Departmen of Health,NHS Business Services Authority,26/03/2012,Rent,Corporate Services,JOHN MONK&CO,0080015926,"171,387.50",Rent 25 Mar  23 Jun 12,TS18 1SW
