Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,01/10/2013,Statutory Payments,Statutory Payments,CABINET OFFICE CIVIL SERVICE PENSIONS,0080039961,"72,136.79",PENSION CONTRIBUTIONS SEPT13,RG24 9NW
Departmen of Health,NHS Business Services Authority,01/10/2013,Dental Contractors,Dental Services ,,,"170,649,777.00",Payments to Dental Contractors,
Departmen of Health,NHS Business Services Authority,01/10/2013,Pharmacy Contractors,Prescription Pricing ,,,"703,514,572.77",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,02/10/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080039812,"26,565.89",Postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,02/10/2013,Pharmacy Contractors,Prescription Pricing ,,,"1,412,548.71",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,03/10/2013,Service Charges General,NHS Protect,ALLIANZ IMMOBILIEN GMBH (RENT),0080039407,"134,117.30",Rent,MK9 1LR
Departmen of Health,NHS Business Services Authority,03/10/2013,Furniture & Equiptment Capital,Corporate Services,INTEGRATED HEALTH PROJECTS,0080040079,"58,285.52",Integrated Health Projects,HP2 7TR
Departmen of Health,NHS Business Services Authority,04/10/2013,Pharmacy Contractors,Prescription Pricing ,,,"910,790.75",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,07/10/2013,Travel And Accomodation,Corporate Services,REDFERN TRAVEL,0050027430,"71,089.23",TRAVEL AUG13,BD1 3AZ
Departmen of Health,NHS Business Services Authority,07/10/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0050027438,"48,662.44",MP03 BRIDGE HOUSE,HP2 7TR
Departmen of Health,NHS Business Services Authority,07/10/2013,Envision Medical Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080039942,"36,078.02",XAFINITY PAYMASTER,RH10 1UH
Departmen of Health,NHS Business Services Authority,07/10/2013,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080040041,"37,171.00",Con/0016 - NHSBSA Intranet,DL1 9HN
Departmen of Health,NHS Business Services Authority,07/10/2013,Temporary Staff,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080040150,"42,972.92",Call Off Form - CON/0201 - Middlebrook,DL1 9HN
Departmen of Health,NHS Business Services Authority,07/10/2013,Professional Fees,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080040150,"51,710.10",Call Off Form - CON/0198 - Reports,DL1 9HN
Departmen of Health,NHS Business Services Authority,07/10/2013,Professional Fees,NHS Protect,CAPITA BUSINESS SERVICES LTD,0080040150,"4,509.95",Network Engineer - Consultant,DL1 9HN
