Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,03/09/2012,Postage Charges,Dental Services Division,ROYAL MAIL,0050024094,"20,902.47",A/C 0138293004,S49 1HQ
Departmen of Health,NHS Business Services Authority,03/09/2012,Public Relation Expenses,Pensions Division,RS CONSULTING LTD,0080022763,"35,575.00",External Survey,SW8 4BG
Departmen of Health,NHS Business Services Authority,03/09/2012,Professional Fees,Prescription Pricing Division,SAPIENT LIMITED,0080022811,"22,780.00",Senior Consultant Business Analyst -,E1 6DX
Departmen of Health,NHS Business Services Authority,03/09/2012,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080022815,"59,902.50",Tarun Sharma - Senior Consultant,E1 6DX
Departmen of Health,NHS Business Services Authority,03/09/2012,Dental Contractors,Dental Services Division,,,"178,567,396.00",Payments to Dental Contractors,
Departmen of Health,NHS Business Services Authority,03/09/2012,Pharmacy Contractors,Prescription Pricing Division,,,"38,812.02",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,06/09/2012,Temporary Staff,Corporate Services,COMENSURA LTD,0050024085,342.75,D. GARDENER W/E 19/08/12,LU1 3BA
Departmen of Health,NHS Business Services Authority,06/09/2012,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050024085,"37,743.24",R. SLATER W/E 19/08/12,LU1 3BA
Departmen of Health,NHS Business Services Authority,06/09/2012,Temporary Staff,Corporate Services,COMENSURA LTD,0050024155,670.99,T HORN W/E 26.08.12,LU1 3BA
Departmen of Health,NHS Business Services Authority,06/09/2012,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050024155,"40,996.20",E RONAN W/E 26.08.12,LU1 3BA
Departmen of Health,NHS Business Services Authority,06/09/2012,Internal Audit Fees,Corporate Services,PRICEWATERHOUSE COOPERS LLP,0080022367,"145,642.00",Internal Audit Fees,E14 9SQ
Departmen of Health,NHS Business Services Authority,06/09/2012,Consumables,Prescription Pricing Division,BANCTEC LTD,0080023092,"40,744.80",CARRIAGE OK REF HEATHER31 AUG,SL3 0HF
Departmen of Health,NHS Business Services Authority,07/09/2012,Estates,Corporate Services,INTEGRATED HEALTH PROJECTS,0080022937,"119,034.20",IHP CERT 11 PHASE 2 TASK 109,HP2 7TR
Departmen of Health,NHS Business Services Authority,07/09/2012,Service Charges General,Corporate Services,IBREND ESTATES BV,0080023109,"33,510.72",Service charge 29 Sep  24 Dec 12,HG1 1TS
Departmen of Health,NHS Business Services Authority,07/09/2012,Service Charges General,Corporate Services,IBREND ESTATES BV,0080023111,"33,510.72",Service charge 29 Sep  24 Dec 12,HG1 1TS
Departmen of Health,NHS Business Services Authority,07/09/2012,Statutory Payments,Statutory Payments,CABINET OFFICE: CIVIL SUPERANNUATION,0080023198,"67,709.28",DEDUCTIONS AUG 12,RG21 4HG
Departmen of Health,NHS Business Services Authority,07/09/2012,Pharmacy Contractors,Prescription Pricing Division,,,"231,545.46",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,10/09/2012,Furniture & Equiptment Capital,Corporate Services,FLEXIFORM,0080022318,"31,631.62",46x JSCRLFJOS,BD3 7AE
Departmen of Health,NHS Business Services Authority,10/09/2012,Furniture & Equiptment Capital,Corporate Services,FLEXIFORM,0080022546,"28,114.96",46x JSCRTLJOS,BD3 7AE
Departmen of Health,NHS Business Services Authority,10/09/2012,Service Charges General,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080023202,"76,019.36",QTR RENT IN ADV 3RD FLOOR SEPT DEC 12,HG1 1TS
Departmen of Health,NHS Business Services Authority,10/09/2012,Rent,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080023204,"76,019.36",QTR RENT IN ADV 4TH FLOOR SEPT DEC 13,HG1 1TS
Departmen of Health,NHS Business Services Authority,10/09/2012,Temporary Staff,Pensions Division,PAYMASTER (1836) LIMITED,0080023364,"89,192.00",XAFINITY PAYMASTER,RH10 1UH
