Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,01/11/2011,Telphone Charges,Pensions Division,PROLOG,0050020809,"110,941.50",SEPTEMBER 11,CO10 2XG
Departmen of Health,NHS Business Services Authority,01/11/2011,Furniture & Equiptment Capital,Corporate Services,INTEGRATED HEALTH PROJECTS,0080010856,"28,889.16",IHP Cert 23,HP2 7TR
Departmen of Health,NHS Business Services Authority,01/11/2011,Licences Capital,Prescription Pricing Division,IBM UK LTD,0080011134,"432,542.64",Part No. E029ELL - Annual Software,PO6 3AF
Departmen of Health,NHS Business Services Authority,01/11/2011,Dental Contractors,Dental Services Division,,,"167,663,337",Payments to Dental Contractors,
Departmen of Health,NHS Business Services Authority,01/11/2011,Pharmacy Contractors,Prescription Pricing Division,,,"793,556,243.07",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,03/11/2011,Statutory Payments,Statutory Payments,CABINET OFFICE: CIVIL SUPERANNUATION,0050020841,"76,057.86",MONTHLY PENSIONS CONTRIBUTIONS OCT 11,RG21 4HG
Departmen of Health,NHS Business Services Authority,03/11/2011,Envision Medical Fees,Pensions Division,PAYMASTER (1836) LIMITED,0050020842,"45,209.59",PASS THROUGH CHRGS SEPT,RH10 1UH
Departmen of Health,NHS Business Services Authority,04/11/2011,Pharmacy Contractors,Prescription Pricing Division,,,"654,111.54",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,07/11/2011,Courier Services,Dental Services Division,EXPRESS AND GLOBAL LTD,0050020889,"41,175.62",PENSIONS CHOICE OVERNIGHT,BN23 6NY
Departmen of Health,NHS Business Services Authority,07/11/2011,Professional Publications,Prescription Pricing Division,THE STATIONERY OFFICE,0080011387,"27,292.23",,NR3 1PD
Departmen of Health,NHS Business Services Authority,08/11/2011,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0080011388,"63,816.20",AC HWHC01,OL9 9QH
Departmen of Health,NHS Business Services Authority,10/11/2011,Professional Fees,Prescription Pricing Division,KCOM,0050020923,"26,941.51",AUG 11,WF2 0UG
Departmen of Health,NHS Business Services Authority,10/11/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050020927,"33,068.46",OCTOBER A/C 0912819049,PE4 5BR
Departmen of Health,NHS Business Services Authority,10/11/2011,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050020945,"1,203,116.00",DENTAL CONTRACT MANAGEMENT,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/11/2011,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050020947,"1,041,687.00",MITI INVOICE ROUNDING,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/11/2011,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050020949,"141,881.00",PASS THROUGH CHRGS OCT2011,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/11/2011,IT,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0050020950,"193,381.00",DENTAL PIOTS SEPT2011,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/11/2011,Temporary Staff,Dental Services Division,COMENSURA LTD,0050020951,425.94,Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,10/11/2011,Temporary Staff,Pensions Division,COMENSURA LTD,0050020951,"11,581.76",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,10/11/2011,Travel,Prescription Pricing Division,COMENSURA LTD,0050020951,"15,034.79",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,10/11/2011,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050020952,"35,748.67",PATIENT CHRG DEBT COLL-AUG2011,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/11/2011,Internal Audit Fees,Corporate Services,PRICEWATERHOUSE COOPERS LLP,0080011427,"133,955.00",PwC IA fees April  Sept,E14 9SQ
Departmen of Health,NHS Business Services Authority,15/11/2011,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,0050020967,"33,192.23",VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,15/11/2011,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050020967,331.92,VOUCHERS,SW1V 2RS
