Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Department of Health,NHS Business Services Authority,15/04/2015,Statutory Payments,Corporate Services,HMRC,,"1,223,892.55",NI & TAX,
Department of Health,NHS Business Services Authority,15/04/2015,Statutory Payments,Corporate Services,HMRC,,"896,003.09",PENSIONS,
Department of Health,NHS Business Services Authority,01/05/2015,Pharmacy Contractors,Prescription Pricing ,,,"102,567,579.00",Payments to Pharmacy Contractors,
Department of Health,NHS Business Services Authority,01/05/2015,Dental Contractors,Dental Services ,,,"183,170,842.00",Payments to Dental Contractors,
Department of Health,NHS Business Services Authority,01/05/2015,Pharmacy Contractors,Prescription Pricing ,,,"715,744,381.72",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,06/05/2015,Boardpads,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080056995,"100,682.01",BOARD PAD LICENCES 1214 & 1415,DL1 9HN
Departmen of Health,NHS Business Services Authority,06/05/2015,Dilapidations,NHS Protect,SAVILLS COMMERCIAL LTD,0080057980,"50,000.00",Coventry point dilapidations,M2 4AW
Departmen of Health,NHS Business Services Authority,07/05/2015,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050030547,"25,962.00",RATES STELLA HOUSE,NE99 2PT
Departmen of Health,NHS Business Services Authority,07/05/2015,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050030548,"37,468.00",RATES BRIDGE HOUSE MAY 15,NE99 2PT
Department of Health,NHS Business Services Authority,07/05/2015,Pharmacy Contractors,Prescription Pricing ,,,"44,345.91",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,08/05/2015,Temporary Staff,Unclassified,REDFERN TRAVEL,0050030545,"81,512.95",TRAVEL APRIL 15,BD1 3AZ
Departmen of Health,NHS Business Services Authority,08/05/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080058424,"180,749.15",A/C 0912819049,S49 1HQ
Departmen of Health,NHS Business Services Authority,08/05/2015,Temporary Staff,Prescription Pricing Division,BROOK STREET (UK) LTD,0080058525,"33,610.92",J HENDERSON W/E 17.04.15 SPEC RATE,AL1 4ZX
Departmen of Health,NHS Business Services Authority,08/05/2015,Printing Charges (External),Prescription Pricing Division,THAMES CARD TECHNOLOGY LTD,0080058566,"24,572.32",Tax credit card supply April 2015,SS6 7UQ
Departmen of Health,NHS Business Services Authority,08/05/2015,External Audit Fees,Corporate Services,DEPARTMENT OF HEALTH,0080058636,"136,322.09",9.83 days 14-15 NHS BSA Planning &,LS2 7UE
Departmen of Health,NHS Business Services Authority,08/05/2015,Temporary Staff,Pensions Division,PAYMASTER (1836) LTD,0080058744,"77,028.80",Equiniti Paymaster 2015 Scheme Hutton IT,RH10 1UH
Departmen of Health,NHS Business Services Authority,08/05/2015,Temporary Staff,Pensions Division,PAYMASTER (1836) LTD,0080058748,"30,600.00",Equiniti Paymaster 2015 Scheme Hutton IT,RH10 1UH
Department of Health,NHS Business Services Authority,11/05/2015,Pharmacy Contractors,Prescription Pricing ,,,"215,579.21",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,12/05/2015,Temporary Staff,Pensions Division,ACUITY BUSINESS SOLUTIONS LTD,0080058202,"61,877.15",Retrospective PO: Provision of,EX2 8LB
Departmen of Health,NHS Business Services Authority,12/05/2015,Temporary Staff,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080058758,"85,130.05",Desktop Engineer - Analyst,DL1 9HN
Departmen of Health,NHS Business Services Authority,12/05/2015,Transport Capital,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080058759,"43,766.75",18 MFD's Moved,DL1 9HN
Departmen of Health,NHS Business Services Authority,15/05/2015,Temporary Staff,Pensions Division,SAPIENT LIMITED,0080057634,"44,019.19",NHS Pension 2015 Scheme Implementation.,E1 6DX
Departmen of Health,NHS Business Services Authority,15/05/2015,IT,Pensions Division,SAPIENT LIMITED,0080057636,"103,634.40",Development of a suite of NHS Pensions,E1 6DX
Departmen of Health,NHS Business Services Authority,15/05/2015,Envision Payroll,Pensions Division,PAYMASTER (1836) LTD,0080058506,"43,127.14",CONTRACT ADJUSTMENT MARCH2015,RH10 1UH
Departmen of Health,NHS Business Services Authority,15/05/2015,Storage Costs,Prescription Pricing Division,RESTORE PLC,0080058763,"21,847.36",STORAGE ARCHIVEDELIVERY MARCH 15,RH1 5DY
Departmen of Health,NHS Business Services Authority,15/05/2015,IBM Maintenance Contract,Prescription Pricing Division,COMPUTACENTER (UK) LTD,0080058826,"528,457.44",Part Number: E04NFLL - IBM Security,AL10 9TW
Departmen of Health,NHS Business Services Authority,15/05/2015,IT Hardware Purchase Capital,Pensions Division,PAYMASTER (1836) LTD,0080058863,"51,296.07",Equiniti Paymaster Implementation of a,RH10 1UH
Departmen of Health,NHS Business Services Authority,15/05/2015,Stationary Charges,NHS Protect,WALKGROVE LIMITED,0080058928,"23,200.00",NHS PROTECT REQUIRE,DE55 2DS
Departmen of Health,NHS Business Services Authority,20/05/2015,Ex Gratia Payments,Pensions Division,DAVID JACKSON,0050030576,"36,553.97",EX GRATIA  DAVID JACKSON,SY67 7AW
Departmen of Health,NHS Business Services Authority,20/05/2015,Printing Charges (External),Prescription Pricing Division,THAMES CARD TECHNOLOGY LTD,0080058565,"27,471.32",EXCESS PO 14394,SS6 7UQ
Departmen of Health,NHS Business Services Authority,20/05/2015,Temporary Staff,Prescription Pricing Division,BROOK STREET (UK) LTD,0080058739,"31,534.20",W HANNAH W/E 24/04/15 O/TIME,AL1 4ZX
Departmen of Health,NHS Business Services Authority,20/05/2015,Printing Charges (External),Prescription Pricing Division,CPI CARD GROUP - PETERSFIELD LIMITED,0080058937,"31,234.44",NHS CARDS 210415270415Ehic,GU32 3AL
Departmen of Health,NHS Business Services Authority,22/05/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080058705,"346,318.41",AC 0912819049TC postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,22/05/2015,Printing Charges (External),Prescription Pricing Division,CPI CARD GROUP - PETERSFIELD LIMITED,0080058940,"106,908.34",NHS CARDS 140415200415ehic,GU32 3AL
Departmen of Health,NHS Business Services Authority,22/05/2015,Minor Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080059019,"749,513.31",Integrated Health Projects,HP2 7TR
Departmen of Health,NHS Business Services Authority,22/05/2015,Building Works,Prescription Pricing Division,INTEGRATED HEALTH PROJECTS,0080059019,"6,738.22",MW 4.38 PMI 051 and 052 HH Social,HP2 7TR
Departmen of Health,NHS Business Services Authority,22/05/2015,Consultants,Project Pacific,INTEGRATED HEALTH PROJECTS,0080059019,"1,297.37",7th floor building works,HP2 7TR
Departmen of Health,NHS Business Services Authority,22/05/2015,Professional Fees,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080059053,"4,488.37",+,DL1 9HN
Departmen of Health,NHS Business Services Authority,22/05/2015,Professional Fees,NHS Protect,CAPITA BUSINESS SERVICES LTD,0080059053,"2,035.89",To configure an agent handler in the,DL1 9HN
Departmen of Health,NHS Business Services Authority,22/05/2015,Temporary Staff,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080059053,"21,349.09",Network Engineer to urgently raise and,DL1 9HN
Departmen of Health,NHS Business Services Authority,22/05/2015,Professional Fees,Supply Chain Management Division,CAPITA BUSINESS SERVICES LTD,0080059053,"1,879.62",Two network engineer days required to,DL1 9HN
Department of Health,NHS Business Services Authority,22/05/2015,Pharmacy Contractors,Prescription Pricing ,,,"6,057.30",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,26/05/2015,Redundancy,Prescription Pricing Division,NHS PENSIONS,0080059213,"195,333.14",B ALEXANDER DOP 01/04/15,FY7 8LG
Departmen of Health,NHS Business Services Authority,28/05/2015,Envision Retained Services,Pensions Division,PAYMASTER (1836) LTD,0050030656,"909,069.75",CHARGES MAY 15,RH10 1UH
Departmen of Health,NHS Business Services Authority,29/05/2015,Temporary Staff,Prescription Pricing Division,BROOK STREET (UK) LTD,0080059135,"33,253.51",H BAKER W/E 01.05.15,AL1 4ZX
Departmen of Health,NHS Business Services Authority,29/05/2015,Service Charges General,Corporate Services,IBREND ESTATES BV,0080059294,"31,592.71",SC 5F 24 Jun  28 Sep 15,HG1 1TS
Departmen of Health,NHS Business Services Authority,29/05/2015,Rent,Corporate Services,IBREND ESTATES BV,0080059296,"31,592.71",Rent 4F 24 Jun  28 Sep 15,HG1 1TS
Departmen of Health,NHS Business Services Authority,29/05/2015,Statutory Payments,Statutory Payments,CABINET OFFICE CIVIL SERVICE PENSIONS,0080059380,"76,215.80",DEDUCTIONS MAY 15,RG24 9NW
Departmen of Health,NHS Business Services Authority,29/05/2015,Temporary Staff,Pensions Division,SAPIENT LIMITED,0080059388,"34,861.20",Provision of transition and,E1 6DX
Department of Health,NHS Business Services Authority,29/05/2015,Pharmacy Contractors,Prescription Pricing ,,,"7,225,913.13",Payments to Pharmacy Contractors,
