Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/04/2014,Computer Hardware,Business Support Directorate,Computacenter (UK) ltd,3880086975,241176.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/04/2014,Office Equipment,Business Support Directorate,Kelway (UK) Ltd,PSINV01132875,15842.57,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/04/2014,Salaries,Business Support Directorate,Companies House,S0001167392,3368.33,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,713926,86.39,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Copyright and IP Enforcement Directorate,Acorn Recruitment Ltd,715515,112.81,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,717215,183.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,714663,194.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/04/2014,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1004259435,234.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,715523,249.91,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,716378,249.91,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,717214,276.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2014,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,717219,279.82,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,717213,291.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,717217,304.13,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,714662,330.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,713722,388.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,717216,400.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,714665,407.81,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,717212,407.81,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,714664,414.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,716371,414.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,716377,414.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,716373,421.63,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,716370,433.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,715518,435.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,715524,435.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,716376,440.16,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2014,Agency Staff,Central Support,Acorn Recruitment Ltd,717218,441.01,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,717207,441.02,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/04/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5616500,447.55,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,717208,452.04,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2014,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,714667,455.88,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,716379,456.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/04/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5622852,461.05,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,714661,465.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,715521,477.89,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/04/2014,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,716381,477.89,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/04/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,713720,486.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/04/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,714660,486.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,716375,486.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,715527,506.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,714658,508.03,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,715525,508.03,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/04/2014,Agency Staff,Central Support,Acorn Recruitment Ltd,714666,510.83,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,716374,511.49,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,714659,518.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,715519,518.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,716372,521.86,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,714657,525.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,715517,525.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/04/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5623635,527.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,714656,539.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,715516,542.59,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/04/2014,Agency Staff,Central Support,Acorn Recruitment Ltd,716380,543.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,715514,543.91,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Central Support,Acorn Recruitment Ltd,715526,543.91,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,715513,551.27,Not applicable,
