Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/07/2012,Software Development,Trade Marks Directorate,Sword,SWP/BRE/F1207212,20361.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,641122,104.11,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,641952,173.52,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,642777,173.52,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,642783,178.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,639492,198.37,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,641117,208.22,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,641118,208.22,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,641126,208.22,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,640311,226.37,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,641139,250.26,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,640299,270.28,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,641120,270.29,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,641121,270.29,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,641951,270.29,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,640310,289.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,641116,292.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,638698,308.11,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,639486,317.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,642772,318.12,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,642786,329.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,640312,334.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,642780,334.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,639490,337.57,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,641969,347.04,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,641955,349.21,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,639494,355.27,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,641127,360.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,642775,360.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,641962,373.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,641132,380.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,641968,383.57,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,641133,396.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,641963,396.74,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,638696,400.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,641950,402.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,641119,409.31,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,640304,410.32,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,641125,410.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,640308,419.04,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,641130,419.05,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,639495,424.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,638705,428.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,639500,428.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,640318,428.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,641140,428.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,641135,430.91,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,641947,433.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,641948,433.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,641956,433.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,642771,433.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,642781,433.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,639499,436.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,640317,436.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,640313,436.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,642784,438.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,639496,439.58,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,638701,441.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,639497,441.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,640314,441.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,641136,441.34,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/07/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,641966,441.34,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,639488,447.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,639489,447.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,639491,447.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,640306,447.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,640307,447.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,640309,447.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,641128,447.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,641958,447.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,641961,447.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,641959,447.31,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,642787,447.31,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,641129,447.32,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,641131,447.32,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/07/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,641965,447.78,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,639483,450.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,639485,450.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,639487,450.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,640300,450.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,640301,450.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,640303,450.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,640305,450.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,641124,450.48,Not applicable,
