Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,20/12/2012,Marketing and Publicity ,Innovation Directorate,Outsourced BK,1,468,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/12/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,0010062CRD,-347.04,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659171,170.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,659185,186.73,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/12/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,659179,192.07,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/12/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,657580,219.79,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657601,222.65,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657593,252.64,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659181,261.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/12/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,659168,276.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,659190,281.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/12/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5389733,284.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,658383,300.43,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657583,307.27,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,658379,324.34,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657585,327.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/12/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,658371,329.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,658376,348.24,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,658381,377.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,659175,377.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657588,378.96,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,657598,384.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659183,384.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,659184,384.14,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659187,405.79,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659182,409.37,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,658384,413.1,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657600,413.22,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,658393,416.15,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,658390,416.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,658375,419.05,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,657592,421.96,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/12/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,656008,422.23,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,658377,423.76,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657584,436.5,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657602,436.5,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,658386,436.5,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,20/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659180,436.5,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,658388,442.32,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657603,446.95,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,20/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659170,450.04,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,20/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659186,452.74,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,07/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657596,466.84,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,07/12/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,657582,471.6,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,07/12/2012,Agency Staff,Copyright and IP Enforcement Directorate,Acorn Recruitment Ltd,657587,471.6,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,658373,471.6,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,21/12/2012,Agency Staff,Copyright and IP Enforcement Directorate,Acorn Recruitment Ltd,659172,471.6,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,07/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,657590,473.75,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,07/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,657605,473.77,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,658395,473.77,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,657595,477.24,Not applicable
