Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/02/2013,Online Bureau Charges,Patents Directorate,Elsevier BV,SD162460CN,-11396.61,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/02/2013,Non - IT Contractors,Copyright and IP Enforcement Directorate,Interel Consulting UK,50332,-7186.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/02/2013,Non - IT Contractors,Copyright and IP Enforcement Directorate,Interel Consulting UK,50336,-4813.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/02/2013,Non - IT Contractors,Copyright and IP Enforcement Directorate,Interel Consulting UK,50334,-4808.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/02/2013,Non - IT Contractors,Copyright and IP Enforcement Directorate,Interel Consulting UK,50333,-4165.03,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/02/2013,Computer hardware and software,Business Support Directorate,VeriSign Sarl,5270002694CN,-3130.15,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/02/2013,Minor Buiding Works &Maintenance,IMPROVE Project,Clement Walker Electrical & Mechanical Solutions,IPO3218,-2016.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/02/2013,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,925289-007-15/02/13,-1639.35,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/02/2013,Training,Business Support Directorate,Evac+Chair International Ltd,CRE15486,-960.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/02/2013,Fuel &Utilities,Business Support Directorate,Corona Energy,7411689,-863.88,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/02/2013,Fuel &Utilities,Business Support Directorate,Corona Energy,7410489,-836.01,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/02/2013,Fuel &Utilities,Business Support Directorate,Corona Energy,7413749,-836.01,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/02/2013,IT Contractors,Business Support Directorate,Vodafone Corporate Ltd,C551379,-707.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/02/2013,Travel and subsistence Overseas,Innovation Directorate,Carlson Wagonlit,4664614,-593.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/02/2013,Minor Buiding Works &Maintenance,Business Support Directorate,ZIP Heaters (UK) Ltd,288580CRED,-552.63,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/02/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4641252,-444.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/02/2013,Courier service,Business Support Directorate,DHL International (UK) Ltd,108315,-436.00,Not applicable,
