Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2014,Computer Hardware,Business Support Directorate,Kelway (UK) Ltd,PSINV01227276,8196.06,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2014,Agency Staff,Business Support Directorate,Brook Street (UK) Ltd,30610716,378.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2014,Agency Staff,International Policy Directorate,Brook Street (UK) Ltd,30610716,406.22,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2014,Agency Staff,"People, Property and Services Directorate",Brook Street (UK) Ltd,30610716,408.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2014,Agency Staff,Central Support,Brook Street (UK) Ltd,30610716,419.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/09/2014,Agency Staff,"People, Property and Services Directorate",Brook Street (UK) Ltd,30599419,430.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2014,Agency Staff,Patents Directorate,Brook Street (UK) Ltd,30610716,430.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2014,Agency Staff,"People, Property and Services Directorate",Hays Specialist Recruitment,1004680958,450.28,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2014,Agency Staff,"People, Property and Services Directorate",Hays Specialist Recruitment,1004641860,486.97,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2014,Agency Staff,International Policy Directorate,Brook Street (UK) Ltd,30610717,505.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/09/2014,Agency Staff,Business Support Directorate,Brook Street (UK) Ltd,30599419,515.35,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/09/2014,Agency Staff,Central Support,Brook Street (UK) Ltd,30599419,530.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/09/2014,Agency Staff,International Policy Directorate,Brook Street (UK) Ltd,30599419,536.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/09/2014,Agency Staff,Patents Directorate,Brook Street (UK) Ltd,30599419,537.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/09/2014,Agency Staff,International Policy Directorate,Brook Street (UK) Ltd,30599420,560.33,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2014,Agency Staff,"People, Property and Services Directorate",Brook Street (UK) Ltd,30610716,768.17,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2014,Agency Staff,Trade Marks Directorate,Brook Street (UK) Ltd,30610716,843.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5694458,885.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5697725,917.41,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/09/2014,Agency Staff,"People, Property and Services Directorate",Brook Street (UK) Ltd,30599419,1018.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/09/2014,Agency Staff,Trade Marks Directorate,Brook Street (UK) Ltd,30599419,1209.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5698643,2400.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5695666,2400.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/09/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5691027,3000.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/09/2014,Training,Innovation Directorate,Capita Business Services  Ltd,X47232,29.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2014,Training,"People, Property and Services Directorate",Teamworks,2274-14-IPO-SUP-8-14,67.50,Not applicable,
