Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/10/2013,Computer Hardware,Business Support Directorate,XMA Ltd,T936200,11716.27,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/10/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003643427,3.22,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/10/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003643428,5.83,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/10/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003642949,15.34,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/10/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003642953,37.81,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/10/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003642952,48.04,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/10/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003642951,49.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/10/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003642950,50.03,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/10/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,692288,84.52,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/10/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,00691173 A,107.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/10/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,693935,161.59,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/10/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,692046,192.06,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,693061,193.91,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/10/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,693937,204.85,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,694786,208.07,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/10/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,694788,208.28,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,693062,211.87,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/10/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,692049,244.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/10/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,694784,276.67,Not applicable,
