Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,19/03/2012,Research Projects,Innovation Directorate,C Helmers,#1,3250.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/03/2012,Computer Hardware,Business Support Directorate,Barron McCann Technology Ltd,TV108032,7350.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/03/2012,Computer Capital,Patents Directorate,Probrand Ltd,OP/I375466,20322.53,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/03/2012,Computer Capital,Patents Directorate,Probrand Ltd,OP/I375466,40645.08,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/03/2012,Software Development,Trade Marks Directorate,Sword,SWP/BRE/F1202042,6787.15,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/03/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,628473,257.81,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/03/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,625465,270.28,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/03/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,625463,282.96,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/03/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,625460,325.20,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/03/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,626949,333.34,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/03/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,627706,345.35,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/03/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,627703,347.04,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/03/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,626207,349.20,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/03/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,625464,360.36,Not applicable
