Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/01/2014,Computer Hardware,Business Support Directorate,Computacenter (UK) ltd,3805327311,25199.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/01/2014,Software Development,Trade Marks Directorate,European Dynamics,13972,15650.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,703519,82.57,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,704641,110.26,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,703936,132.84,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,703935,136.08,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,702568,146.88,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,703937,152.06,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,703934,162.43,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/01/2014,Agency Staff,Central Support,Acorn Recruitment Ltd,703938,191.11,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,703930,193.54,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,703354,194.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,703931,200.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,706159,209.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,704642,224.64,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,695652,229.84,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,703352,233.28,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/01/2014,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003924619,242.64,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,703928,264.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,704644,268.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,705393,271.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,703929,285.12,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,704640,285.12,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,703933,291.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,705390,291.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,703932,293.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,702570,307.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,705386,331.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,706152,331.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/01/2014,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003924620,333.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,704646,342.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,702571,347.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,695653,355.04,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,706153,362.88,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,704635,364.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,704638,380.16,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,702572,380.17,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,704636,382.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2014,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,702561,384.86,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/01/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,695654,385.79,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,704643,388.80,Not applicable,
