Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department for Business Innovation and Skills,Intellectual Property Office,11/07/2011,Computer Hardware,Business Support Directorate,Secure IT Environments Ltd,4092,3933.60,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/07/2011,Office Equipment,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M109510,9387.60,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/07/2011,Office Equipment,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M109207,14076.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/07/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,596646,391.24,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/07/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,599596,408.25,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/07/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,594640,430.92,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/07/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,597644,669.06,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,593647,1185.04,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/07/2011,Training,Finance Directorate,Association for Project Management,21853,624.99,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Business Support Directorate,Barron McCann Technology Ltd,TV107705,4100.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/07/2011,Training,Copyright and IP Enforcement Directorate,Bespoke Speechwriting Services Ltd,273,4000.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/07/2011,Training,Business Support Directorate,British Computer Society,1325169,90.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-513,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-513,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-513,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-513,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-513,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-516,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-516,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-516,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-516,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-516,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-515,146.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-515,146.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-515,147.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-515,147.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-513,160.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-514,160.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-514,160.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-514,160.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-514,160.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-516,160.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-513,240.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-516,240.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-515,292.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-515,292.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-513,320.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-514,320.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-514,320.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-516,320.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-513,480.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-516,480.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-515,584.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-514,645.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/07/2011,Training,Patents Directorate,Chartered Institute of Patent Attorneys,51994,30.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/07/2011,Training,Innovation Directorate,CIM Holdings Ltd,9296004,399.20,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/07/2011,Training,Innovation Directorate,CIM Holdings Ltd,9296003,499.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/07/2011,Training,Business Support Directorate,Cimtech Ltd,26370,228.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/07/2011,Training,Business Support Directorate,Cimtech Ltd,26372,456.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/07/2011,Training,Patents Directorate,City & Guilds Institute,801889572,21.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2011,Training,Patents Directorate,Personal expenses name witheld,50198,400.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/07/2011,Training,Business Support Directorate,Dod's Parliamentary Communications,PK051462,295.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/07/2011,Training,Business Support Directorate,Fire Protection Association,7985,1024.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2011,Training,Copyright and IP Enforcement Directorate,Group K Broadcasting Ltd,2040,4500.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/07/2011,Training,Trade Marks Directorate,IIR Limited,45180598,799.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/07/2011,Training,Chief Executive's Office,Inspirevolve Ltd,863,4161.04,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/07/2011,Training,International Policy Directorate,L Purrini,IPO/FRE/SH/LPU/2011-03A,525.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/07/2011,Training,International Policy Directorate,L Purrini,IPO/FRE/SH/LPU/2011-04,574.00,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2011,Training,Innovation Directorate,MTD Training Ltd,4121,594.00,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2011,Training,Copyright and IP Enforcement Directorate,National School of Government,F448496,400.00,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/07/2011,Training,Business Support Directorate,Premier Partnership,4911,2569.80,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2011,Training,Business Support Directorate,QA Ltd,IBN100317,332.00,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2011,Training,Business Support Directorate,QA Ltd,IBN100316,675.00,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/07/2011,Training,Business Support Directorate,Skybridge Group plc,2000270,418.80,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,05/07/2011,Training,Business Support Directorate,Teamworks,1454/11/PatentsOffice/SUP/6-11,67.50,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2011,Training,Business Support Directorate,Teamworks,1478/11/PatentsOffice/SUP/7-11,67.50,Not applicable
