Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department for Business Innovation and Skills,Intellectual Property Office,14/09/2011,Research Projects,Innovation Directorate,C Helmers,#2,4950.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/09/2011,Office Equipment,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M109996,21031.20,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/09/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,605309,430.92,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/09/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,603424,680.40,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,606279,697.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/09/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,604374,952.56,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,607252,1219.06,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/09/2011,Training,International Policy Directorate,A Ilieva,40787,29.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2011,Training,Business Support Directorate,Business Language Services Ltd,10930,33.50,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2011,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,10925,53.04,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2011,Training,Patents Directorate,Business Language Services Ltd,10928,55.83,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2011,Training,Patents Directorate,Business Language Services Ltd,10929,55.83,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2011,Training,Business Support Directorate,Personal expenses name witheld,50540,57.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2011,Training,Business Support Directorate,Personal expenses name witheld,50606,57.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/09/2011,Training,Business Support Directorate,Teamworks,1502/11/PatentsOffice/SIP/8-11,67.50,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/09/2011,Training,Finance Directorate,Personal expenses name witheld,50511,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2011,Training,Finance Directorate,Personal expenses name witheld,50527,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2011,Training,Patents Directorate,Business Language Services Ltd,10922,112.50,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2011,Training,Business Support Directorate,Personal expenses name witheld,50539,114.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2011,Training,Patents Directorate,Business Language Services Ltd,10876,142.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2011,Training,Business Support Directorate,Business Language Services Ltd,10920,150.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2011,Training,International Policy Directorate,Business Language Services Ltd,10876,150.75,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2011,Training,Patents Directorate,Business Language Services Ltd,10930,231.33,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/09/2011,Training,Innovation Directorate,AURIL,1751,395.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2011,Training,Patents Directorate,National School of Government,F449121,400.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2011,Training,Finance Directorate,JML Training & Consultation,JM01631,808.65,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2011,Training,Business Support Directorate,Unicom Seminars Ltd,11156,850.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2011,Training,Trade Marks Directorate,Business Language Services Ltd,10876,1012.50,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,30/09/2011,Training,International Policy Directorate,National School of Government,F449373,1180.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2011,Training,Finance Directorate,Coleg Gwent,INV74769,1404.00,Not applicable
