Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/04/2012,IT Contractors,Trade Marks Directorate,Capgemini UK Plc,2.60201E+13,-5334.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,30/03/12 UNBILLED INVOICES,-3340.13,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/04/2012,Computer hardware and software,Business Support Directorate,QED IS Consulting Ltd,4220CN,-1699.86,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2012,IT Contractors,Trade Marks Directorate,LA International Computer Consultants Ltd,LA194130,-1346.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2012,Other,Business Support Directorate,Marsh Ltd,F14480/2/001CN,-1060.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/04/2012,Computer hardware and software,Business Support Directorate,Getronics UK Ltd,282009949,-972.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2012,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M112259C,-669.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/04/2012,Computer hardware and software,Business Support Directorate,DSG Retail Ltd,5259143,-599.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2012,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M112263C,-595.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2012,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M112265C,-446.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2012,Training,Business Support Directorate,British Red Cross,C421759,-407.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2012,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M112267C,-372.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2012,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M112268C,-372.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/04/2012,Books  Newspapers & Publications,Patents Directorate,Thomson Reuters (Professional) Ltd,880156534,-250.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence Overseas,International Policy Directorate,Carlson Wagonlit,4726249,-236.51,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,4722182,-220.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,1257333,-183.16,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,1260378,-180.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence Overseas,International Policy Directorate,Carlson Wagonlit,4721606,-169.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence Overseas,Patents Directorate,Carlson Wagonlit,4730126,-163.83,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2012,Minor Buiding Works &Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M112260C,-148.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1257392,-89.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1260555,-89.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1249817,-80.63,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1257389,-80.63,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,1247440,-75.64,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,1261233,-74.64,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1241244,-65.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1260372,-65.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2012,Training,Business Support Directorate,British Red Cross,C421762,-60.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,1261221,-58.21,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence Overseas,Innovation Directorate,Carlson Wagonlit,4726737,-50.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1260313,-32.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,1257327,-28.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/04/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1247432,-22.35,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/04/2012,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF399550,1.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/04/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER31736,2.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/04/2012,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),10867,6.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/04/2012,Travel and subsistence UK,Innovation Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),10867,6.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/04/2012,Travel and subsistence UK,Finance Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),10867,6.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/04/2012,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),10867,6.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/04/2012,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),10867,6.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/04/2012,Travel and subsistence UK,IMPROVE Project,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),10867,6.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/04/2012,Van Delivery Service,Business Support Directorate,Allstar Business Solutions Ltd,1018255606,6.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2012,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER32156,7.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/04/2012,Travel and subsistence Overseas,Central Support,Personal expenses name witheld,ER32136,8.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/04/2012,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER30275,8.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/04/2012,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER31076,9.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/04/2012,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER25812,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/04/2012,Travel and subsistence UK,#N/A,Personal expenses name witheld,ER29493,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/04/2012,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER30535,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/04/2012,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER31437,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/04/2012,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER32056,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/04/2012,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER32077,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/04/2012,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER32097,9.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2012,Office Cleaning,Business Support Directorate,Biffa Waste Services Ltd,247C69494,10.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/04/2012,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER29418,11.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2012,Travel and subsistence UK,Finance Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),10867,12.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2012,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),10867,12.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2012,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER30475,12.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/04/2012,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER29034,12.75,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2012,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER30754,12.75,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2012,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER32396,13.30,Not applicable,
