Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department for Business Innovation and Skills,Intellectual Property Office,04/08/2011,Travel and subsistence Overseas,Patents Directorate,JK ExecutiveTravel,29,35.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/08/2011,Training,Business Support Directorate,Business Language Services Ltd,10886,26.80,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2011,Training,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00595140,39.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/08/2011,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,10880,44.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2011,Training,Patents Directorate,Business Language Services Ltd,10884,44.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/08/2011,Training,Patents Directorate,Business Language Services Ltd,10885,44.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2011,Training,Innovation Directorate,Personal expenses name witheld,50390,49.80,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2011,Training,Innovation Directorate,Business Language Services Ltd,10777,55.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2011,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,10777,55.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2011,Training,Business Support Directorate,Business Language Services Ltd,10777,55.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2011,Training,Business Support Directorate,Business Language Services Ltd,10777,55.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2011,Training,Patents Directorate,Business Language Services Ltd,10777,55.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2011,Training,Patents Directorate,Business Language Services Ltd,10777,55.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2011,Training,Trade Marks Directorate,Business Language Services Ltd,10777,55.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2011,Training,Trade Marks Directorate,Business Language Services Ltd,10777,55.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/08/2011,Training,Innovation Directorate,Business Language Services Ltd,10883,67.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/08/2011,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,10882,71.47,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2011,Training,Trade Marks Directorate,Palladium Training & Consultancy,181-11,86.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2011,Training,Trade Marks Directorate,Palladium Training & Consultancy,181-11,86.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-517,87.45,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-517,87.45,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-517,87.45,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-517,87.55,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-517,87.55,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2011,Training,Business Support Directorate,Business Language Services Ltd,10777,111.44,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2011,Training,Trade Marks Directorate,Business Language Services Ltd,10777,111.44,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-518,145.76,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-518,145.83,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-518,145.85,Not applicable
