Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/05/2014,Travel and subsistence UK,Business Support Directorate,Cineworld Tel Vou,H57720140531rgfxjksmv,30.62,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/05/2014,Other Stationery & General Supplies,Finance Directorate,Buyabattery Co Uk,H57720140531qnslxkqkj,19.07,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/05/2014,Training,Business Support Directorate,Asda Superstore 4928,H57720140531quytennto,18.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/05/2014,Overseas Patent Specifications,Patents Directorate,Aacr Journals,H57720140531shylchhxn,21.59,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/05/2014,Telephone Rentals and Call Charges,Business Support Directorate,Www.Zen.Co.Uk,H57720140531gxjavmpad,3289.56,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Hrg UK Inm165513153,H57720140531xchrrlmki,14.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2014,Training,Finance Directorate,Www.Cips.Org,H57720140530whuwxypsj,91.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2014,Training,Finance Directorate,Www.Cips.Org,H57720140530quxsvplnh,91.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Hrg UK Inm165512571,H57720140530budwzbqtp,14.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,H57720140530hqccohjzs,72.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Hrg UK Inm165512572,H57720140530qjiuwsbun,14.83,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Office Supplies,Business Support Directorate,Key Industrial Equipment,H57720140530pkbzkgmag,110.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2014,Computer hardware and software,Business Support Directorate,Amazon Eu,H57720140530hozevgfmx,16.59,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2014,Other Stationery & General Supplies,Finance Directorate,Xma Ltd,H57720140530kzrugyurz,147.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2014,Research Projects,Copyright and IP Enforcement Directorate,Uk Shopping Mall Ltd,H57720140530ecqtdofib,95.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2014,Travel and subsistence UK,Business Support Directorate,Cineworld.Co.Uk,H57720140530wqhpbayxy,-10.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2014,Travel and subsistence UK,Business Support Directorate,Cineworld.Co.Uk,H57720140530rstfehqfs,10.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2014,Seminars and Conferences,Business Support Directorate,Www.Nextdaycoffee.Co.U,H57720140529jslvcsdfc,98.52,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2014,Other Stationery & General Supplies,Finance Directorate,Amazon *mktplce Eu-Uk,H57720140529cmugomlwc,5.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2014,Minor Buiding Works &Maintenance,Business Support Directorate,Sitr UK Ltd,H57720140529kqjrijlfl,768.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2014,Training,Patents Directorate,Civil Service Learning,H57720140529yqnyxfzhc,121.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2014,Office Supplies,Business Support Directorate,Amazon *mktplce Eu-Uk,H57720140529vlvqorhtd,69.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Hrg UK Inm165511624,H57720140529ifstwluvw,15.35,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Ryanair,H57720140528pdnyftzpq,81.59,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2014,Maintenance of computers,Business Support Directorate,2co*jce,H57720140528jroxpovcl,20.03,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2014,Maintenance of computers,Business Support Directorate,Paypal,H57720140527jxdpvdhgs,71.37,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2014,Books  Newspapers & Publications,Innovation Directorate,Amazon Eu,H57720140527pefvknflc,24.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2014,Other Stationery & General Supplies,Finance Directorate,Www.Caboodle.Co.Uk,H57720140527dcrpoxsxm,9.85,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Training,Patents Directorate,Civil Service Learning,H57720140527eksrqkyzc,-536.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Hrg UK Inm165510520,H57720140527vxgazbwdl,15.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Hrg UK Inm165510471,H57720140527qymchhbdw,15.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2014,Travel and subsistence UK,Trade Marks Directorate,Monarchgr,H57720140527svmunuscq,109.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,H57720140527cpmknljqv,170.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2014,Office Supplies,Business Support Directorate,Screwfix Direct,H57720140527gkkcgiaas,280.28,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2014,Entertainment,Business Support Directorate,Amazon Eu,H57720140527dzftnsxvu,8.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2014,Telephone Rentals and Call Charges,Business Support Directorate,Orange (A/pm/01),H57720140527revyyeelw,414.56,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Computer hardware and software,Business Support Directorate,Www.Rs100.Co.Uk,H57720140524rcqhwkcvu,214.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Computer hardware and software,Business Support Directorate,Argos Retail Group,H57720140524rtcassqvq,899.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Telephone Rentals and Call Charges,Business Support Directorate,Meetingzone Ltd,H57720140524dchdatjpf,242.33,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Marketing and Publicity ,Innovation Directorate,Paypal,H57720140524yovzyzqou,11.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Entertainment,Business Support Directorate,Amazon *mktplce Eu-Uk,H57720140524vyklpmqdl,21.23,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Other Stationery & General Supplies,Finance Directorate,Xma Ltd,H57720140524nohspnsjt,219.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Office Supplies,Business Support Directorate,Healthy Workstations Ltd,H57720140524ulimutglz,41.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Travel and subsistence Overseas,Business Support Directorate,Eurostar Internet,H57720140524wlluzexcf,93.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,H57720140524cejotshiv,144.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,H57720140524dannuqejt,19.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Training,Patents Directorate,Civil Service Learning,H57720140524vgdlcikpw,536.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,H57720140524ftxtfncnn,19.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Travel and subsistence Overseas,Business Support Directorate,Eurostar Internet,H57720140524nbkykukhd,164.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,H57720140524bqgtrrrxo,144.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Maintenance of computers,Business Support Directorate,Bt Consumer Shop,H57720140524hptksyfqz,150.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Maintenance of computers,Business Support Directorate,Bt Consumer Shop,H57720140524jhdhrvxsn,150.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Maintenance of computers,Business Support Directorate,Bt Consumer Shop,H57720140524mbqmoplqp,150.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Maintenance of computers,Business Support Directorate,Bt Consumer Shop,H57720140524sautxpjth,150.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Training,Business Support Directorate,Civil Service Learning,H57720140524fifsfaqrk,1552.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Eyecare,Business Support Directorate,Specsavers Corp Evouch,H57720140524vukrlxhbd,510.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Training,Business Support Directorate,Civil Service Learning,H57720140524ngpppsvfy,1552.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Minor Buiding Works &Maintenance,Business Support Directorate,Sig,H57720140524vytxywjnr,2806.27,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Minor Buiding Works &Maintenance,Business Support Directorate,Nwav.Co.Uk,H57720140524jzqpylmby,1392.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Minor Buiding Works &Maintenance,Business Support Directorate,Www.Officefurnitureonl,H57720140524ocymlemqr,1375.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2014,Minor Buiding Works &Maintenance,Business Support Directorate,Nwav.Co.Uk,H57720140524ukqhlwlbf,1521.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Office Supplies,Business Support Directorate,Www.Hfx.Co.Uk,H57720140523bfsdsknqq,199.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Maintenance of computers,Business Support Directorate,Www.Misco.Co.Uk,H57720140523mglsqjstn,276.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Entertainment,Business Support Directorate,Amazon *mktplce Eu-Uk,H57720140523fffajshtq,23.97,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Maintenance of computers,Business Support Directorate,Dell Product,H57720140523jhcmhbpex,114.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Entertainment,Business Support Directorate,Amazon *mktplce Eu-Uk,H57720140523mgkwogljo,3.04,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Entertainment,Business Support Directorate,Amazon *mktplce Eu-Uk,H57720140523wxmlycobi,7.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Marketing and Publicity ,Innovation Directorate,Www.Conceptfurniture.C,H57720140523wfyiwacse,344.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2014,Marketing and Publicity ,Business Support Directorate,Www.Coopelectrical,H57720140523rolkpxbwn,549.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2014,Entertainment,Innovation Directorate,Eb *exhibit At Sheffex,H57720140522ceojlqwbl,32.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2014,Telephone Rentals and Call Charges,Business Support Directorate,Amazon Eu,H57720140522sbtiqjdqx,25.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/05/2014,Telephone Rentals and Call Charges,Business Support Directorate,Rentals From 02,H57720140522ygtvyyqcd,3.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2014,Office Supplies,Business Support Directorate,Www.Officefurnitureonl,H57720140522eeehgooou,411.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2014,Maintenance of computers,Business Support Directorate,Www.Directluggage.,H57720140522bpzpgxkvl,25.16,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2014,Travel and subsistence UK,Business Support Directorate,Amazon Eu,H57720140522feleyyrvw,197.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2014,Furniture & Fittings,Central Support,Heathrow Express,H57720140522obonoxjri,42.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2014,Entertainment,Business Support Directorate,Blackcombe Distrib,H57720140522pkewbgcho,125.82,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2014,Entertainment,Central Support,Marksandspencer.Co,H57720140522xonulfhxv,42.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/05/2014,Other Stationery & General Supplies,Patents Directorate,Waitrose 217,H57720140521ffmebvtzs,10.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/05/2014,Training,Finance Directorate,Xma Ltd,H57720140521eyfhyspje,230.62,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/05/2014,Computer hardware and software,Trade Marks Directorate,Intellectual Prop. Ofc,H57720140521bdjsqhbwi,-170.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2014,Training,Business Support Directorate,Www.Batterystation.Co.,H57720140520ejyzpppnd,74.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2014,Office Supplies,Business Support Directorate,Hrg UK Inm165504333,H57720140520tkdkfyene,6.35,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2014,Travel and subsistence Overseas,Business Support Directorate,Healthy Workstations Ltd,H57720140520gyyfrgnkp,55.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2014,Travel and subsistence UK,Patents Directorate,Easyjet,H57720140520apgatllul,270.08,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2014,Training,Innovation Directorate,Hrg UK Inm165503296,H57720140520gqpbcaerv,14.81,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2014,Seminars and Conferences,Finance Directorate,Ugcs,H57720140520mnlxvrqxt,300.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2014,Training,Business Support Directorate,Amazon *mktplce Eu-Uk,H57720140517yhgphndvb,7.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2014,Training,Business Support Directorate,Amazon Eu,H57720140517wudpurexw,172.57,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2014,Training,Business Support Directorate,Amazon Eu,H57720140517netwhiswo,290.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2014,Office Supplies,Business Support Directorate,Amazon Eu,H57720140517ypllwioid,217.49,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2014,Travel and subsistence Overseas,Business Support Directorate,Www.Bhma.Co.Uk,H57720140517ejyfqvgmc,87.54,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2014,Training,Trade Marks Directorate,Cityjet Gbp,H57720140517cglypofdo,205.13,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2014,Office Supplies,Trade Marks Directorate,National Trust,H57720140517xedhgscue,90.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2014,Office Supplies,Business Support Directorate,Screwfix Direct,H57720140517ungplgdib,181.56,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2014,Minor Buiding Works &Maintenance,Business Support Directorate,Aspli Safety Equip,H57720140516gjmqujfkw,579.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2014,Training,Business Support Directorate,D Brash & Sons Ltd,H57720140516rnaopquqf,248.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2014,Training,Copyright and IP Enforcement Directorate,Eb *the Ipec Reflectio,H57720140516ytfxcowax,25.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/05/2014,Travel and subsistence UK,Innovation Directorate,Easyjet,H57720140516esmckltkw,79.54,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2014,Furniture & Fittings,Business Support Directorate,Hrg UK Inm130301126,H57720140516emfgmxcsz,5.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2014,Maintenance of computers,Business Support Directorate,Www.Cultfurniture.Com,H57720140516jviuthtvb,212.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/05/2014,Training,Business Support Directorate,Rakuten Play.Com,H57720140516kyslxxqmd,47.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/05/2014,Travel and subsistence Overseas,Business Support Directorate,Amazon Eu,H57720140515gsfbxcjxa,300.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/05/2014,Office Supplies,Patents Directorate,Heathrow Express,H57720140515rivdnfgxk,34.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Hrg UK Inm165499813,H57720140515xvuewbuii,16.22,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2014,Travel and subsistence Overseas,Trade Marks Directorate,Easyjet,H57720140515pcjepdrwi,224.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/05/2014,Computer hardware and software,Trade Marks Directorate,Bristol Airport Limite,H57720140515xiwzjtqrm,31.89,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/05/2014,Maintenance of computers,Business Support Directorate,Atlassian,H57720140514mxwfjsldl,1321.28,Not applicable,
