Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Transport,British Transport Police,03/09/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Airwave Solutions Limited,211759,120808.25
Department for Transport,British Transport Police,03/09/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Airwave Solutions Limited,212006,118112.58
Department for Transport,British Transport Police,03/09/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Airwave Solutions Limited,215191,270800.11
Department for Transport,British Transport Police,03/09/2010,BUILDING RENTAL,WW Police Station West Sector,BNP Paribas Real Estate Clients Account,220180,68135
Department for Transport,British Transport Police,03/09/2010,SERVICE CHARGES,WW Police Station West Sector,BNP Paribas Real Estate Clients Account,220180,19926.23
Department for Transport,British Transport Police,03/09/2010,BUILDING RENTAL,NW Area Command,BRUNTWOOD 2000 ALPHA PORTFOLIO LTD,219681,20627.5
Department for Transport,British Transport Police,03/09/2010,PARKING SPACE RENTAL,NW Area Command,BRUNTWOOD 2000 ALPHA PORTFOLIO LTD,219681,687.5
Department for Transport,British Transport Police,03/09/2010,SERVICE CHARGES,NW Area Command,BRUNTWOOD 2000 ALPHA PORTFOLIO LTD,219681,6637.91
Department for Transport,British Transport Police,03/09/2010,BUILDING RENTAL,NE Area Command,BRUNTWOOD 2000 ALPHA PORTFOLIO LTD,220123,43326.5
Department for Transport,British Transport Police,03/09/2010,SERVICE CHARGES,NE Area Command,BRUNTWOOD 2000 ALPHA PORTFOLIO LTD,220123,2858.49
Department for Transport,British Transport Police,03/09/2010,SERVICE CHARGES,NE Area Command,BRUNTWOOD 2000 ALPHA PORTFOLIO LTD,220123,12811.64
Department for Transport,British Transport Police,03/09/2010,BUILDING RENTAL,WW Police Station West Sector,LAMBERT SMITH HAMPTON,220292,-29867.4
Department for Transport,British Transport Police,03/09/2010,IT SOFTWARE MAINTENANCE,FIN FINANCE,NCC GROUP SECURE TEST LIMITED,217973,23760
Department for Transport,British Transport Police,03/09/2010,IT SOFTWARE MAINTENANCE,FIN FINANCE,NCC GROUP SECURE TEST LIMITED,219241,-23760
Department for Transport,British Transport Police,03/09/2010,BUILDING RENTAL,NW Police Station East Sector,NETWORK RAIL,219268,40781.25
Department for Transport,British Transport Police,03/09/2010,BUSINESS RATES,NW Police Station East Sector,NETWORK RAIL,219268,8381.25
Department for Transport,British Transport Police,03/09/2010,SERVICE CHARGES,NW Police Station East Sector,NETWORK RAIL,219268,38208.75
Department for Transport,British Transport Police,03/09/2010,PENSION EMPLOYER CONTS,FIN FINANCE,Railway Pensions Management Ltd,218673,5579.98
Department for Transport,British Transport Police,03/09/2010,RPS EMPLOYEE CONTRIBUTION,FORCE BALANCE SHEET (EXCL.FAR),Railway Pensions Management Ltd,218673,213407.68
Department for Transport,British Transport Police,03/09/2010,RPS EMPLOYER CONTRIBUTION,FORCE BALANCE SHEET (EXCL.FAR),Railway Pensions Management Ltd,218673,320016.97
Department for Transport,British Transport Police,03/09/2010,PENSION EMPLOYER CONTS,FIN FINANCE,Railway Pensions Management Ltd,218674,2773.68
Department for Transport,British Transport Police,03/09/2010,BTPSPF (OLD) EE,FORCE BALANCE SHEET (EXCL.FAR),Railway Pensions Management Ltd,218674,785552.57
Department for Transport,British Transport Police,03/09/2010,BTPSPF (OLD) ER,FORCE BALANCE SHEET (EXCL.FAR),Railway Pensions Management Ltd,218674,1178349.42
Department for Transport,British Transport Police,03/09/2010,BTPSPF (NEW) EE,FORCE BALANCE SHEET (EXCL.FAR),Railway Pensions Management Ltd,218675,163782.95
Department for Transport,British Transport Police,03/09/2010,BTPSPF (NEW) ER,FORCE BALANCE SHEET (EXCL.FAR),Railway Pensions Management Ltd,218675,327565.9
Department for Transport,British Transport Police,03/09/2010,SELF DEVELOPMENT - ALL STAFF,H.R TRAINING,SCOTTISH POLICE SERVICES AUTHORITY,220027,25000
Department for Transport,British Transport Police,03/09/2010,BUILDING RENTAL,WW Police Station West Sector,BRB (RESIDUARY) LTD,220271,33712.5
Department for Transport,British Transport Police,03/09/2010,SERVICE CHARGES,WW Police Station West Sector,BRB (RESIDUARY) LTD,220271,20942.5
Department for Transport,British Transport Police,10/09/2010,FUEL & LUBRICANTS,FIN VEHICLE FLEET,ARVAL,220187,42138.96
Department for Transport,British Transport Police,10/09/2010,COMMS DATA,TECHNOLOGY GROUP,GLOBAL CROSSING (UK) TELECOMMUNICATIONS,194365,46167.55
Department for Transport,British Transport Police,10/09/2010,COMMS DATA,TECHNOLOGY GROUP,GLOBAL CROSSING (UK) TELECOMMUNICATIONS,219123,100050.94
Department for Transport,British Transport Police,10/09/2010,COMMS DATA,TECHNOLOGY GROUP,GLOBAL CROSSING (UK) TELECOMMUNICATIONS,219049,-46167.55
Department for Transport,British Transport Police,10/09/2010,BUILDING RENTAL,CRIME S.O.C.O,LAMBERT SMITH HAMPTON,220048,-57927.5
Department for Transport,British Transport Police,10/09/2010,BUILDING RENTAL,CRIME S.O.C.O,LAMBERT SMITH HAMPTON,220048,57927.5
Department for Transport,British Transport Police,10/09/2010,BUILDING RENTAL,CRIME S.O.C.O,LAMBERT SMITH HAMPTON,220048,58000
Department for Transport,British Transport Police,10/09/2010,SERVICE CHARGES,CRIME S.O.C.O,LAMBERT SMITH HAMPTON,220048,-837.19
Department for Transport,British Transport Police,10/09/2010,SERVICE CHARGES,CRIME S.O.C.O,LAMBERT SMITH HAMPTON,220048,712.5
Department for Transport,British Transport Police,10/09/2010,SERVICE CHARGES,CRIME S.O.C.O,LAMBERT SMITH HAMPTON,220048,837.19
Department for Transport,British Transport Police,10/09/2010,BUILDING RENTAL,London South Command,LONDON BRIDGE HOTEL LIMITED,220713,52629
Department for Transport,British Transport Police,10/09/2010,FORENSIC SERVICES,CRIME S.O.C.O,Lgc Ltd,220130,22740
Department for Transport,British Transport Police,10/09/2010,HIRE OF CONSULTANTS,TECHNOLOGY GROUP,ANALYSIS MASON,219999,45000
Department for Transport,British Transport Police,10/09/2010,BUILDING RENTAL,LN Support Services,"MEIR UZAN, MARC LEE & ADAM LEE PARTNERSHIP",220638,86250
Department for Transport,British Transport Police,10/09/2010,BUILDING RENTAL,LS Ebury Bridge Police Station,NETWORK RAIL,220711,67609
Department for Transport,British Transport Police,10/09/2010,BUILDING RENTAL,FIN ESTATES,SANDERSON WEATHERALL CLIENT PREMIUM A/C,219569,32931.38
Department for Transport,British Transport Police,10/09/2010,SERVICE CHARGES,FIN ESTATES,SANDERSON WEATHERALL CLIENT PREMIUM A/C,219569,13150
Department for Transport,British Transport Police,10/09/2010,BUILDING RENTAL,FIN ESTATES,SANDERSON WEATHERALL CLIENT PREMIUM A/C,219570,45819.88
Department for Transport,British Transport Police,10/09/2010,SERVICE CHARGES,FIN ESTATES,SANDERSON WEATHERALL CLIENT PREMIUM A/C,219570,21582.5
Department for Transport,British Transport Police,10/09/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,TEW PLUS LTD,219292,41300
Department for Transport,British Transport Police,17/09/2010,BUILDING RENTAL,LS Ebury Bridge Police Station,BREANSTAR LIMITED,221222,43750
Department for Transport,British Transport Police,17/09/2010,BUILDING RENTAL,FIN ESTATES,CORPORATION OF LONDON,220473,51427.13
Department for Transport,British Transport Police,17/09/2010,BUILDING RENTAL,FIN ESTATES,Elebro Limited,221193,71250
Department for Transport,British Transport Police,17/09/2010,BUILDING RENTAL,LS South Western Quadrant,KING STURGE LLP,220873,18028.5
Department for Transport,British Transport Police,17/09/2010,SERVICE CHARGES,LS South Western Quadrant,KING STURGE LLP,220873,7004
Department for Transport,British Transport Police,17/09/2010,ELECTRICITY,LS South Western Quadrant,KING STURGE LLP,220873,1500
Department for Transport,British Transport Police,24/09/2010,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,BRITSPACE MODULAR BUILDING LIMITED,221563,282829.29
Department for Transport,British Transport Police,24/09/2010,VEHICLE SERVICING- PLANNED,FIN VEHICLE FLEET,BT FLEET LIMITED,221853,186.48
Department for Transport,British Transport Police,24/09/2010,VEHICLE SERVICING- PLANNED,FIN VEHICLE FLEET,BT FLEET LIMITED,221853,28510.34
Department for Transport,British Transport Police,24/09/2010,P&L ON SALE- OWNED VEHICLES,FIN FINANCE,BT FLEET LIMITED,221853,1074.05
Department for Transport,British Transport Police,24/09/2010,BUILDING RENTAL,FIN ESTATES,Deauville Securites Ltd,221325,-0.02
Department for Transport,British Transport Police,24/09/2010,BUILDING RENTAL,FIN ESTATES,Deauville Securites Ltd,221325,183589.39
Department for Transport,British Transport Police,24/09/2010,BUILDING RENTAL,FIN ESTATES,FOLGATE ESTATES LTD,221198,45340.29
Department for Transport,British Transport Police,24/09/2010,COMMS DATA,TECHNOLOGY GROUP,GLOBAL CROSSING (UK) TELECOMMUNICATIONS,220814,42262.2
Department for Transport,British Transport Police,24/09/2010,INTANG ASSETS LICENCES - ADD,CAPITAL CONTROL ACCOUNT,Hitachi Europe Ltd,221896,20000
Department for Transport,British Transport Police,24/09/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,Hitachi Europe Ltd,221896,4000
Department for Transport,British Transport Police,24/09/2010,BASIC PAY,LN NO WITNESS NO JUSTICE,LONDON UNDERGROUND LTD,221550,25646.52
Department for Transport,British Transport Police,24/09/2010,OVERTIME,LN NO WITNESS NO JUSTICE,LONDON UNDERGROUND LTD,221550,7.98
Department for Transport,British Transport Police,24/09/2010,REST DAY WORKING,LN NO WITNESS NO JUSTICE,LONDON UNDERGROUND LTD,221550,22.29
Department for Transport,British Transport Police,24/09/2010,LONDON WEIGHTING,LN NO WITNESS NO JUSTICE,LONDON UNDERGROUND LTD,221550,203.1
Department for Transport,British Transport Police,24/09/2010,SMP / SAP / SPP,LN NO WITNESS NO JUSTICE,LONDON UNDERGROUND LTD,221550,130.61
Department for Transport,British Transport Police,24/09/2010,SMP /SAP /SPP 92% RECOVERY,LN NO WITNESS NO JUSTICE,LONDON UNDERGROUND LTD,221550,-51.75
Department for Transport,British Transport Police,24/09/2010,LONDON ALLOWANCE,LN NO WITNESS NO JUSTICE,LONDON UNDERGROUND LTD,221550,3152.25
Department for Transport,British Transport Police,24/09/2010,NI CONTRIBUTIONS,LN NO WITNESS NO JUSTICE,LONDON UNDERGROUND LTD,221550,1952.41
Department for Transport,British Transport Police,24/09/2010,PENSION EMPLOYER CONTS,LN NO WITNESS NO JUSTICE,LONDON UNDERGROUND LTD,221550,3124.59
Department for Transport,British Transport Police,24/09/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,NORTHGATE INFORMATION SOLUTIONS LTD,219580,32427.64
Department for Transport,British Transport Police,24/09/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,NORTHGATE INFORMATION SOLUTIONS LTD,219579,32427.64
Department for Transport,British Transport Police,24/09/2010,OCCUPATIONAL HEALTH COSTS,HR OPERATIONS,CONNAUGHT COMPLIANCE SERVICES LTD,221114,1710
Department for Transport,British Transport Police,24/09/2010,OCCUPATIONAL HEALTH COSTS,HR OPERATIONS,CONNAUGHT COMPLIANCE SERVICES LTD,221114,24318.3
Department for Transport,British Transport Police,24/09/2010,OCCUPATIONAL HEALTH COSTS,LU NON STAFF RECHARGE,CONNAUGHT COMPLIANCE SERVICES LTD,221114,285
Department for Transport,Department for Transport,01/09/2010,IT Consultancy,Rail Service Delivery,ATOS ORIGIN IT SERVICES UK LTD,2000001954,13500
Department for Transport,Department for Transport,01/09/2010,Management Consultancy,Procurement,KPMG,2000001956,130851.9
Department for Transport,Department for Transport,01/09/2010,Research,Rail Technical & Professional,ATOC LIMITED,2000001957,10345.04
Department for Transport,Department for Transport,01/09/2010,Agency Staff Costs,Rail Service Delivery,CAPITA RESOURCING LTD,2000001958,9032.81
Department for Transport,Department for Transport,01/09/2010,Transport Consultancy,Projects,LONDON & CONTINENTAL RAILWAYS LTD,2000001959,14984.48
Department for Transport,Department for Transport,01/09/2010,Travel Expenses UK,Finance & Planning,RAIL STAFF TRAVEL LTD,2000001960,2861.6
Department for Transport,Department for Transport,01/09/2010,Legal Consultancy,Rail Technical & Professional,JAMES M DINGEMANS,2000001961,58089.08
Department for Transport,Department for Transport,01/09/2010,Legal Consultancy,Rail Technical & Professional,JONATHAN HOUGH,2000001962,39615.15
Department for Transport,Department for Transport,01/09/2010,Treasury Solicitors,Legal Services Directorate ,TREASURY SOLICITOR,2000012927,62021.22
Department for Transport,Department for Transport,01/09/2010,Support Services,Transform Licensing Logistics and Sponsorship,DRIVING STANDARDS AGENCY,2000012928,525.7
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,DERBY CITY COUNCIL,2000012929,184300
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,NORTH TYNESIDE COUNCIL,2000012930,203800
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,SEFTON MBC,2000012931,248400
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,WEST BERKSHIRE DC,2000012932,382300
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,MIDDLEBOROUGH BC,2000012933,115400
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,SOUTH TYNESIDE MBC,2000012934,141600
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,CORNWALL COUNTY COUNCIL,2000012935,2088600
Department for Transport,Department for Transport,01/09/2010,Small Software,Information Management Directorate,SOFTWARE BOX LTD,2000012936,5287.5
Department for Transport,Department for Transport,01/09/2010,IT Consultancy,Regional & Local Transport,DETICA LTD,2000012938,3305
Department for Transport,Department for Transport,01/09/2010,Machinery Rental,Finance & Estates ,RICOH UK LTD,2000012939,8299.45
Department for Transport,Department for Transport,01/09/2010,Agency Staff Costs,Transport Security,KELLY SERVICES (UK) LTD,2000012940,521.72
Department for Transport,Department for Transport,01/09/2010,Transport Consultancy,London and Road Demand Management,PA CONSULTING SERVICES LIMITED,2000012944,32598.26
Department for Transport,Department for Transport,01/09/2010,Management Consultancy,Aviation,URS/SCOTT WILSON,2000012945,21994.9
Department for Transport,Department for Transport,01/09/2010,Minor Developments,Information Management Directorate,COMPUTACENTER,2000012947,5400
Department for Transport,Department for Transport,01/09/2010,Mobile Phone charges,Transport Security,VODAFONE LTD,2000012948,4907.46
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,LB HAMMERSMITH & FULHAM,2000012949,58800
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,LEEDS CITY COUNCIL,2000012950,774400
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,LIVERPOOL CITY COUNCIL,2000012951,381400
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,LONDON BOROUGH SOUTHWARK,2000012952,86600
Department for Transport,Department for Transport,01/09/2010,Capital Grants to Local Authorities,Regional & Local Transport,NEXUS,2000012953,1963000
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,SHROPSHIRE COUNTY COUNCIL,2000012954,1517200
Department for Transport,Department for Transport,01/09/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000012955,1355.36
Department for Transport,Department for Transport,01/09/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,CORNWALL COUNTY COUNCIL,2000012956,1202
Department for Transport,Department for Transport,01/09/2010,Curr Grant to Priv Sect-Persons & NPISH,London and Road Demand Management,DUNHAM BRIDGE CO,2000012959,50653.21
Department for Transport,Department for Transport,01/09/2010,Curr Grant to Priv Sect-Persons & NPISH,London and Road Demand Management,PORLOCK MANOR ESTATE TOLL ROAD,2000012961,2106.05
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,BEDFORD BOROUGH COUNCIL,2000012962,240000
Department for Transport,Department for Transport,01/09/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,LONDON BOROUGH OF SUTTON,2000012963,73600
Department for Transport,Department for Transport,02/09/2010,IT Services  Running Costs,Procurement,CONNECT INTERNET SOLUTIONS LTD,2000001999,750
Department for Transport,Department for Transport,02/09/2010,IT Services  Running Costs,Procurement,CONNECT INTERNET SOLUTIONS LTD,2000002000,3366
Department for Transport,Department for Transport,02/09/2010,Capital Grant to Priv Sector - Companies,Projects,FIRST CAPITAL CONNECT,2000002001,18842.65
Department for Transport,Department for Transport,02/09/2010,Eurotunnel Admin Payment,Rail Strategy & Stakeholder Relations,EUROTUNNEL,2000002002,4616178.09
Department for Transport,Department for Transport,02/09/2010,Eurotunnel Admin Payment,Rail Strategy & Stakeholder Relations,EUROTUNNEL (EURO PAYMENTS),2000002003,5021522.89
Department for Transport,Department for Transport,02/09/2010,Legal Consultancy,Transport Security,TREASURY SOLICITOR,2000013035,24370.34
Department for Transport,Department for Transport,02/09/2010,Treasury Solicitors,Legal Services Directorate ,TREASURY SOLICITOR,2000013035,2691.6
Department for Transport,Department for Transport,02/09/2010,IT Services  Running Costs,Information Management Directorate,MENTZ DATENVERARBEITUNG GMBH,2000013036,6078
Department for Transport,Department for Transport,02/09/2010,Service Charge Computer Expenses,Information Management Directorate,MENTZ DATENVERARBEITUNG GMBH,2000013036,11502.22
Department for Transport,Department for Transport,02/09/2010,Agency Staff Costs,Finance & Estates ,HAYS PERSONNEL SERVICE LTD,2000013038,1410
Department for Transport,Department for Transport,02/09/2010,Agency Staff Costs,Human Resources,HAYS PERSONNEL SERVICE LTD,2000013038,2812.06
Department for Transport,Department for Transport,02/09/2010,Contract Cleaning,Accident Investigating Branches,PROGRESS CLEANING SERVICES,2000013039,702
Department for Transport,Department for Transport,02/09/2010,Training,Accident Investigating Branches,ALAN MANN HELICOPTERS LTD,2000013040,14320.92
Department for Transport,Department for Transport,02/09/2010,Media & Press,Communication Directorate ,CENTRAL OFFICE OF INFORMATION,2000013041,4850.45
Department for Transport,Department for Transport,02/09/2010,Contract Cleaning,Accident Investigating Branches,CLEAN SLATE,2000013042,1693.57
Department for Transport,Department for Transport,02/09/2010,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000013044,12129.06
Department for Transport,Department for Transport,02/09/2010,Research,Transform Licensing Logistics and Sponsorship,AECOM LIMITED,2000013045,1748
Department for Transport,Department for Transport,02/09/2010,Transport Consultancy,Regional & Local Transport,HALCROW GROUP LTD,2000013046,22478.08
Department for Transport,Department for Transport,02/09/2010,Transport Consultancy,Aviation,CHILTERN HOUSE ASSOCIATES LTD,2000013047,2046.96
Department for Transport,Department for Transport,02/09/2010,Transport Consultancy,Regional & Local Transport,STEER DAVIES & GLEAVE LTD,2000013048,26721.15
Department for Transport,Department for Transport,02/09/2010,Publications for Resale,Regional & Local Transport,TYPE GENERATION,2000013049,2480
Department for Transport,Department for Transport,02/09/2010,Management Consultancy,Shared Services,CAPITA RESOURCING LTD,2000013051,16959.96
Department for Transport,Department for Transport,02/09/2010,Conferences / Seminars,Accident Investigating Branches,INTERFLEET TECHNOLOGY LTD,2000013052,24000
Department for Transport,Department for Transport,02/09/2010,Support Services,Regional & Local Transport,NATIONWIDE DATA COLLECTION MIDLANDS,2000013053,133529.93
Department for Transport,Department for Transport,02/09/2010,Land & Buildings (excl Dwellings) Capital Cost,Finance & Estates ,JACKSON LIFT INSTALLATIONS LTD,2000013054,113165.78
Department for Transport,Department for Transport,03/09/2010,Agency Staff Costs,Finance & Planning,HAYS PERSONNEL SERVICE LTD,2000002011,7026.5
Department for Transport,Department for Transport,03/09/2010,Agency Staff Costs,Procurement,HAYS PERSONNEL SERVICE LTD,2000002011,1152.91
