Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department For Transport,British Transport Police,06/05/2011,TEMPORARY STAFF,50 DAYS OF CHANGE (IT),DAVID BRUCE RECRUITMENT,240365,860.93
Department For Transport,British Transport Police,27/05/2011,VEHICLE SERVICING- PLANNED,A3 - NATIONAL CRIME TEAM,INCHCAPE FLEET SOLUTIONS LIMITED,242277,6.76
Department For Transport,British Transport Police,27/05/2011,VEHICLE SERVICING- PLANNED,ACC SCOTLAND,INCHCAPE FLEET SOLUTIONS LIMITED,242277,6.76
Department For Transport,British Transport Police,23/05/2011,VEHICLE ACCIDENT REPAIRS,ACC TERRITORIAL POLICING,GOODYEAR DUNLOP TYRES UK LIMITED,242024,115.82
Department For Transport,British Transport Police,27/05/2011,VEHICLE SERVICING- PLANNED,ACC TERRITORIAL POLICING,INCHCAPE FLEET SOLUTIONS LIMITED,242277,6.76
Department For Transport,British Transport Police,23/05/2011,ELECTRICITY,BLUNDELL STREET,EDF ENERGY,240939,"3,224.77"
Department For Transport,British Transport Police,06/05/2011,GAS,BLUNDELL STREET,SOUTHERN ELECTRIC PAYMENT CENTRE,238468,984.70
Department For Transport,British Transport Police,27/05/2011,VEHICLE SERVICING- PLANNED,C1 - NATIONAL CRIME TEAM,INCHCAPE FLEET SOLUTIONS LIMITED,242277,20.28
Department For Transport,British Transport Police,27/05/2011,VEHICLE SERVICING- PLANNED,C2 - NATIONAL CRIME TEAM,INCHCAPE FLEET SOLUTIONS LIMITED,242277,13.52
Department For Transport,British Transport Police,23/05/2011,INTANG ASSETS SOFTWARE - ADD,CAPITAL CONTROL ACCOUNT,ALIGNED ASSETS,241769,"8,820.00"
Department For Transport,British Transport Police,06/05/2011,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,240183,"3,318.00"
Department For Transport,British Transport Police,14/05/2011,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,BT GLOBAL SERVICES,239688,"531,814.93"
Department For Transport,British Transport Police,23/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Capita Secure Information System,241720,"12,592.80"
Department For Transport,British Transport Police,27/05/2011,INTANG ASSETS LICENCES - ADD,CAPITAL CONTROL ACCOUNT,CIVICA SERVICES LTD,241708,"13,508.33"
Department For Transport,British Transport Police,06/05/2011,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,240290,"11,970.18"
Department For Transport,British Transport Police,06/05/2011,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,240292,723.90
Department For Transport,British Transport Police,14/05/2011,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,241199,"3,192.05"
Department For Transport,British Transport Police,14/05/2011,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,241012,"13,704.20"
Department For Transport,British Transport Police,14/05/2011,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,241013,"13,704.20"
Department For Transport,British Transport Police,23/05/2011,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,237990,"28,393.18"
Department For Transport,British Transport Police,23/05/2011,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,241759,"16,141.55"
Department For Transport,British Transport Police,23/05/2011,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,241758,"16,141.55"
Department For Transport,British Transport Police,23/05/2011,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,241761,"16,141.55"
Department For Transport,British Transport Police,23/05/2011,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,241757,"16,141.55"
Department For Transport,British Transport Police,23/05/2011,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,241760,"16,141.55"
Department For Transport,British Transport Police,14/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Four Seasons Control Ltd,241309,"5,616.00"
Department For Transport,British Transport Police,27/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,GOODWIN AND PRICE LTD,239007,"16,364.03"
Department For Transport,British Transport Police,14/05/2011,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,HALFORDS PLC,240850,"3,199.80"
Department For Transport,British Transport Police,23/05/2011,INTANG ASSETS SOFTWARE - ADD,CAPITAL CONTROL ACCOUNT,ICCM Solutions,240881,"16,800.00"
Department For Transport,British Transport Police,27/05/2011,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,ICCM Solutions,242445,"6,000.00"
Department For Transport,British Transport Police,14/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,IML TECHNICAL SERVICES,240557,"1,344.00"
Department For Transport,British Transport Police,14/05/2011,INTANG ASSETS SOFTWARE - ADD,CAPITAL CONTROL ACCOUNT,L8 Solutions,240915,"22,496.40"
Department For Transport,British Transport Police,06/05/2011,VEHICLE OWNED - ADDIT 2 YEARS,CAPITAL CONTROL ACCOUNT,LEX AUTOLEASE,240398,"8,190.00"
Department For Transport,British Transport Police,27/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,OAKLAND BUILDING SERVICES LIMITED,242242,"18,412.79"
Department For Transport,British Transport Police,06/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,PATON PLANT LTD,240458,"3,588.00"
Department For Transport,British Transport Police,23/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Redhill Analysts Ltd,236808,"1,314.00"
Department For Transport,British Transport Police,27/05/2011,INTANG ASSETS LICENCES - ADD,CAPITAL CONTROL ACCOUNT,SAP (UK) LTD,240765,"2,107.20"
Department For Transport,British Transport Police,23/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,SARAX LTD,241857,576.00
Department For Transport,British Transport Police,23/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,SARAX LTD,241858,"10,404.00"
Department For Transport,British Transport Police,23/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,SARAX LTD,241859,"15,048.00"
Department For Transport,British Transport Police,23/05/2011,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,SARAX LTD,241860,"6,230.40"
Department For Transport,British Transport Police,23/05/2011,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,SCCS,241062,"5,220.00"
Department For Transport,British Transport Police,06/05/2011,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,SENATOR INTERNATIONAL LTD,240509,618.16
Department For Transport,British Transport Police,23/05/2011,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Siemens Plc,238463,"2,588.59"
Department For Transport,British Transport Police,06/05/2011,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,238329,"84,279.60"
