Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
Department of Health,Care Quality Commission,04/04/2011,Hotels and Conferences,Commission Wide,Expotel,EFT8002918           ,95192.53
Department of Health,Care Quality Commission,04/04/2011,Travel and Subsistence,Commission Wide,FCm Travel Solutions,EFT8002919           ,164040.97
Department of Health,Care Quality Commission,04/04/2011,Service User Strategy,Regulatory Development,Age UK,EFT8002926           ,45732
Department of Health,Care Quality Commission,04/04/2011,"Property, Plant and Equipment",Finance & Corporate Services Directorate,LSC Building Services Ltd,EFT8002930           ,36297.7
Department of Health,Care Quality Commission,06/04/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8002958           ,38386.83
Department of Health,Care Quality Commission,06/04/2011,Agency,Finance & Corporate Services Directorate,Carlisle Managed Solutions,EFT8002958           ,12565.63
Department of Health,Care Quality Commission,06/04/2011,Agency,Governance & Legal Directorate,Carlisle Managed Solutions,EFT8002958           ,976.74
Department of Health,Care Quality Commission,06/04/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8002958           ,3649.1
Department of Health,Care Quality Commission,06/04/2011,Agency,Operations Delivery Directorate,Carlisle Managed Solutions,EFT8002958           ,63902.79
Department of Health,Care Quality Commission,06/04/2011,Agency,Organisational Development & Human Resources Directorate,Carlisle Managed Solutions,EFT8002958           ,9230.16
Department of Health,Care Quality Commission,06/04/2011,Agency,Registration,Carlisle Managed Solutions,EFT8002958           ,18192.22
Department of Health,Care Quality Commission,06/04/2011,Agency,Regulatory Development,Carlisle Managed Solutions,EFT8002958           ,5388.17
Department of Health,Care Quality Commission,06/04/2011,Agency,Strategic Marketing & Communications Directorate,Carlisle Managed Solutions,EFT8002958           ,17066.04
Department of Health,Care Quality Commission,06/04/2011,Contracted Lawyers / Legal Fees,Governance & Legal Directorate,Mills & Reeve,EFT8002975           ,97196.08
Department of Health,Care Quality Commission,08/04/2011,Contracted Lawyers / Legal Fees,Governance & Legal Directorate,Bevan Brittan LLP,EFT8003000           ,75092.43
Department of Health,Care Quality Commission,08/04/2011,Rates,Commission Wide,Islington Council,EFT8003014           ,29667
Department of Health,Care Quality Commission,08/04/2011,Intangible Assets,Finance & Corporate Services Directorate,Sapient,EFT8003022           ,297882
Department of Health,Care Quality Commission,08/04/2011,"Property, Plant and Equipment",Finance & Corporate Services Directorate,Sapient,EFT8003022           ,36048
Department of Health,Care Quality Commission,11/04/2011,Intangible Assets,Finance & Corporate Services Directorate,Computacenter UK Limited,EFT8003034           ,157383.6
Department of Health,Care Quality Commission,11/04/2011,Intangible Assets,Finance & Corporate Services Directorate,Sapient,EFT8003040           ,94755
Department of Health,Care Quality Commission,13/04/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8003047           ,9323.94
Department of Health,Care Quality Commission,13/04/2011,Agency,Finance & Corporate Services Directorate,Carlisle Managed Solutions,EFT8003047           ,12746.99
Department of Health,Care Quality Commission,13/04/2011,Agency,Governance & Legal Directorate,Carlisle Managed Solutions,EFT8003047           ,781.39
Department of Health,Care Quality Commission,13/04/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8003047           ,6946.93
Department of Health,Care Quality Commission,13/04/2011,Agency,Operations Delivery Directorate,Carlisle Managed Solutions,EFT8003047           ,73485.52
Department of Health,Care Quality Commission,13/04/2011,Agency,Organisational Development & Human Resources Directorate,Carlisle Managed Solutions,EFT8003047           ,6787.54
Department of Health,Care Quality Commission,13/04/2011,Agency,Regulatory Development,Carlisle Managed Solutions,EFT8003047           ,3498.54
Department of Health,Care Quality Commission,13/04/2011,Agency,Strategic Marketing & Communications Directorate,Carlisle Managed Solutions,EFT8003047           ,17129.12
Department of Health,Care Quality Commission,15/04/2011,IT Managed Service,Finance & Corporate Services Directorate,CSC Computer Science Ltd,EFT8003076           ,471879.05
Department of Health,Care Quality Commission,15/04/2011,IT Managed Service,Registration,Tribal TGC,EFT8003116           ,25200
Department of Health,Care Quality Commission,20/04/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8003143           ,13884.58
Department of Health,Care Quality Commission,20/04/2011,Agency,Finance & Corporate Services Directorate,Carlisle Managed Solutions,EFT8003143           ,13509.96
Department of Health,Care Quality Commission,20/04/2011,Agency,Governance & Legal Directorate,Carlisle Managed Solutions,EFT8003143           ,976.74
Department of Health,Care Quality Commission,20/04/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8003143           ,5812.57
Department of Health,Care Quality Commission,20/04/2011,Agency,Operations Delivery Directorate,Carlisle Managed Solutions,EFT8003143           ,70596.02
Department of Health,Care Quality Commission,20/04/2011,Agency,Organisational Development & Human Resources Directorate,Carlisle Managed Solutions,EFT8003143           ,6174.12
Department of Health,Care Quality Commission,20/04/2011,Agency,Regulatory Development,Carlisle Managed Solutions,EFT8003143           ,1292.76
Department of Health,Care Quality Commission,20/04/2011,Agency,Strategic Marketing & Communications Directorate,Carlisle Managed Solutions,EFT8003143           ,25612.96
Department of Health,Care Quality Commission,20/04/2011,Consultation Mechanism,Strategic Marketing & Communications Directorate,Decideum Ltd,EFT8003144           ,29352.72
Department of Health,Care Quality Commission,20/04/2011,Hotels and Conferences,Commission Wide,Expotel,EFT8003148           ,36341.49
Department of Health,Care Quality Commission,20/04/2011,IT Managed Service,Registration,Specialist Computer Centres plc,EFT8003162           ,63462.42
Department of Health,Care Quality Commission,27/04/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8003207           ,8843.02
Department of Health,Care Quality Commission,27/04/2011,Agency,Finance & Corporate Services Directorate,Carlisle Managed Solutions,EFT8003207           ,5993.42
Department of Health,Care Quality Commission,27/04/2011,Agency,Governance & Legal Directorate,Carlisle Managed Solutions,EFT8003207           ,586.04
Department of Health,Care Quality Commission,27/04/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8003207           ,6859.34
Department of Health,Care Quality Commission,27/04/2011,Agency,Operations Delivery Directorate,Carlisle Managed Solutions,EFT8003207           ,58807.31
Department of Health,Care Quality Commission,27/04/2011,Agency,Organisational Development & Human Resources Directorate,Carlisle Managed Solutions,EFT8003207           ,5544.96
Department of Health,Care Quality Commission,27/04/2011,Agency,Regulatory Development,Carlisle Managed Solutions,EFT8003207           ,6932.64
Department of Health,Care Quality Commission,27/04/2011,Agency,Strategic Marketing & Communications Directorate,Carlisle Managed Solutions,EFT8003207           ,13534.59
Department of Health,Care Quality Commission,27/04/2011,Intangible Assets,Finance & Corporate Services Directorate,Sapient,EFT8003226           ,63984
Department of Health,Care Quality Commission,30/04/2011,Rates,Commission Wide,Leeds City Council,"297,023",8747
Department of Health,Care Quality Commission,30/04/2011,Rates,Commission Wide,Bristol City Council,"297,024",6424
Department of Health,Care Quality Commission,30/04/2011,Rates,Commission Wide,Preston City Council,"297,025",4590
