Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Ministry of Justice,CAFCASS,07/11/2014,Rates,HQ,Department for Business Innovation Skill,PINV/00372468,"22,038.00",CHELMSFORD RENT/RATES/SERV 1/4-30/9/14
Ministry of Justice,CAFCASS,07/11/2014,Rates,HQ,Department For Work and Pensions,PINV/00372462,"8,154.59",LEEDS RATES NOV 14/RENT/SERV OCT 14
Ministry of Justice,CAFCASS,07/11/2014,Rent,HQ,Department for Business Innovation Skill,PINV/00372468,"40,908.00",CHELMSFORD RENT/RATES/SERV 1/4-30/9/14
Ministry of Justice,CAFCASS,07/11/2014,Rent,HQ,Department For Work and Pensions,PINV/00372462,"44,636.54",LEEDS RATES NOV 14/RENT/SERV OCT 14
Ministry of Justice,CAFCASS,07/11/2014,Service Charge,HQ,Department for Business Innovation Skill,PINV/00372468,"17,551.00",CHELMSFORD RENT/RATES/SERV 1/4-30/9/14
Ministry of Justice,CAFCASS,07/11/2014,Service Charge,HQ,Department For Work and Pensions,PINV/00372462,"1,843.86",LEEDS RATES NOV 14/RENT/SERV OCT 14
Ministry of Justice,CAFCASS,10/11/2014,Other Fees/Services,HQ,Home Office,PINV/00372523,"28,966.78",Police Checks 2013/14 Q1
Ministry of Justice,CAFCASS,14/11/2014,Agency Practitioners,HQ,Sanctuary Personnel Ltd,PINV/00372658,"5,361.00",Agency Staff
Ministry of Justice,CAFCASS,14/11/2014,Agency Practitioners,Op Service Areas,Sanctuary Personnel Ltd,PINV/00372658,"31,547.93",Agency Staff
Ministry of Justice,CAFCASS,18/11/2014,Agency Practitioners,HQ,Sanctuary Personnel Ltd,PINV/00372694,"4,498.20",Agency Staff
Ministry of Justice,CAFCASS,18/11/2014,Agency Practitioners,HQ,Sanctuary Personnel Ltd,PINV/00372697,"4,346.40",Agency Staff
Ministry of Justice,CAFCASS,18/11/2014,Agency Practitioners,Op Service Areas,Sanctuary Personnel Ltd,PINV/00372694,"22,151.28",Agency Staff
Ministry of Justice,CAFCASS,18/11/2014,Agency Practitioners,Op Service Areas,Sanctuary Personnel Ltd,PINV/00372697,"30,442.22",Agency Staff
Ministry of Justice,CAFCASS,18/11/2014,Partnerships - Commissioned Contact Serv,HQ,Action for Children,PINV/00372695,"35,640.00",A07 A4C Bristol 2014/15 Block ONLY
Ministry of Justice,CAFCASS,21/11/2014,Rent,HQ,GVA re London & Continental Railways,PINVP/00001320,"20,763.60",CROYDON RENT/SERV 25/12/14-24/03/15
Ministry of Justice,CAFCASS,21/11/2014,Rent,HQ,University of Warwick Science Park,PINVP/00001321,"29,225.00",NBC RENT/SERV CHG DEC 2014
Ministry of Justice,CAFCASS,21/11/2014,Service Charge,HQ,GVA re London & Continental Railways,PINVP/00001320,"9,610.20",CROYDON RENT/SERV 25/12/14-24/03/15
Ministry of Justice,CAFCASS,21/11/2014,Service Charge,HQ,University of Warwick Science Park,PINVP/00001321,"3,098.40",NBC RENT/SERV CHG DEC 2014
Ministry of Justice,CAFCASS,26/11/2014,Agency Practitioners,HQ,Sanctuary Personnel Ltd,PINV/00372915,"3,305.40",Agency Staff
Ministry of Justice,CAFCASS,26/11/2014,Agency Practitioners,Op Service Areas,Sanctuary Personnel Ltd,PINV/00372915,"29,590.67",Agency Staff
Ministry of Justice,CAFCASS,26/11/2014,Rent,HQ,Colliers Agent for Sports Council Trust,PINVP/00001328,"139,577.75",BLOOMSBURY RENT/SERV 25/12/14-24/3/15
Ministry of Justice,CAFCASS,26/11/2014,Rent,HQ,Irwin Mitchell,PINVP/00001326,"23,877.00",BHAM SUITE2/3 RENT/SERV 25/12/14-25/3/15
Ministry of Justice,CAFCASS,26/11/2014,Service Charge,HQ,Colliers Agent for Sports Council Trust,PINVP/00001328,"41,607.00",BLOOMSBURY RENT/SERV 25/12/14-24/3/15
Ministry of Justice,CAFCASS,26/11/2014,Service Charge,HQ,Irwin Mitchell,PINVP/00001326,"14,390.55",BHAM SUITE2/3 RENT/SERV 25/12/14-25/3/15
Ministry of Justice,CAFCASS,27/11/2014,Agency Practice Managers,Op Service Areas,Capita Resourcing Ltd,PINV/00372983,"1,530.00",Agency Staff
Ministry of Justice,CAFCASS,27/11/2014,Agency Practitioners,HQ,Capita Resourcing Ltd,PINV/00372983,"7,087.49",Agency Staff
Ministry of Justice,CAFCASS,27/11/2014,Agency Practitioners,Op Service Areas,Capita Resourcing Ltd,PINV/00372983,"25,774.38",Agency Staff
Ministry of Justice,CAFCASS,27/11/2014,Licence Fees,HQ,Advanced Business Solutions,PINVP/00001331,"73,837.24",Annual support & maintenance
Ministry of Justice,CAFCASS,02/12/2014,Travel and Subs - UK (Non-Taxable),HQ,Redfern Travel Limited,CINV/00000401,"29,222.12",Redfern Nov 14
Ministry of Justice,CAFCASS,02/12/2014,Travel and Subs - UK (Non-Taxable),Op Service Areas,Redfern Travel Limited,CINV/00000401,"52,724.38",Redfern Nov 14
