Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,CAFCASS,21/03/2012,Travel and Subs - UK (Non-Taxable),HQ,Redfern Travel Limited,CINV00000091,"17,556.04",Redfern Feb 12
Department for Education,CAFCASS,21/03/2012,Travel and Subs - UK (Non-Taxable),Op Service Areas,Redfern Travel Limited,CINV00000091,"30,030.23",Redfern Feb 12
Department for Education,CAFCASS,13/03/2012,Water Rates,HQ,The Ministry of Justice,PINV00325131,297.53,ARCHWAY RENT/SERV CHG JULY-SEPT 2011
Department for Education,CAFCASS,13/03/2012,Gas,HQ,The Ministry of Justice,PINV00325131,398.08,ARCHWAY RENT/SERV CHG JULY-SEPT 2011
Department for Education,CAFCASS,13/03/2012,Electricity,HQ,The Ministry of Justice,PINV00325131,"5,811.83",ARCHWAY RENT/SERV CHG JULY-SEPT 2011
Department for Education,CAFCASS,13/03/2012,Rent,HQ,The Ministry of Justice,PINV00325131,"27,000.00",ARCHWAY RENT/SERV CHG JULY-SEPT 2011
Department for Education,CAFCASS,13/03/2012,Service Charge,HQ,The Ministry of Justice,PINV00325131,"39,633.86",ARCHWAY RENT/SERV CHG JULY-SEPT 2011
Department for Education,CAFCASS,16/03/2012,Building Fit Out and Enhancements,HQ,Scott Osborn Ltd,PINV00325370,"70,056.42",A15 Project - Ilford - Refurbishment
Department for Education,CAFCASS,19/03/2012,Service Charge,HQ,HM Courts and Tribunals Service,PINV00325595,"19,850.00",WELLS ST RENT/SERV/RATES 1/4/11-31/3/12
Department for Education,CAFCASS,19/03/2012,Rates,HQ,HM Courts and Tribunals Service,PINV00325595,"21,922.00",WELLS ST RENT/SERV/RATES 1/4/11-31/3/12
Department for Education,CAFCASS,19/03/2012,Rent,HQ,HM Courts and Tribunals Service,PINV00325595,"67,318.00",WELLS ST RENT/SERV/RATES 1/4/11-31/3/12
Department for Education,CAFCASS,21/03/2012,Distribution & Postage,Op Service Areas,Pitney Bowes Purchase Power,PINV00325801,"9,401.17",Franking postage
Department for Education,CAFCASS,21/03/2012,Distribution & Postage,HQ,Pitney Bowes Purchase Power,PINV00325801,"18,110.14",Franking postage
Department for Education,CAFCASS,22/03/2012,Line Rental,HQ,Frontier Voice and Data Ltd,PINV00325895,"13,355.11",Line rental January 2012
Department for Education,CAFCASS,22/03/2012,Call Charges,HQ,Frontier Voice and Data Ltd,PINV00325895,"32,410.81",Line rental January 2012
Department for Education,CAFCASS,06/03/2012,Service Charge,HQ,Cushman & Wakefield Healey & Baker,PINVP00000405,"1,985.40",NOTTINGHAM RENT/SERV CHG 25/03-23/6/12
Department for Education,CAFCASS,06/03/2012,Rent,HQ,Cushman & Wakefield Healey & Baker,PINVP00000405,"24,300.00",NOTTINGHAM RENT/SERV CHG 25/03-23/6/12
Department for Education,CAFCASS,06/03/2012,Service Charge,HQ,Irwin Mitchell,PINVP00000411,"13,366.58",BHAM RENT/SERV CHG APR-JUNE 12
Department for Education,CAFCASS,06/03/2012,Rent,HQ,Irwin Mitchell,PINVP00000411,"23,877.00",BHAM RENT/SERV CHG APR-JUNE 12
Department for Education,CAFCASS,20/03/2012,Rent,HQ,University of Warwick Science Park,PINVP00000442,"87,675.00",National Business Centre RENT 25/03-24/06/12
Department for Education,CAFCASS,20/03/2012,Service Charge,HQ,Stockland Anglo Ventures (Croydon) Ltd,PINVP00000449,"10,713.02",CROYDON RENT/SERV CHG 25/3-23/6/12
Department for Education,CAFCASS,20/03/2012,Rent,HQ,Stockland Anglo Ventures (Croydon) Ltd,PINVP00000449,"29,970.00",CROYDON RENT/SERV CHG 25/3-23/6/12
Department for Education,CAFCASS,21/03/2012,Rates,HQ,City of Bradford Metro. District Council,PINVP00000454,"27,480.00",BRADFORD RATES 01/04/12-31/03/13
Department for Education,CAFCASS,21/03/2012,Rates,HQ,Croydon Council,PINVP00000455,"40,869.00",CROYDON RATES 01/04/12-31/03/13
Department for Education,CAFCASS,21/03/2012,Rates,HQ,Birmingham City Council,PINVP00000457,"28,808.65",BIRMINGHAM RATES 01/04/12-31/03/13
Department for Education,CAFCASS,21/03/2012,Rates,HQ,Leeds City Council,PINVP00000471,"66,410.00",LEEDS RATES 01/04/12-31/03/13
Department for Education,CAFCASS,21/03/2012,Rates,HQ,Nottingham City Council,PINVP00000474,"34,179.32",NOTTINGHAM RATES 01/04/12-31/03/13
Department for Education,CAFCASS,21/03/2012,Rates,HQ,Slough Borough Council,PINVP00000481,"25,648.00",SLOUGH RATES 01/04/12-31/03/13
Department for Education,CAFCASS,26/03/2012,Rates,HQ,Coventry City Council,PINVP00000495,"143,125.00",NBC RATES 01/04/12-01/04/13
