Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,CAFCASS,06/12/2010,Stationery,HQ,Banner Business Services Ltd,CINV00000003,"2,784.54 ",Various Stationery November 2010
Department for Education,CAFCASS,06/12/2010,Stationery,Op Service Areas,Banner Business Services Ltd,CINV00000003,"30,717.34 ",Various Stationery November 2010
Department for Education,CAFCASS,15/11/2010,Line Rental,HQ,Frontier Voice and Data Ltd,PINV00281154,"14,011.88 ",Call charges October 2010
Department for Education,CAFCASS,15/11/2010,Call Charges,HQ,Frontier Voice and Data Ltd,PINV00281154,"34,886.84 ",Call charges October 2010
Department for Education,CAFCASS,24/11/2010,Service Charge,Op Service Areas,Irwin Mitchell,PINV00281983,"9,588.44 ",QTR1 RENT CITADEL 2ND FLOOR APRIL-JUNE 1
Department for Education,CAFCASS,24/11/2010,Rent,Op Service Areas,Irwin Mitchell,PINV00281983,"26,808.94 ",QTR1 RENT CITADEL 2ND FLOOR APRIL-JUNE 1
Department for Education,CAFCASS,24/11/2010,Service Charge,Op Service Areas,Stockland Anglo Ventures (Croydon) Ltd,PINV00281998,"9,748.36 ",Rent Croydon 24/06/10-31/03/10
Department for Education,CAFCASS,24/11/2010,Rent,Op Service Areas,Stockland Anglo Ventures (Croydon) Ltd,PINV00281998,"29,345.63 ",Rent Croydon 24/06/10-31/03/10
Department for Education,CAFCASS,24/11/2010,Service Charge,Op Service Areas,Zurich Assurance Ltd,PINV00282000,"11,479.19 ",Slough Rent 2010-2011
Department for Education,CAFCASS,24/11/2010,Rent,Op Service Areas,Zurich Assurance Ltd,PINV00282000,"22,900.16 ",Slough Rent 2010-2011
Department for Education,CAFCASS,25/11/2010,Rent,HQ,Department for Education,PINV00282073,"118,140.00 ",Payment for rent of 6th floor Sanctuary
