Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,CAFCASS,26/06/2012,Mobile Call Charges,HQ,Vodafone,CINV00000121,973.63 ,Vodafone May 2012
Department for Education,CAFCASS,26/06/2012,Mobile Phone Rental,HQ,Vodafone,CINV00000121,"1,937.69 ",Vodafone May 2012
Department for Education,CAFCASS,26/06/2012,Mobile Phone Rental,Op Service Areas,Vodafone,CINV00000121,"17,748.77 ",Vodafone May 2012
Department for Education,CAFCASS,26/06/2012,Mobile Call Charges,Op Service Areas,Vodafone,CINV00000121,"19,401.31 ",Vodafone May 2012
Department for Education,CAFCASS,03/07/2012,Mobile Call Charges,HQ,Vodafone,CINV00000123,"1,667.03 ",Vodafone June 2012
Department for Education,CAFCASS,03/07/2012,Mobile Phone Rental,HQ,Vodafone,CINV00000123,"2,005.14 ",Vodafone June 2012
Department for Education,CAFCASS,03/07/2012,Mobile Phone Rental,Op Service Areas,Vodafone,CINV00000123,"21,926.70 ",Vodafone June 2012
Department for Education,CAFCASS,03/07/2012,Mobile Call Charges,Op Service Areas,Vodafone,CINV00000123,"24,615.85 ",Vodafone June 2012
Department for Education,CAFCASS,07/06/2012,Telephony Managed Service,HQ,DSGi Business,PINV00330648,"49,440.00 ",TMS May 2012
Department for Education,CAFCASS,14/06/2012,Partnerships - Commissioned Contact Serv,HQ,Action for Children,PINV00330861,"31,000.00 ",A7 A4C-Bristol BLOCK 12/13
Department for Education,CAFCASS,14/06/2012,Partnerships - Commissioned Contact Serv,HQ,The Roberts Centre,PINV00331036,"36,816.00 ",A6 ROBERTS CENTRE SPOT 12/13
Department for Education,CAFCASS,21/06/2012,Building Fit Out and Enhancements,HQ,DP Designs,PINV00331427,"59,476.20 ",Redwing House- Fit Out Costs
Department for Education,CAFCASS,07/06/2012,Service Charge,HQ,Cushman & Wakefield Healey & Baker,PINVP00000551,"1,985.40 ",NOTTINGHAM RENT/SERV CHG 24/6-28/9/12
Department for Education,CAFCASS,07/06/2012,Rent,HQ,Cushman & Wakefield Healey & Baker,PINVP00000551,"24,300.00 ",NOTTINGHAM RENT/SERV CHG 24/6-28/9/12
Department for Education,CAFCASS,27/06/2012,Rates,HQ,Trafford Metropolitan Borough Council,PINVP00000579,"32,518.00 ",MANCHESTER RATES 01/04/12 - 31/03/13
