Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,CAFCASS,02/06/2011,Stationery,HQ,Banner Business Services Ltd,CINV00000035,"3,290.03",Various Stationery May 2011
Department for Education,CAFCASS,02/06/2011,Stationery,Op Service Areas,Banner Business Services Ltd,CINV00000035,"23,542.87",Various Stationery May 2011
Department for Education,CAFCASS,03/05/2011,Building Fit Out and Enhancements,HQ,West 1 Contracts Ltd,PINV00297594,"39,348.16",4.02 Norwich appaisal fit out costs
Department for Education,CAFCASS,05/05/2011,Contact Activities-rechargeable,HQ,Relate Bournemouth Poole & Christchurch,PINV00298181,"28,400.00",march 11 PIP - Relate B'mouth. Poole & C
Department for Education,CAFCASS,09/05/2011,Contact Activities-rechargeable,HQ,Network Ventures Ltd (Sales Account),PINV00298536,"32,000.00",March 11 PIP NRS
Department for Education,CAFCASS,11/05/2011,Partnerships - Commissioned Contact Serv,HQ,The Roberts Centre,PINV00298850,"36,816.00",S6 Roberts Centre 11/12 Contract
Department for Education,CAFCASS,11/05/2011,Partnerships - Commissioned Contact Serv,HQ,Families Forward,PINV00298875,"40,097.00",Commissioning and Partnership Contract 1/4/11-30/9/11
Department for Education,CAFCASS,23/05/2011,Line Rental,HQ,Frontier Voice and Data Ltd,PINV00300081,"27,561.12",Line rental March 2011
Department for Education,CAFCASS,23/05/2011,Call Charges,HQ,Frontier Voice and Data Ltd,PINV00300081,"28,545.65",Line rental March 2011
Department for Education,CAFCASS,31/05/2011,Contact Activities-rechargeable,HQ,Network Ventures Ltd (Sales Account),PINV00300900,"28,185.00",April 11 PIP - NRS
Department for Education,CAFCASS,19/05/2011,Service Charge,HQ,CBRE,PINVP00000152,"8,230.80",RENT/SERVICE CHARGE 24/06-28/09/11
Department for Education,CAFCASS,19/05/2011,Rent,HQ,CBRE,PINVP00000152,"19,200.00",RENT/SERVICE CHARGE 24/06-28/09/11
Department for Education,CAFCASS,27/05/2011,Service Charge,HQ,Stockland Anglo Ventures (Croydon) Ltd,PINVP00000162,"9,955.78",RENT/SERVICE CHG 24/06-28/09/11
Department for Education,CAFCASS,27/05/2011,Rent,HQ,Stockland Anglo Ventures (Croydon) Ltd,PINVP00000162,"29,970.00",RENT/SERVICE CHG 24/06-28/09/11
Department for Education,CAFCASS,27/05/2011,Rent,HQ,University of Warwick Science Park,PINVP00000164,"87,675.00",RENT 25/03-24/06/11
Department for Education,CAFCASS,27/05/2011,Service Charge,HQ,Irwin Mitchell,PINVP00000165,"13,294.79",RENT/SERVICE CHG JULY-SEPT 11
Department for Education,CAFCASS,27/05/2011,Rent,HQ,Irwin Mitchell,PINVP00000165,"23,877.00",RENT/SERVICE CHG JULY-SEPT 11
Department for Education,CAFCASS,27/05/2011,Rent,HQ,Department for Education,PINVP00000167,"145,232.00",RENT SANCTUARY BLDG 01/04-30/06/11
