Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,CAFCASS,04/11/2011,Travel and Subs - UK (Non-Taxable),HQ,Redfern Travel Limited,CINV00000066,"13,299.73",Redfern Oct 11
Department for Education,CAFCASS,04/11/2011,Travel and Subs - UK (Non-Taxable),Op Service Areas,Redfern Travel Limited,CINV00000066,"38,346.82",Redfern Oct 11
Department for Education,CAFCASS,10/10/2011,Partnerships - Commissioned Contact Serv,HQ,Families Forward,PINV00313325,"40,097.00",Commissioning and Partnership Contract 01/10/11-31/03/12
Department for Education,CAFCASS,17/10/2011,Computing Consulting (Capital),HQ,Gartner UK Ltd,PINV00314055,"46,764.00",Benchmarking Statement of Works
Department for Education,CAFCASS,18/10/2011,Line Rental,HQ,Frontier Voice and Data Ltd,PINV00314115,"17,277.93",Line rental September 2011
Department for Education,CAFCASS,18/10/2011,Call Charges,HQ,Frontier Voice and Data Ltd,PINV00314115,"33,307.33",Line rental September 2011
Department for Education,CAFCASS,20/10/2011,Water Rates,HQ,Cabinet Office CO - Misc Receipts,PINV00314346,74.88,NORWICH RENT/RATES 01/06-30/09/11
Department for Education,CAFCASS,20/10/2011,Gas,HQ,Cabinet Office CO - Misc Receipts,PINV00314346,491.92,NORWICH RENT/RATES 01/06-30/09/11
Department for Education,CAFCASS,20/10/2011,Electricity,HQ,Cabinet Office CO - Misc Receipts,PINV00314346,"1,841.16",NORWICH RENT/RATES 01/06-30/09/11
Department for Education,CAFCASS,20/10/2011,Rates,HQ,Cabinet Office CO - Misc Receipts,PINV00314346,"5,091.88",NORWICH RENT/RATES 01/06-30/09/11
Department for Education,CAFCASS,20/10/2011,Service Charge,HQ,Cabinet Office CO - Misc Receipts,PINV00314346,"7,403.23",NORWICH RENT/RATES 01/06-30/09/11
Department for Education,CAFCASS,20/10/2011,Rent,HQ,Cabinet Office CO - Misc Receipts,PINV00314346,"13,397.56",NORWICH RENT/RATES 01/06-30/09/11
Department for Education,CAFCASS,11/10/2011,Rent,HQ,DTZ,PINVP00000305,"35,625.00",STAFFORD RENT 01/04-31/12/11
Department for Education,CAFCASS,13/10/2011,Service Charge,HQ,Cushman & Wakefield Healey & Baker,PINVP00000306,"1,999.80",NOTTINGHAM RENT/SERV CHG 29/9-24/12/11
Department for Education,CAFCASS,13/10/2011,Rent,HQ,Cushman & Wakefield Healey & Baker,PINVP00000306,"24,300.00",NOTTINGHAM RENT/SERV CHG 29/9-24/12/11
Department for Education,CAFCASS,13/10/2011,Rent,HQ,University of Warwick Science Park,PINVP00000307,"87,675.00",COVENTRY RENT 29/09-24/12/11
