Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,CAFCASS,01/11/2012,Partnerships - Commissioned Contact Serv,HQ,Families Forward,PINV/00338909,"40,097.00",Commissioning and Partnership Contract
Department for Education,CAFCASS,01/11/2012,Rates,HQ,DTZ,PINVP/00000665,"29,496.36",STAFFORD RATES/SERV CHG 2011-2013
Department for Education,CAFCASS,01/11/2012,Service Charge,HQ,DTZ,PINVP/00000665,"70,152.50",STAFFORD RATES/SERV CHG 2011-2013
Department for Education,CAFCASS,09/11/2012,Rent,HQ,Savills Commercial Ltd,PINVP/00000667,"15,487.50",NEWCASTLE RENT/SERV CHG 25/12/12-24/3/13
Department for Education,CAFCASS,09/11/2012,Service Charge,HQ,Savills Commercial Ltd,PINVP/00000667,"9,553.20",NEWCASTLE RENT/SERV CHG 25/12/12-24/3/13
Department for Education,CAFCASS,12/11/2012,Research,HQ,University of Exeter,PINV/00339566,"33,448.00",Research Fees
Department for Education,CAFCASS,13/11/2012,Telecommunications Equipment >=£2500,HQ,Per Port Services Limited,PINV/00339713,"341,748.00",VOIP Equipment Purchase
Department for Education,CAFCASS,14/11/2012,Non-contracted Comp. Maintenance,HQ,DSGi Business,PINV/00339749,"50,400.00",DSGI Equanet Service for October 2012
Department for Education,CAFCASS,15/11/2012,Telephony Managed Service,HQ,DSGi Business,PINV/00339767,"63,264.00",Equanet Margin
Department for Education,CAFCASS,19/11/2012,Other Fees/Services,HQ,Mendas Ltd,PINV/00339947,"25,920.00",Mendas Online Assessment Part 1
Department for Education,CAFCASS,20/11/2012,Rent,HQ,Zurich Assurance Ltd,PINVP/00000677,"23,387.40",SLOUGH RENT/SERV CHG 25/12/12-24/03/13
Department for Education,CAFCASS,20/11/2012,Service Charge,HQ,Zurich Assurance Ltd,PINVP/00000677,"11,216.72",SLOUGH RENT/SERV CHG 25/12/12-24/03/13
Department for Education,CAFCASS,22/11/2012,Membership of Prof. Body Fees,Op Service Areas,TCSW t/a The College of Social Work,PINV/00340135,"43,710.00",Corporate Membership for Cafcass
Department for Education,CAFCASS,22/11/2012,Rent,HQ,Department for Education,PINVP/00000678,"35,077.25",RUNCORN RENT 01/10/12-31/12/12
Department for Education,CAFCASS,22/11/2012,Rent,HQ,Department for Education,PINVP/00000679,"137,599.50",SANCTUARY BLG RENT 01/10/12-31/12/12
Department for Education,CAFCASS,22/11/2012,Temporary Business Support Staff,HQ,Office Angels Ltd,PINV/00340176,"25,046.00",Temporary Staff Timesheets
Department for Education,CAFCASS,22/11/2012,Temporary Business Support Staff,Op Service Areas,Office Angels Ltd,PINV/00340176,459.90,Temporary Staff Timesheets
Department for Education,CAFCASS,23/11/2012,Rent,HQ,University of Warwick Science Park,PINVP/00000682,"89,428.50",COVENTRY NBC RENT 29/09-24/12/12
Department for Education,CAFCASS,27/11/2012,Telephony Managed Service,HQ,Indigo Telecom Group Ltd,PINV/00340326,"75,552.00",VoIP Services for November 2012
Department for Education,CAFCASS,28/11/2012,Mobile Call Charges,HQ,Vodafone,CINV/00000160,"1,636.62",Vodafone November 2012
Department for Education,CAFCASS,28/11/2012,Mobile Call Charges,Op Service Areas,Vodafone,CINV/00000160,"31,488.22",Vodafone November 2012
Department for Education,CAFCASS,28/11/2012,Mobile Phone Rental,HQ,Vodafone,CINV/00000160,"2,355.07",Vodafone November 2012
Department for Education,CAFCASS,28/11/2012,Mobile Phone Rental,Op Service Areas,Vodafone,CINV/00000160,"29,995.13",Vodafone November 2012
Department for Education,CAFCASS,29/11/2012,Rent,HQ,Stiles Harold Williams Ltd,PINVP/00000692,"29,970.00",CROYDON RENT 25/12/12-24/03/13
Department for Education,CAFCASS,04/12/2012,Travel and Subs - UK (Non-Taxable),HQ,Redfern Travel Limited,CINV/00000166,"31,971.06",Redfern November 12
Department for Education,CAFCASS,04/12/2012,Travel and Subs - UK (Non-Taxable),Op Service Areas,Redfern Travel Limited,CINV/00000166,"60,142.76",Redfern November 12
