Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,05/11/2013,Computing Operation Costs,Information Management,ACCENTURE,600083219,220446.98,788629066
Dept of Health,MHRA,05/11/2013,IT Purchases,Information Management,ACCENTURE,600083229,31222.52,788629066
Dept of Health,MHRA,05/11/2013,Computing Operation Costs,Information Management,ACCENTURE,600083251,29256.00,788629066
Dept of Health,MHRA,05/11/2013,Capital Expenditure,Information Management,ACCENTURE,600083462,252161.58,788629066
Dept of Health,MHRA,05/11/2013,Training inc T&S,Information Management,ORACLE CORPORATION UK LIMITED,600083464,28684.80,391313073
Dept of Health,MHRA,05/11/2013,Computing Operation Costs,Information Management,ACCENTURE,600083574,539820.00,788629066
Dept of Health,MHRA,05/11/2013,Third Party IT Contracts,Information Management,ACCENTURE,600083575,66239.60,788629066
Dept of Health,MHRA,05/11/2013,Capital Expenditure,Information Management,ACCENTURE,600083576,54333.95,788629066
Dept of Health,MHRA,05/11/2013,Capital Expenditure,Information Management,ACCENTURE,600083577,44604.86,788629066
Dept of Health,MHRA,05/11/2013,Laboratory,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600083467,346472.40,674056721
Dept of Health,MHRA,06/11/2013,Third Party IT Contracts,Information Management,ACCENTURE,600083640,84022.00,788629066
Dept of Health,MHRA,06/11/2013,Capital Expenditure,Information Management,ACCENTURE,600083641,54333.95,788629066
Dept of Health,MHRA,06/11/2013,Computing Operation Costs,Information Management,ACCENTURE,600083642,539820.00,788629066
Dept of Health,MHRA,08/11/2013,Professional Services,Operations & Finance,PUBLIC HEALTH ENGLAND,600083746,183000.00,888849628
Dept of Health,MHRA,11/11/2013,UK Miscellaneous T&S,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600083781,9.56,413640679
Dept of Health,MHRA,11/11/2013,UK Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600083781,559.94,413640679
Dept of Health,MHRA,11/11/2013,UK Rail/Tube/Tram,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600083781,670.52,413640679
Dept of Health,MHRA,11/11/2013,Overseas Air,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600083781,7627.76,413640679
Dept of Health,MHRA,11/11/2013,Overseas Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600083781,7.53,413640679
Dept of Health,MHRA,11/11/2013,UK Miscellaneous T&S,Communications,HOGG ROBINSON LTD,600083781,9.56,413640679
Dept of Health,MHRA,11/11/2013,UK Hotel/Accommodation,Communications,HOGG ROBINSON LTD,600083781,123.53,413640679
Dept of Health,MHRA,11/11/2013,UK Rail/Tube/Tram,Communications,HOGG ROBINSON LTD,600083781,450.01,413640679
Dept of Health,MHRA,11/11/2013,UK Rail/Tube/Tram,Directorate,HOGG ROBINSON LTD,600083781,38.63,413640679
Dept of Health,MHRA,11/11/2013,UK Miscellaneous T&S,Human Resources,HOGG ROBINSON LTD,600083781,9.56,413640679
Dept of Health,MHRA,11/11/2013,UK Rail/Tube/Tram,Human Resources,HOGG ROBINSON LTD,600083781,185.07,413640679
Dept of Health,MHRA,11/11/2013,UK Rail/Tube/Tram,Information Management,HOGG ROBINSON LTD,600083781,188.00,413640679
Dept of Health,MHRA,11/11/2013,Overseas Air,Information Management,HOGG ROBINSON LTD,600083781,3753.53,413640679
Dept of Health,MHRA,11/11/2013,Overseas Hotel/Accommodation,Information Management,HOGG ROBINSON LTD,600083781,30.27,413640679
Dept of Health,MHRA,11/11/2013,UK Miscellaneous T&S,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600083781,105.16,413640679
Dept of Health,MHRA,11/11/2013,UK Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600083781,2114.15,413640679
Dept of Health,MHRA,11/11/2013,UK Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600083781,12501.11,413640679
Dept of Health,MHRA,11/11/2013,UK Parking,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600083781,8.44,413640679
Dept of Health,MHRA,11/11/2013,UK Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600083781,3973.32,413640679
Dept of Health,MHRA,11/11/2013,UK Rail/Tube/Tram,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600083781,19128.74,413640679
