Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,10/05/2011,IT Purchases,Information Management,ACCENTURE,600063172,45365.68,788629066
Dept of Health,MHRA,10/05/2011,Computing Operation Costs,Information Management,ACCENTURE,600063173,692808.18,788629066
Dept of Health,MHRA,17/05/2011,Professional Services,Information Management,GARTNER UK LTD,600063267,59700.00,635878884
Dept of Health,MHRA,17/05/2011,Capital Expenditure,Information Management,ACCENTURE,600063282,84998.87,788629066
Dept of Health,MHRA,17/05/2011,Capital Expenditure,Information Management,ACCENTURE,600063283,53737.79,788629066
Dept of Health,MHRA,17/05/2011,Capital Expenditure,Information Management,ACCENTURE,600063284,61715.30,788629066
Dept of Health,MHRA,23/05/2011,Solicitors,"Inspection, Enforcement & Standards",DEPARTMENT FOR WORK & PENSIONS,600063399,96323.11,888815554
Dept of Health,MHRA,23/05/2011,Solicitors,"Inspection, Enforcement & Standards",DEPARTMENT FOR WORK & PENSIONS,600063403,95438.93,888815554
Dept of Health,MHRA,25/05/2011,Solicitors,Policy,DEPARTMENT FOR WORK & PENSIONS,600063012,341284.90,888815554
Dept of Health,MHRA,26/05/2011,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600063552,2153.00,662428530
Dept of Health,MHRA,26/05/2011,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600063552,586.57,662428530
Dept of Health,MHRA,26/05/2011,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600063552,59235.33,662428530
Dept of Health,MHRA,26/05/2011,Overseas Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600063552,269.31,662428530
Dept of Health,MHRA,26/05/2011,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600063552,5626.74,662428530
Dept of Health,MHRA,26/05/2011,Overseas Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600063552,980.03,662428530
Dept of Health,MHRA,26/05/2011,Overseas Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600063552,5027.74,662428530
Dept of Health,MHRA,26/05/2011,Overseas Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600063552,3147.43,662428530
Dept of Health,MHRA,26/05/2011,Overseas Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600063552,129.61,662428530
Dept of Health,MHRA,26/05/2011,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600063552,90.00,662428530
Dept of Health,MHRA,26/05/2011,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600063552,58.40,662428530
Dept of Health,MHRA,26/05/2011,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600063552,7271.40,662428530
Dept of Health,MHRA,26/05/2011,UK Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600063552,155.28,662428530
Dept of Health,MHRA,26/05/2011,UK Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600063552,36.00,662428530
Dept of Health,MHRA,26/05/2011,UK Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600063552,18.00,662428530
Dept of Health,MHRA,26/05/2011,UK Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600063552,27.00,662428530
Dept of Health,MHRA,26/05/2011,UK Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600063552,1003.37,662428530
Dept of Health,MHRA,26/05/2011,UK Travel & Subsistence,Human Resources,FCM TRAVEL SOLUTIONS,600063552,247.00,662428530
Dept of Health,MHRA,26/05/2011,UK Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600063552,34.50,662428530
Dept of Health,MHRA,26/05/2011,Committees Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600063552,363.49,662428530
Dept of Health,MHRA,26/05/2011,Training inc T&S,Medical Devices,FCM TRAVEL SOLUTIONS,600063552,178.10,662428530
Dept of Health,MHRA,27/05/2011,Telecommunications,Information Management,BUYING SOLUTIONS,600063209,90852.30,GD103
Dept of Health,MHRA,27/05/2011,Premises Rental,Operations & Finance,ZURICH ASSURANCE LTD,600063557,30000.00,107831677
Dept of Health,MHRA,27/05/2011,Service Charge,Operations & Finance,ZURICH ASSURANCE LTD,600063557,15912.92,107831677
