Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,13/01/2016,Application Services and Maintenance,Information Management,INFORMATION MANAGEMENT GROUP LTD,600100701,57600,805613449
Dept of Health,MHRA,18/01/2016,UK Rail/Tube/Tram,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600100781,123.14,413640679
Dept of Health,MHRA,18/01/2016,UK Hotel/Accommodation,Communications,HOGG ROBINSON LTD,600100781,96.88,413640679
Dept of Health,MHRA,18/01/2016,UK Rail/Tube/Tram,Communications,HOGG ROBINSON LTD,600100781,797.08,413640679
Dept of Health,MHRA,18/01/2016,Overseas Hotel/Accommodation,Communications,HOGG ROBINSON LTD,600100781,9.65,413640679
Dept of Health,MHRA,18/01/2016,Overseas Rail/Tram,Communications,HOGG ROBINSON LTD,600100781,258.55,413640679
Dept of Health,MHRA,18/01/2016,UK Hotel/Accommodation,Directorate,HOGG ROBINSON LTD,600100781,6.64,413640679
Dept of Health,MHRA,18/01/2016,UK Rail/Tube/Tram,Human Resources,HOGG ROBINSON LTD,600100781,122.34,413640679
Dept of Health,MHRA,18/01/2016,UK Rail/Tube/Tram,Information Management,HOGG ROBINSON LTD,600100781,65.72,413640679
Dept of Health,MHRA,18/01/2016,UK Miscellaneous T&S,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600100781,9.56,413640679
Dept of Health,MHRA,18/01/2016,UK Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600100781,1517.42,413640679
Dept of Health,MHRA,18/01/2016,UK Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600100781,14693.76,413640679
Dept of Health,MHRA,18/01/2016,UK Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600100781,2603.04,413640679
Dept of Health,MHRA,18/01/2016,UK Rail/Tube/Tram,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600100781,13023.76,413640679
Dept of Health,MHRA,18/01/2016,Overseas Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600100781,54095.84,413640679
