Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,10/01/2012,Library,Communications,SWETS INTERNATIONAL SERVICES LTD,600068282,146227.82,749957067
Dept of Health,MHRA,10/01/2012,UK Travel & Subsistence,Operations & Finance,FCM TRAVEL SOLUTIONS,600068357,54069.72,662428530
Dept of Health,MHRA,10/01/2012,UK Travel & Subsistence,Operations & Finance,FCM TRAVEL SOLUTIONS,600068404,-54069.72,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600068405,476.15,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600068405,4757.85,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600068405,25582.43,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600068405,5044.46,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600068405,1462.56,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600068405,-2259.12,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600068405,6033.06,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600068405,204.00,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600068405,708.90,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600068405,17419.56,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600068405,60.65,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600068405,77.00,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600068405,1227.38,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600068386,281.61,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600068386,40990.16,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600068386,4082.51,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600068386,179.00,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600068386,107.89,662428530
Dept of Health,MHRA,11/01/2012,Overseas Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600068386,69.00,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600068386,18.00,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600068386,8761.35,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600068386,-265.00,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600068386,9.00,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,Operations & Finance,FCM TRAVEL SOLUTIONS,600068386,-36.00,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600068386,9.00,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600068386,-200.70,662428530
Dept of Health,MHRA,11/01/2012,UK Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600068386,19.90,662428530
Dept of Health,MHRA,16/01/2012,Computing Operation Costs,Information Management,ACCENTURE,600068353,667902.36,788629066
Dept of Health,MHRA,16/01/2012,Capital Expenditure,Information Management,ACCENTURE,600068466,144837.60,788629066
Dept of Health,MHRA,16/01/2012,Capital Expenditure,Information Management,ACCENTURE,600068467,88697.57,788629066
Dept of Health,MHRA,16/01/2012,Third Party IT Contracts,Information Management,ACCENTURE,600068468,70906.93,788629066
Dept of Health,MHRA,16/01/2012,IT Purchases,Information Management,ACCENTURE,600068472,40994.57,788629066
Dept of Health,MHRA,24/01/2012,Capital Expenditure,Operations & Finance,AUDIO VISUAL MACHINES LTD,600068616,43634.70,536094931
Dept of Health,MHRA,27/01/2012,Facilities Management,Operations & Finance,BIS,600068715,135071.74,888825550
