Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,03/10/2013,Capital Expenditure,Clinical Practice Research Datalink,ACCENTURE,600082813,139920.00,788629066
Dept of Health,MHRA,03/10/2013,IT Purchases,Information Management,ACCENTURE,600082700,246349.43,788629066
Dept of Health,MHRA,08/10/2013,Telecommunications,Information Management,VODAFONE CORPORATE LIMITED,600082845,26336.30,569953277
Dept of Health,MHRA,08/10/2013,Solicitors,Policy,DEPARTMENT FOR WORK & PENSIONS,600082752,171716.40,888815554
Dept of Health,MHRA,15/10/2013,Cost of Seminars,Communications,CALDER,600083014,54000.00,482027849
Dept of Health,MHRA,25/10/2013,Professional Services,Operations & Finance,PUBLIC HEALTH ENGLAND,600083395,153810.69,888849628
Dept of Health,MHRA,25/10/2013,UK Miscellaneous T&S,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600083314,68.42,413640679
Dept of Health,MHRA,25/10/2013,UK Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600083314,295.65,413640679
Dept of Health,MHRA,25/10/2013,UK Rail/Tube/Tram,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600083314,1001.15,413640679
Dept of Health,MHRA,25/10/2013,Overseas Air,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600083314,2550.56,413640679
Dept of Health,MHRA,25/10/2013,Overseas Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600083314,29.48,413640679
Dept of Health,MHRA,25/10/2013,UK Miscellaneous T&S,Communications,HOGG ROBINSON LTD,600083314,9.56,413640679
Dept of Health,MHRA,25/10/2013,UK Hotel/Accommodation,Communications,HOGG ROBINSON LTD,600083314,10.87,413640679
Dept of Health,MHRA,25/10/2013,UK Rail/Tube/Tram,Communications,HOGG ROBINSON LTD,600083314,644.37,413640679
Dept of Health,MHRA,25/10/2013,UK Miscellaneous T&S,Directorate,HOGG ROBINSON LTD,600083314,9.56,413640679
Dept of Health,MHRA,25/10/2013,UK Hotel/Accommodation,Directorate,HOGG ROBINSON LTD,600083314,594.15,413640679
Dept of Health,MHRA,25/10/2013,UK Miscellaneous T&S,Human Resources,HOGG ROBINSON LTD,600083314,9.56,413640679
Dept of Health,MHRA,25/10/2013,UK Rail/Tube/Tram,Human Resources,HOGG ROBINSON LTD,600083314,157.76,413640679
Dept of Health,MHRA,25/10/2013,UK Miscellaneous T&S,Information Management,HOGG ROBINSON LTD,600083314,28.18,413640679
Dept of Health,MHRA,25/10/2013,UK Hotel/Accommodation,Information Management,HOGG ROBINSON LTD,600083314,3.02,413640679
Dept of Health,MHRA,25/10/2013,UK Private Vehicle Hire,Information Management,HOGG ROBINSON LTD,600083314,8.44,413640679
