Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,02/08/2011,External Audit,Operations & Finance,NATIONAL AUDIT OFFICE,600064859,87500.00,417632457
Dept of Health,MHRA,04/08/2011,Laboratory,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600064907,277200.00,674056721
Dept of Health,MHRA,08/08/2011,Capital Expenditure,Information Management,AUDIO VISUAL MACHINES LTD,600064994,44996.40,536094931
Dept of Health,MHRA,08/08/2011,Computing Operation Costs,Information Management,ACCENTURE,600065024,692355.61,788629066
Dept of Health,MHRA,08/08/2011,IT Purchases,Information Management,ACCENTURE,600065025,147708.84,788629066
Dept of Health,MHRA,08/08/2011,Capital Expenditure,Information Management,ACCENTURE,600065036,61715.30,788629066
Dept of Health,MHRA,08/08/2011,Capital Expenditure,Information Management,ACCENTURE,600065037,84998.87,788629066
Dept of Health,MHRA,08/08/2011,Capital Expenditure,Information Management,ACCENTURE,600065038,53737.79,788629066
Dept of Health,MHRA,09/08/2011,Rates,Operations & Finance,WANDSWORTH BOROUGH COUNCIL,600063542,-278182.00,216259470
Dept of Health,MHRA,09/08/2011,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600065153,2317.06,662428530
Dept of Health,MHRA,09/08/2011,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600065153,5985.65,662428530
Dept of Health,MHRA,09/08/2011,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600065153,66849.97,662428530
Dept of Health,MHRA,09/08/2011,Overseas Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600065153,168.10,662428530
Dept of Health,MHRA,09/08/2011,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600065153,327.30,662428530
Dept of Health,MHRA,09/08/2011,Overseas Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600065153,4049.52,662428530
Dept of Health,MHRA,09/08/2011,Overseas Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600065153,27.00,662428530
Dept of Health,MHRA,09/08/2011,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600065153,315.80,662428530
Dept of Health,MHRA,09/08/2011,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600065153,179.70,662428530
Dept of Health,MHRA,09/08/2011,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600065153,9230.73,662428530
Dept of Health,MHRA,09/08/2011,UK Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600065153,294.70,662428530
Dept of Health,MHRA,09/08/2011,UK Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600065153,267.80,662428530
Dept of Health,MHRA,09/08/2011,UK Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600065153,1990.41,662428530
Dept of Health,MHRA,09/08/2011,UK Travel & Subsistence,Human Resources,FCM TRAVEL SOLUTIONS,600065153,163.80,662428530
Dept of Health,MHRA,09/08/2011,UK Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600065153,23.50,662428530
Dept of Health,MHRA,11/08/2011,Laboratory,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600064905,305100.00,674056721
Dept of Health,MHRA,11/08/2011,Dividend Payable,Operations & Finance,DEPARTMENT OF HEALTH,600065178,2271000.00,888815064
