Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,09/06/2010,Library,Communications,SWETS INTERNATIONAL SERVICES LTD,600055441,37650.66,749957067
Dept of Health,MHRA,11/06/2010,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600055520,1953.61,662428530
Dept of Health,MHRA,11/06/2010,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600055520,1667.22,662428530
Dept of Health,MHRA,11/06/2010,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600055520,61193.23,662428530
Dept of Health,MHRA,11/06/2010,Overseas Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600055520,679.86,662428530
Dept of Health,MHRA,11/06/2010,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600055520,3637.08,662428530
Dept of Health,MHRA,11/06/2010,Overseas Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600055520,15566.00,662428530
Dept of Health,MHRA,11/06/2010,Overseas Travel & Subsistence,Devices Medical,FCM TRAVEL SOLUTIONS,600055520,-3504.90,662428530
Dept of Health,MHRA,11/06/2010,Overseas Travel & Subsistence,Devices Technology & Safety,FCM TRAVEL SOLUTIONS,600055520,128.98,662428530
Dept of Health,MHRA,11/06/2010,Overseas Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600055520,644.17,662428530
Dept of Health,MHRA,11/06/2010,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600055520,105.51,662428530
Dept of Health,MHRA,11/06/2010,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600055520,150.60,662428530
Dept of Health,MHRA,11/06/2010,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600055520,5310.54,662428530
Dept of Health,MHRA,11/06/2010,UK Travel & Subsistence,Operations & Finance,FCM TRAVEL SOLUTIONS,600055520,35.25,662428530
Dept of Health,MHRA,11/06/2010,UK Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600055520,6.00,662428530
Dept of Health,MHRA,11/06/2010,UK Travel & Subsistence,Devices Medical,FCM TRAVEL SOLUTIONS,600055520,192.90,662428530
Dept of Health,MHRA,11/06/2010,UK Travel & Subsistence,Devices Technology & Safety,FCM TRAVEL SOLUTIONS,600055520,960.45,662428530
Dept of Health,MHRA,11/06/2010,Committees Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600055520,360.88,662428530
Dept of Health,MHRA,11/06/2010,Training inc T&S,"Inspection, Enforcement & Standards",MACDONALD - SWAN'S NEST HOTEL,600055336,36425.00,817051940
Dept of Health,MHRA,11/06/2010,IT Purchases,Information Management,ACCENTURE,600055532,111319.36,788629066
Dept of Health,MHRA,11/06/2010,Capital Expenditure,Information Management,ACCENTURE,600055542,37025.04,788629066
Dept of Health,MHRA,11/06/2010,Professional Services,Operations & Finance,EC HARRIS LLP,600055528,48451.13,660476038
Dept of Health,MHRA,11/06/2010,Premises Rental,Operations & Finance,BNP PARIBAS REAL ESTATE,600055579,32364.27,
Dept of Health,MHRA,11/06/2010,Premises Rental,Operations & Finance,BNP PARIBAS REAL ESTATE,600055581,64951.80,
Dept of Health,MHRA,15/06/2010,Premises Rental,Operations & Finance,BNP PARIBAS REAL ESTATE,600055750,881250.00,
Dept of Health,MHRA,17/06/2010,Computing Accenture Costs,Information Management,ACCENTURE,600055543,671030.93,788629066
Dept of Health,MHRA,17/06/2010,Out of Hours IT Work,Information Management,ACCENTURE,600055564,41369.13,788629066
Dept of Health,MHRA,24/06/2010,Laboratory,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600055845,39950.00,674056721
Dept of Health,MHRA,24/06/2010,IT Purchases,Information Management,ACCENTURE,600055837,31452.42,788629066
Dept of Health,MHRA,24/06/2010,Capital Expenditure,Operations & Finance,OFFICE PROJECTS LIMITED (OPL),600055706,557189.45,648993175
Dept of Health,MHRA,25/06/2010,Service Charge,Operations & Finance,BNP PARIBAS REAL ESTATE,600055552,463546.54,
Dept of Health,MHRA,25/06/2010,Service Charge,Operations & Finance,BNP PARIBAS REAL ESTATE,600055553,36928.69,
Dept of Health,MHRA,30/06/2010,Rates,Operations & Finance,WANDSWORTH BOROUGH COUNCIL,600053773,103609.00,216259470
Dept of Health,MHRA,30/06/2010,Building Maintenance & Utilities,Operations & Finance,BNP PARIBAS REAL ESTATE,600055558,44251.60,
Dept of Health,MHRA,30/06/2010,Service Charge,Operations & Finance,ATLAS MANAGEMENT CORPORATION,600034264,315490.77,805487615
Dept of Health,MHRA,30/06/2010,Service Charge,Operations & Finance,ATLAS MANAGEMENT CORPORATION,600034656,254354.22,805487615
