Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,07/08/2012,Computing Operation Costs,Information Management,ACCENTURE,600073637,754006.81,788629066
Dept of Health,MHRA,08/08/2012,Third Party IT Contracts,Information Management,ACCENTURE,600073645,63424.80,788629066
Dept of Health,MHRA,08/08/2012,Third Party IT Contracts,Information Management,ACCENTURE,600073647,80047.68,788629066
Dept of Health,MHRA,08/08/2012,Third Party IT Contracts,Information Management,ACCENTURE,600073648,56932.60,788629066
Dept of Health,MHRA,08/08/2012,Capital Expenditure,Information Management,ACCENTURE,600073649,204349.84,788629066
Dept of Health,MHRA,09/08/2012,Third Party IT Contracts,Information Management,ACCENTURE,600073646,53106.00,788629066
Dept of Health,MHRA,10/08/2012,Dividend Payable,Operations & Finance,DEPARTMENT OF HEALTH,600073726,3094000.00,888815064
Dept of Health,MHRA,14/08/2012,Overseas Air,Clinical Practice Research Datalink,FCM TRAVEL SOLUTIONS,600072806,1851.35,662428530
Dept of Health,MHRA,14/08/2012,Overseas Rail/Tram,Clinical Practice Research Datalink,FCM TRAVEL SOLUTIONS,600072806,152.00,662428530
Dept of Health,MHRA,14/08/2012,UK Air,Directorate,FCM TRAVEL SOLUTIONS,600072806,20.00,662428530
Dept of Health,MHRA,14/08/2012,Overseas Air,Directorate,FCM TRAVEL SOLUTIONS,600072806,35.00,662428530
Dept of Health,MHRA,14/08/2012,UK Rail/Tube/Tram,Information Management,FCM TRAVEL SOLUTIONS,600072806,31.40,662428530
Dept of Health,MHRA,14/08/2012,UK Air,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600072806,3328.32,662428530
Dept of Health,MHRA,14/08/2012,UK Rail/Tube/Tram,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600072806,10363.65,662428530
Dept of Health,MHRA,14/08/2012,Overseas Air,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600072806,70096.56,662428530
Dept of Health,MHRA,14/08/2012,Overseas Hotel/Accommodation,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600072806,839.73,662428530
Dept of Health,MHRA,14/08/2012,Overseas Private Vehicle Hire,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600072806,1230.76,662428530
Dept of Health,MHRA,14/08/2012,Passport/Visa,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600072806,443.20,662428530
Dept of Health,MHRA,14/08/2012,Overseas Air,Licensing,FCM TRAVEL SOLUTIONS,600072806,352.37,662428530
Dept of Health,MHRA,14/08/2012,Overseas Rail/Tram,Licensing,FCM TRAVEL SOLUTIONS,600072806,229.00,662428530
Dept of Health,MHRA,14/08/2012,UK Air,Medical Devices,FCM TRAVEL SOLUTIONS,600072806,519.17,662428530
