Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,06/01/2014,Staff Restaurant,Facilities & Estates,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS,600084925,35667.02,888825550
Dept of Health,MHRA,06/01/2014,Capital Expenditure,Information Management,ACCENTURE,600084940,252161.58,788629066
Dept of Health,MHRA,06/01/2014,Third Party IT Contracts,Information Management,ACCENTURE,600084952,84022.00,788629066
Dept of Health,MHRA,08/01/2014,Third Party IT Contracts,Information Management,ACCENTURE,600085046,25172.70,788629066
Dept of Health,MHRA,08/01/2014,Computing Operation Costs,Information Management,ACCENTURE,600085048,220446.98,788629066
Dept of Health,MHRA,08/01/2014,Capital Expenditure,Information Management,ACCENTURE,600085050,141564.17,788629066
Dept of Health,MHRA,08/01/2014,Computing Operation Costs,Information Management,ACCENTURE,600085092,29256.00,788629066
Dept of Health,MHRA,10/01/2014,Computing Operation Costs,Information Management,ACCENTURE,600085069,539820.00,788629066
Dept of Health,MHRA,13/01/2014,Capital Expenditure,Information Management,ACCENTURE,600084977,54333.95,788629066
Dept of Health,MHRA,13/01/2014,Solicitors,Policy,DEPARTMENT FOR WORK & PENSIONS,600084945,171716.40,888815554
Dept of Health,MHRA,13/01/2014,UK Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600085081,518.12,413640679
Dept of Health,MHRA,13/01/2014,Overseas Air,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600085081,127.69,413640679
Dept of Health,MHRA,13/01/2014,Overseas Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600085081,3.02,413640679
Dept of Health,MHRA,13/01/2014,UK Miscellaneous T&S,Communications,HOGG ROBINSON LTD,600085081,9.56,413640679
Dept of Health,MHRA,13/01/2014,UK Rail/Tube/Tram,Communications,HOGG ROBINSON LTD,600085081,202.16,413640679
Dept of Health,MHRA,13/01/2014,UK Hotel/Accommodation,Directorate,HOGG ROBINSON LTD,600085081,15.70,413640679
Dept of Health,MHRA,13/01/2014,UK Rail/Tube/Tram,Directorate,HOGG ROBINSON LTD,600085081,16.37,413640679
Dept of Health,MHRA,13/01/2014,UK Miscellaneous T&S,Human Resources,HOGG ROBINSON LTD,600085081,19.12,413640679
Dept of Health,MHRA,13/01/2014,UK Rail/Tube/Tram,Human Resources,HOGG ROBINSON LTD,600085081,74.97,413640679
Dept of Health,MHRA,13/01/2014,UK Rail/Tube/Tram,Information Management,HOGG ROBINSON LTD,600085081,194.30,413640679
Dept of Health,MHRA,13/01/2014,Overseas Air,Information Management,HOGG ROBINSON LTD,600085081,206.24,413640679
Dept of Health,MHRA,13/01/2014,Passport/Visa,Information Management,HOGG ROBINSON LTD,600085081,232.89,413640679
