Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,01/05/2012,Capital Expenditure,Operations & Finance,OFFICE PROJECTS LIMITED (OPL),600070694,83904.52,648993175
Dept of Health,MHRA,03/05/2012,UK Rail/Tube/Tram,Clinical Practice Research Datalink,FCM TRAVEL SOLUTIONS,600071381,128.00,662428530
Dept of Health,MHRA,03/05/2012,Overseas Air,Clinical Practice Research Datalink,FCM TRAVEL SOLUTIONS,600071381,9004.39,662428530
Dept of Health,MHRA,03/05/2012,UK Rail/Tube/Tram,Communications,FCM TRAVEL SOLUTIONS,600071381,49.00,662428530
Dept of Health,MHRA,03/05/2012,Overseas Air,Communications,FCM TRAVEL SOLUTIONS,600071381,131.64,662428530
Dept of Health,MHRA,03/05/2012,Overseas Air,Directorate,FCM TRAVEL SOLUTIONS,600071381,387.50,662428530
Dept of Health,MHRA,03/05/2012,Overseas Rail/Tram,Directorate,FCM TRAVEL SOLUTIONS,600071381,153.00,662428530
Dept of Health,MHRA,03/05/2012,Overseas Air,Information Management,FCM TRAVEL SOLUTIONS,600071381,1229.33,662428530
Dept of Health,MHRA,03/05/2012,UK Air,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600071381,2887.16,662428530
Dept of Health,MHRA,03/05/2012,UK Rail/Tube/Tram,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600071381,14568.35,662428530
Dept of Health,MHRA,03/05/2012,Overseas Air,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600071381,46519.63,662428530
Dept of Health,MHRA,03/05/2012,Overseas Private Vehicle Hire,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600071381,1752.78,662428530
Dept of Health,MHRA,03/05/2012,Overseas Rail/Tram,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600071381,399.00,662428530
Dept of Health,MHRA,03/05/2012,UK Rail/Tube/Tram,Licensing,FCM TRAVEL SOLUTIONS,600071381,56.60,662428530
Dept of Health,MHRA,03/05/2012,Overseas Air,Licensing,FCM TRAVEL SOLUTIONS,600071381,1227.53,662428530
Dept of Health,MHRA,03/05/2012,UK Air,Medical Devices,FCM TRAVEL SOLUTIONS,600071381,589.27,662428530
Dept of Health,MHRA,03/05/2012,UK Rail/Tube/Tram,Medical Devices,FCM TRAVEL SOLUTIONS,600071381,1117.75,662428530
Dept of Health,MHRA,03/05/2012,Overseas Air,Medical Devices,FCM TRAVEL SOLUTIONS,600071381,1226.08,662428530
Dept of Health,MHRA,03/05/2012,Overseas Hotel/Accommodation,Medical Devices,FCM TRAVEL SOLUTIONS,600071381,179.78,662428530
Dept of Health,MHRA,03/05/2012,Overseas Rail/Tram,Medical Devices,FCM TRAVEL SOLUTIONS,600071381,1002.00,662428530
Dept of Health,MHRA,03/05/2012,Overseas Air,Policy,FCM TRAVEL SOLUTIONS,600071381,1104.36,662428530
Dept of Health,MHRA,03/05/2012,Overseas Hotel/Accommodation,Policy,FCM TRAVEL SOLUTIONS,600071381,3480.14,662428530
Dept of Health,MHRA,03/05/2012,UK Rail/Tube/Tram,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600071381,219.50,662428530
Dept of Health,MHRA,03/05/2012,Overseas Air,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600071381,1476.37,662428530
Dept of Health,MHRA,03/05/2012,Overseas Rail/Tram,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600071381,233.00,662428530
Dept of Health,MHRA,15/05/2012,Capital Expenditure,Information Management,ACCENTURE,600071605,44648.30,788629066
Dept of Health,MHRA,15/05/2012,Third Party IT Contracts,Information Management,ACCENTURE,600071696,25401.60,788629066
Dept of Health,MHRA,16/05/2012,Cost of Seminars,Communications,IBIS EARLS COURT,600071637,39900.00,198502142
Dept of Health,MHRA,16/05/2012,Third Party IT Contracts,Information Management,ACCENTURE,600071615,42387.06,788629066
Dept of Health,MHRA,18/05/2012,Capital Expenditure,Information Management,ACCENTURE,600071606,29931.36,788629066
Dept of Health,MHRA,18/05/2012,Capital Expenditure,Information Management,ACCENTURE,600071619,47501.93,788629066
Dept of Health,MHRA,22/05/2012,Research,Clinical Practice Research Datalink,LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE,600071741,28309.32,233756066
Dept of Health,MHRA,28/05/2012,Service Charge,Operations & Finance,ZURICH ASSURANCE LTD,600071948,17128.31,107831677
Dept of Health,MHRA,28/05/2012,Premises Rental,Operations & Finance,ZURICH ASSURANCE LTD,600071948,30000.00,107831677
Dept of Health,MHRA,29/05/2012,IT Purchases,Information Management,ACCENTURE,600071873,27213.92,788629066
Dept of Health,MHRA,29/05/2012,Computing Operation Costs,Information Management,ACCENTURE,600071874,754006.81,788629066
