Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,07/03/2011,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600061617,254.43,662428530
Dept of Health,MHRA,07/03/2011,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600061617,3836.33,662428530
Dept of Health,MHRA,07/03/2011,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600061617,55686.00,662428530
Dept of Health,MHRA,07/03/2011,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600061617,1010.31,662428530
Dept of Health,MHRA,07/03/2011,Overseas Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600061617,799.80,662428530
Dept of Health,MHRA,07/03/2011,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600061617,18.00,662428530
Dept of Health,MHRA,07/03/2011,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600061617,213.40,662428530
Dept of Health,MHRA,07/03/2011,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600061617,5659.32,662428530
Dept of Health,MHRA,07/03/2011,UK Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600061617,310.00,662428530
Dept of Health,MHRA,07/03/2011,UK Travel & Subsistence,Devices Medical,FCM TRAVEL SOLUTIONS,600061617,177.50,662428530
Dept of Health,MHRA,07/03/2011,UK Travel & Subsistence,Devices Technology & Safety,FCM TRAVEL SOLUTIONS,600061617,771.40,662428530
Dept of Health,MHRA,07/03/2011,Committees Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600061617,122.15,662428530
Dept of Health,MHRA,07/03/2011,Training inc T&S,Devices Technology & Safety,FCM TRAVEL SOLUTIONS,600061617,81.10,662428530
Dept of Health,MHRA,08/03/2011,IT Purchases,Information Management,ACCENTURE,600061624,25694.02,788629066
Dept of Health,MHRA,08/03/2011,Out of Hours IT Work,Information Management,ACCENTURE,600061625,692808.18,788629066
Dept of Health,MHRA,11/03/2011,Capital Expenditure,Information Management,ACCENTURE,600061686,55902.24,788629066
Dept of Health,MHRA,11/03/2011,Capital Expenditure,Information Management,ACCENTURE,600061688,84998.87,788629066
Dept of Health,MHRA,11/03/2011,Capital Expenditure,Information Management,CHARLES MCKENZIE CONSULTING LTD,600061744,48655.30,787087868
Dept of Health,MHRA,15/03/2011,Rates,Operations & Finance,WELWYN HATFIELD COUNCIL,600061892,38797.92,
Dept of Health,MHRA,17/03/2011,IT Purchases,Information Management,ACCENTURE,600061687,53737.79,788629066
Dept of Health,MHRA,17/03/2011,Capital Expenditure,Information Management,ACCENTURE,600061974,61715.30,788629066
Dept of Health,MHRA,17/03/2011,Capital Expenditure,Information Management,ACCENTURE,600061975,61715.30,788629066
Dept of Health,MHRA,17/03/2011,Interest Payable,Operations & Finance,DEPARTMENT OF HEALTH,600062000,46480.00,888815064
Dept of Health,MHRA,18/03/2011,Capital Expenditure,Information Management,ACCENTURE,600061690,553644.10,788629066
Dept of Health,MHRA,21/03/2011,Telecommunications,Information Management,EXPONENTIAL-E LIMITED,600061537,179349.59,798572653
Dept of Health,MHRA,21/03/2011,Premises Rental,Operations & Finance,BNP PARIBAS REAL ESTATE,600062027,70264.50,
Dept of Health,MHRA,21/03/2011,Solicitors,Policy,DEPARTMENT FOR WORK & PENSIONS,600062092,296550.28,888815554
Dept of Health,MHRA,23/03/2011,Third Party IT Contracts,Information Management,ACCENTURE,600062122,31477.87,788629066
Dept of Health,MHRA,23/03/2011,Facilities Management,Operations & Finance,DEPARTMENT OF HEALTH,600061680,34182.82,888815064
Dept of Health,MHRA,24/03/2011,Capital Expenditure,Information Management,ACCENTURE,600062174,26361.76,788629066
Dept of Health,MHRA,25/03/2011,Capital Expenditure,Operations & Finance,OFFICE PROJECTS LIMITED (OPL),600061992,315817.56,648993175
Dept of Health,MHRA,25/03/2011,Capital Expenditure,Operations & Finance,HERMAN MILLER,600062181,132338.65,543212088
Dept of Health,MHRA,31/03/2011,Capital Expenditure,Operations & Finance,HERMAN MILLER,600062505,-112628.64,543212088
Dept of Health,MHRA,31/03/2011,Capital Expenditure,Operations & Finance,HERMAN MILLER,600062496,-485042.09,543212088
