Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,01/09/2010,Internal Audit,Operations & Finance,PRICEWATERHOUSECOOPERS LLP,600057557,32900.00,243823957
Dept of Health,MHRA,03/09/2010,Third Party IT Contracts,Information Management,ACCENTURE,600057650,89593.75,788629066
Dept of Health,MHRA,03/09/2010,Premises Rental,Operations & Finance,BNP PARIBAS REAL ESTATE,600057462,881250.00,
Dept of Health,MHRA,03/09/2010,Premises Rental,Operations & Finance,BNP PARIBAS REAL ESTATE,600057464,32364.27,
Dept of Health,MHRA,03/09/2010,Premises Rental,Operations & Finance,BNP PARIBAS REAL ESTATE,600057465,64951.80,
Dept of Health,MHRA,03/09/2010,Facilities Management,Operations & Finance,HERMAN MILLER,600057602,264194.36,543212088
Dept of Health,MHRA,06/09/2010,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600057667,4543.49,662428530
Dept of Health,MHRA,06/09/2010,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600057667,1385.09,662428530
Dept of Health,MHRA,06/09/2010,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600057667,61956.27,662428530
Dept of Health,MHRA,06/09/2010,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600057667,1125.00,662428530
Dept of Health,MHRA,06/09/2010,Overseas Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600057667,171.70,662428530
Dept of Health,MHRA,06/09/2010,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600057667,90.20,662428530
Dept of Health,MHRA,06/09/2010,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600057667,231.70,662428530
Dept of Health,MHRA,06/09/2010,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600057667,5001.38,662428530
Dept of Health,MHRA,06/09/2010,UK Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600057667,41.00,662428530
Dept of Health,MHRA,06/09/2010,UK Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600057667,47.50,662428530
Dept of Health,MHRA,06/09/2010,UK Travel & Subsistence,Operations & Finance,FCM TRAVEL SOLUTIONS,600057667,35.25,662428530
Dept of Health,MHRA,06/09/2010,UK Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600057667,173.00,662428530
Dept of Health,MHRA,06/09/2010,UK Travel & Subsistence,Devices Medical,FCM TRAVEL SOLUTIONS,600057667,516.00,662428530
Dept of Health,MHRA,06/09/2010,UK Travel & Subsistence,Devices Technology & Safety,FCM TRAVEL SOLUTIONS,600057667,1000.50,662428530
Dept of Health,MHRA,06/09/2010,UK Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600057667,99.60,662428530
Dept of Health,MHRA,06/09/2010,Committees Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600057667,-182.50,662428530
Dept of Health,MHRA,06/09/2010,Computing Accenture Costs,Information Management,ACCENTURE,600057644,700405.93,788629066
Dept of Health,MHRA,06/09/2010,Capital Expenditure,Operations & Finance,TSUNAMI AXIS LTD,600057665,120992.67,740021589
Dept of Health,MHRA,06/09/2010,Service Charge,Operations & Finance,BNP PARIBAS REAL ESTATE,600057680,360421.06,
Dept of Health,MHRA,07/09/2010,Professional Services,Operations & Finance,EC HARRIS LLP,600057690,35831.63,660476038
Dept of Health,MHRA,09/09/2010,Capital Expenditure,Information Management,ACCENTURE,600057760,37025.04,788629066
Dept of Health,MHRA,09/09/2010,Capital Expenditure,Operations & Finance,OFFICE PROJECTS LIMITED (OPL),600057758,1700071.76,648993175
Dept of Health,MHRA,17/09/2010,Capital Expenditure,Information Management,ACCENTURE,600057864,30051.80,788629066
Dept of Health,MHRA,17/09/2010,Capital Expenditure,Information Management,ACCENTURE,600057865,48834.18,788629066
Dept of Health,MHRA,17/09/2010,Building Maintenance & Utilities,Operations & Finance,BNP PARIBAS REAL ESTATE,600057881,44251.60,
Dept of Health,MHRA,27/09/2010,Rates,Operations & Finance,WANDSWORTH BOROUGH COUNCIL,600053777,103609.00,216259470
