Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,02/02/2012,Third Party IT Contracts,Information Management,EXTEDO IABG LIFE SCIENCES SOLUTIONS,600068824,28366.20,
Dept of Health,MHRA,02/02/2012,Interest Payable,Operations & Finance,DEPARTMENT OF HEALTH,600068910,46480.00,888815064
Dept of Health,MHRA,03/02/2012,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600068941,1156.87,662428530
Dept of Health,MHRA,03/02/2012,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600068941,326.00,662428530
Dept of Health,MHRA,03/02/2012,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600068941,37022.03,662428530
Dept of Health,MHRA,03/02/2012,Overseas Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600068941,162.00,662428530
Dept of Health,MHRA,03/02/2012,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600068941,772.78,662428530
Dept of Health,MHRA,03/02/2012,Overseas Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600068941,2574.07,662428530
Dept of Health,MHRA,03/02/2012,Overseas Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600068941,144.70,662428530
Dept of Health,MHRA,03/02/2012,Overseas Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600068941,2208.43,662428530
Dept of Health,MHRA,03/02/2012,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600068941,349.90,662428530
Dept of Health,MHRA,03/02/2012,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600068941,-16.00,662428530
Dept of Health,MHRA,03/02/2012,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600068941,13398.81,662428530
Dept of Health,MHRA,03/02/2012,UK Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600068941,336.60,662428530
Dept of Health,MHRA,03/02/2012,UK Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600068941,429.00,662428530
Dept of Health,MHRA,03/02/2012,UK Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600068941,136.60,662428530
Dept of Health,MHRA,03/02/2012,UK Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600068941,18.00,662428530
Dept of Health,MHRA,03/02/2012,UK Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600068941,1163.77,662428530
Dept of Health,MHRA,03/02/2012,UK Travel & Subsistence,Human Resources,FCM TRAVEL SOLUTIONS,600068941,14.60,662428530
Dept of Health,MHRA,03/02/2012,UK Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600068941,145.10,662428530
Dept of Health,MHRA,10/02/2012,IT Purchases,Information Management,ACCENTURE,600069079,54054.77,788629066
Dept of Health,MHRA,10/02/2012,Third Party IT Contracts,Information Management,ACCENTURE,600069083,90039.23,788629066
Dept of Health,MHRA,10/02/2012,Capital Expenditure,Information Management,ACCENTURE,600069084,70161.58,788629066
Dept of Health,MHRA,10/02/2012,Capital Expenditure,Information Management,ACCENTURE,600069085,28515.49,788629066
Dept of Health,MHRA,10/02/2012,Third Party IT Contracts,Information Management,ACCENTURE,600069087,55305.60,788629066
Dept of Health,MHRA,10/02/2012,Computing Operation Costs,Information Management,ACCENTURE,600069090,667902.36,788629066
Dept of Health,MHRA,17/02/2012,Out of Hours IT Work,Information Management,ACCENTURE,600069152,38898.14,788629066
Dept of Health,MHRA,23/02/2012,Reprographics,Operations & Finance,DEPARTMENT OF HEALTH,600062143,25140.78,888815064
Dept of Health,MHRA,23/02/2012,Premises Rental,Operations & Finance,ZURICH ASSURANCE LTD,600069298,45912.92,107831677
Dept of Health,MHRA,29/02/2012,Capital Expenditure,Operations & Finance,OFFICE PROJECTS LIMITED (OPL),600069227,89234.58,648993175
