Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,03/07/2014,Computing Operation Costs,Information Management,ACCENTURE,600089014,203930.5,788629066
Dept of Health,MHRA,03/07/2014,Computing Operation Costs,Information Management,ACCENTURE,600089015,30296.72,788629066
Dept of Health,MHRA,03/07/2014,Computing Operation Costs,Information Management,ACCENTURE,600089016,257054.4,788629066
Dept of Health,MHRA,03/07/2014,Computing Operation Costs,Information Management,ACCENTURE,600089017,280209.3,788629066
Dept of Health,MHRA,08/07/2014,Capital Expenditure,Information Management,ACCENTURE,600089152,120121.2,788629066
Dept of Health,MHRA,08/07/2014,IT Purchases,Information Management,ACCENTURE,600089156,32157.28,788629066
Dept of Health,MHRA,08/07/2014,Solicitors,Policy,TREASURY SOLICITOR'S DEPARTMENT,600089092,166200,888823066
Dept of Health,MHRA,09/07/2014,UK Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600089088,251.59,413640679
Dept of Health,MHRA,09/07/2014,UK Rail/Tube/Tram,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600089088,580.35,413640679
Dept of Health,MHRA,09/07/2014,Overseas Air,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600089088,573.22,413640679
Dept of Health,MHRA,09/07/2014,Overseas Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600089088,37.22,413640679
Dept of Health,MHRA,09/07/2014,Overseas Private Vehicle Hire,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600089088,5.04,413640679
Dept of Health,MHRA,09/07/2014,UK Miscellaneous T&S,Communications,HOGG ROBINSON LTD,600089088,76.48,413640679
Dept of Health,MHRA,09/07/2014,UK Hotel/Accommodation,Communications,HOGG ROBINSON LTD,600089088,233,413640679
Dept of Health,MHRA,09/07/2014,UK Rail/Tube/Tram,Communications,HOGG ROBINSON LTD,600089088,843.16,413640679
Dept of Health,MHRA,09/07/2014,UK Hotel/Accommodation,Directorate,HOGG ROBINSON LTD,600089088,1262.55,413640679
