Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,04/04/2011,IT Purchases,Information Management,ACCENTURE,600062474,92656.80,788629066
Dept of Health,MHRA,04/04/2011,IT Purchases,Information Management,ACCENTURE,600062473,135112.80,788629066
Dept of Health,MHRA,06/04/2011,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600062640,1812.49,662428530
Dept of Health,MHRA,06/04/2011,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600062640,1280.48,662428530
Dept of Health,MHRA,06/04/2011,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600062640,65692.09,662428530
Dept of Health,MHRA,06/04/2011,Overseas Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600062640,6839.58,662428530
Dept of Health,MHRA,06/04/2011,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600062640,1205.50,662428530
Dept of Health,MHRA,06/04/2011,Overseas Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600062640,743.98,662428530
Dept of Health,MHRA,06/04/2011,Overseas Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600062640,122.06,662428530
Dept of Health,MHRA,06/04/2011,Overseas Travel & Subsistence,Devices Technology & Safety,FCM TRAVEL SOLUTIONS,600062640,577.43,662428530
Dept of Health,MHRA,06/04/2011,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600062640,151.55,662428530
Dept of Health,MHRA,06/04/2011,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600062640,341.73,662428530
Dept of Health,MHRA,06/04/2011,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600062640,19206.81,662428530
Dept of Health,MHRA,06/04/2011,UK Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600062640,293.80,662428530
Dept of Health,MHRA,06/04/2011,UK Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600062640,320.50,662428530
Dept of Health,MHRA,06/04/2011,UK Travel & Subsistence,Devices Medical,FCM TRAVEL SOLUTIONS,600062640,422.50,662428530
Dept of Health,MHRA,06/04/2011,UK Travel & Subsistence,Devices Technology & Safety,FCM TRAVEL SOLUTIONS,600062640,3608.28,662428530
Dept of Health,MHRA,06/04/2011,UK Travel & Subsistence,Human Resources,FCM TRAVEL SOLUTIONS,600062640,28.00,662428530
Dept of Health,MHRA,06/04/2011,Training inc T&S,Devices Technology & Safety,FCM TRAVEL SOLUTIONS,600062640,660.15,662428530
Dept of Health,MHRA,06/04/2011,Stationery,Operations & Finance,BANNER BUSINESS SERVICES LTD,600062642,25182.16,731860439
Dept of Health,MHRA,08/04/2011,IT Purchases,Information Management,ACCENTURE,600062610,53737.79,788629066
Dept of Health,MHRA,08/04/2011,IT Purchases,Information Management,ACCENTURE,600062609,84998.87,788629066
Dept of Health,MHRA,08/04/2011,IT Purchases,Information Management,ACCENTURE,600062606,41194.32,788629066
Dept of Health,MHRA,08/04/2011,Computing Operation Costs,Information Management,ACCENTURE,600062608,692808.18,788629066
Dept of Health,MHRA,08/04/2011,IT Purchases,Information Management,ACCENTURE,600062605,61715.30,788629066
Dept of Health,MHRA,08/04/2011,Premises Rental,Operations & Finance,BIS,600062645,511460.66,888825550
Dept of Health,MHRA,14/04/2011,VAT Control,Operations & Finance,DEPARTMENT OF HEALTH,600062793,288420.21,888815064
Dept of Health,MHRA,21/04/2011,Telecommunications,Information Management,VODAFONE CORPORATE LIMITED,600062908,25386.42,569953277
Dept of Health,MHRA,28/04/2011,Capital Expenditure,Operations & Finance,OFFICE PROJECTS LIMITED (OPL),600062999,560231.59,648993175
