Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,15/11/2012,Solicitors,Information Management,SIMMONS & SIMMONS,600075538,29831.51,100200122
Dept of Health,MHRA,15/11/2012,IT Purchases,Information Management,ACCENTURE,600075689,33734.36,788629066
Dept of Health,MHRA,15/11/2012,Solicitors,Policy,DEPARTMENT FOR WORK & PENSIONS,600075722,190043.20,888815554
Dept of Health,MHRA,15/11/2012,Database Subscriptions,Vigilance and Risk Management of Medicines,IMS HEALTH,600075700,67569.60,678124612
Dept of Health,MHRA,15/11/2012,UK Miscellaneous T&S,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600075686,9.56,413640679
Dept of Health,MHRA,15/11/2012,UK Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600075686,10.86,413640679
Dept of Health,MHRA,15/11/2012,UK Rail/Tube/Tram,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600075686,1185.07,413640679
Dept of Health,MHRA,15/11/2012,Overseas Air,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600075686,568.43,413640679
Dept of Health,MHRA,15/11/2012,UK Hotel/Accommodation,Communications,HOGG ROBINSON LTD,600075686,229.36,413640679
Dept of Health,MHRA,15/11/2012,UK Rail/Tube/Tram,Communications,HOGG ROBINSON LTD,600075686,-1.19,413640679
Dept of Health,MHRA,15/11/2012,UK Rail/Tube/Tram,Directorate,HOGG ROBINSON LTD,600075686,469.41,413640679
Dept of Health,MHRA,15/11/2012,Overseas Air,Directorate,HOGG ROBINSON LTD,600075686,419.30,413640679
Dept of Health,MHRA,15/11/2012,UK Rail/Tube/Tram,Human Resources,HOGG ROBINSON LTD,600075686,33.34,413640679
Dept of Health,MHRA,15/11/2012,UK Miscellaneous T&S,Information Management,HOGG ROBINSON LTD,600075686,37.74,413640679
Dept of Health,MHRA,15/11/2012,Overseas Air,Information Management,HOGG ROBINSON LTD,600075686,9113.55,413640679
Dept of Health,MHRA,15/11/2012,Overseas Hotel/Accommodation,Information Management,HOGG ROBINSON LTD,600075686,5.53,413640679
Dept of Health,MHRA,15/11/2012,UK Miscellaneous T&S,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600075686,185.16,413640679
Dept of Health,MHRA,15/11/2012,UK Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600075686,2780.94,413640679
Dept of Health,MHRA,15/11/2012,UK Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600075686,13524.78,413640679
Dept of Health,MHRA,15/11/2012,UK Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600075686,1038.32,413640679
Dept of Health,MHRA,15/11/2012,UK Rail/Tube/Tram,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600075686,13907.94,413640679
Dept of Health,MHRA,15/11/2012,Overseas Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600075686,76793.53,413640679
Dept of Health,MHRA,15/11/2012,Overseas Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600075686,506.75,413640679
Dept of Health,MHRA,15/11/2012,Overseas Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600075686,60.40,413640679
