Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,05/03/2013,Staff Restaurant,Operations & Finance,BIS,600078092,141874.20,888825550
Dept of Health,MHRA,05/03/2013,Premises Rental,Operations & Finance,BIS,600078093,1350619.05,888825550
Dept of Health,MHRA,05/03/2013,Rates,Operations & Finance,BIS,600078093,617727.22,888825550
Dept of Health,MHRA,05/03/2013,Building Maintenance & Utilities,Operations & Finance,BIS,600078093,73407.05,888825550
Dept of Health,MHRA,05/03/2013,Cleaning,Operations & Finance,BIS,600078093,31790.49,888825550
Dept of Health,MHRA,05/03/2013,Security,Operations & Finance,BIS,600078093,39265.57,888825550
Dept of Health,MHRA,05/03/2013,Facilities Management,Operations & Finance,BIS,600078093,22167.63,888825550
Dept of Health,MHRA,11/03/2013,UK Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600078267,221.88,413640679
Dept of Health,MHRA,11/03/2013,UK Private Vehicle Hire,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600078267,115.78,413640679
Dept of Health,MHRA,11/03/2013,UK Rail/Tube/Tram,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600078267,980.63,413640679
Dept of Health,MHRA,11/03/2013,Overseas Air,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600078267,1483.74,413640679
Dept of Health,MHRA,11/03/2013,Overseas Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600078267,79.68,413640679
Dept of Health,MHRA,11/03/2013,UK Hotel/Accommodation,Communications,HOGG ROBINSON LTD,600078267,78.47,413640679
Dept of Health,MHRA,11/03/2013,UK Rail/Tube/Tram,Communications,HOGG ROBINSON LTD,600078267,284.32,413640679
Dept of Health,MHRA,11/03/2013,Overseas Air,Directorate,HOGG ROBINSON LTD,600078267,4151.65,413640679
Dept of Health,MHRA,11/03/2013,UK Rail/Tube/Tram,Human Resources,HOGG ROBINSON LTD,600078267,66.78,413640679
Dept of Health,MHRA,11/03/2013,UK Miscellaneous T&S,Information Management,HOGG ROBINSON LTD,600078267,30.18,413640679
Dept of Health,MHRA,11/03/2013,Overseas Air,Information Management,HOGG ROBINSON LTD,600078267,883.07,413640679
Dept of Health,MHRA,11/03/2013,Overseas Hotel/Accommodation,Information Management,HOGG ROBINSON LTD,600078267,114.98,413640679
Dept of Health,MHRA,11/03/2013,UK Miscellaneous T&S,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600078267,130.28,413640679
Dept of Health,MHRA,11/03/2013,UK Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600078267,3364.22,413640679
Dept of Health,MHRA,11/03/2013,UK Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600078267,15390.80,413640679
Dept of Health,MHRA,11/03/2013,UK Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600078267,2066.51,413640679
Dept of Health,MHRA,11/03/2013,UK Rail/Tube/Tram,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600078267,21416.20,413640679
Dept of Health,MHRA,11/03/2013,Overseas Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600078267,70101.17,413640679
Dept of Health,MHRA,11/03/2013,Overseas Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600078267,94.74,413640679
Dept of Health,MHRA,11/03/2013,Overseas Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600078267,1782.59,413640679
Dept of Health,MHRA,11/03/2013,Overseas Rail/Tram,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600078267,302.81,413640679
Dept of Health,MHRA,11/03/2013,Passport/Visa,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600078267,583.62,413640679
Dept of Health,MHRA,11/03/2013,UK Miscellaneous T&S,Licensing,HOGG ROBINSON LTD,600078267,9.56,413640679
Dept of Health,MHRA,11/03/2013,UK Hotel/Accommodation,Licensing,HOGG ROBINSON LTD,600078267,90.34,413640679
Dept of Health,MHRA,11/03/2013,UK Rail/Tube/Tram,Licensing,HOGG ROBINSON LTD,600078267,195.29,413640679
Dept of Health,MHRA,11/03/2013,Overseas Air,Licensing,HOGG ROBINSON LTD,600078267,3300.34,413640679
Dept of Health,MHRA,11/03/2013,Overseas Hotel/Accommodation,Licensing,HOGG ROBINSON LTD,600078267,25.96,413640679
Dept of Health,MHRA,11/03/2013,Overseas Rail/Tram,Licensing,HOGG ROBINSON LTD,600078267,431.58,413640679
Dept of Health,MHRA,11/03/2013,Committee T&S,Licensing,HOGG ROBINSON LTD,600078267,1007.85,413640679
Dept of Health,MHRA,11/03/2013,UK Miscellaneous T&S,Medical Devices,HOGG ROBINSON LTD,600078267,39.74,413640679
Dept of Health,MHRA,11/03/2013,UK Air,Medical Devices,HOGG ROBINSON LTD,600078267,666.96,413640679
Dept of Health,MHRA,11/03/2013,UK Hotel/Accommodation,Medical Devices,HOGG ROBINSON LTD,600078267,374.25,413640679
Dept of Health,MHRA,11/03/2013,UK Private Vehicle Hire,Medical Devices,HOGG ROBINSON LTD,600078267,181.94,413640679
Dept of Health,MHRA,11/03/2013,UK Rail/Tube/Tram,Medical Devices,HOGG ROBINSON LTD,600078267,1461.51,413640679
Dept of Health,MHRA,11/03/2013,Overseas Air,Medical Devices,HOGG ROBINSON LTD,600078267,2242.90,413640679
Dept of Health,MHRA,11/03/2013,Overseas Hotel/Accommodation,Medical Devices,HOGG ROBINSON LTD,600078267,29.98,413640679
Dept of Health,MHRA,11/03/2013,Overseas Private Vehicle Hire,Medical Devices,HOGG ROBINSON LTD,600078267,21.14,413640679
