Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,02/06/2011,Computing Operation Costs,Information Management,ACCENTURE,600063562,2575827.35,788629066
Dept of Health,MHRA,02/06/2011,Computing Operation Costs,Information Management,ACCENTURE,600063563,-2727436.13,788629066
Dept of Health,MHRA,08/06/2011,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600063771,2363.15,662428530
Dept of Health,MHRA,08/06/2011,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600063771,1617.87,662428530
Dept of Health,MHRA,08/06/2011,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600063771,91864.56,662428530
Dept of Health,MHRA,08/06/2011,Overseas Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600063771,1878.71,662428530
Dept of Health,MHRA,08/06/2011,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600063771,127.8,662428530
Dept of Health,MHRA,08/06/2011,Overseas Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600063771,2875.62,662428530
Dept of Health,MHRA,08/06/2011,Overseas Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600063771,590.9,662428530
Dept of Health,MHRA,08/06/2011,Overseas Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600063771,643,662428530
Dept of Health,MHRA,08/06/2011,Overseas Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600063771,189.93,662428530
Dept of Health,MHRA,08/06/2011,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600063771,18,662428530
Dept of Health,MHRA,08/06/2011,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600063771,203.85,662428530
Dept of Health,MHRA,08/06/2011,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600063771,7787.3,662428530
Dept of Health,MHRA,08/06/2011,UK Travel & Subsistence,Operations & Finance,FCM TRAVEL SOLUTIONS,600063771,312.9,662428530
Dept of Health,MHRA,08/06/2011,UK Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600063771,534.48,662428530
Dept of Health,MHRA,08/06/2011,UK Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600063771,113.55,662428530
Dept of Health,MHRA,08/06/2011,Training inc T&S,Medical Devices,FCM TRAVEL SOLUTIONS,600063771,197.5,662428530
Dept of Health,MHRA,08/06/2011,Laboratory,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600063547,49200,674056721
Dept of Health,MHRA,10/06/2011,Computing Operation Costs,Information Management,ACCENTURE,600063666,661938.01,788629066
Dept of Health,MHRA,10/06/2011,IT Purchases,Information Management,ACCENTURE,600063668,109634.84,788629066
Dept of Health,MHRA,14/06/2011,Capital Expenditure,Information Management,ACCENTURE,600063786,84998.87,788629066
Dept of Health,MHRA,14/06/2011,Capital Expenditure,Information Management,ACCENTURE,600063783,61715.3,788629066
Dept of Health,MHRA,14/06/2011,Service Charge,Operations & Finance,BNP PARIBAS REAL ESTATE,600063812,70264.5,
Dept of Health,MHRA,21/06/2011,Personnel & Payroll Services,Human Resources,DEPARTMENT OF HEALTH,600063936,31110,888815064
Dept of Health,MHRA,22/06/2011,Capital Expenditure,Information Management,ACCENTURE,600063785,53737.79,788629066
Dept of Health,MHRA,24/06/2011,Rates,Operations & Finance,WANDSWORTH BOROUGH COUNCIL,600064144,-79614.45,216259470
Dept of Health,MHRA,29/06/2011,Out of Hours IT Work,Information Management,ACCENTURE,600064138,54365.22,788629066
Dept of Health,MHRA,29/06/2011,Third Party IT Contracts,Information Management,ACCENTURE,600064139,30000,788629066
