Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,03/07/2012,Telecommunications,Information Management,SWITCH COMMUNICATIONS,600072664,48727.42,611903863
Dept of Health,MHRA,05/07/2012,Forensics,"Inspection, Enforcement & Standards",PARKHILL AUDIT AGENCY,600072582,30088.92,654945990
Dept of Health,MHRA,10/07/2012,IT Purchases,Information Management,ACCENTURE,600072888,201116.76,788629066
Dept of Health,MHRA,10/07/2012,Third Party IT Contracts,Information Management,ACCENTURE,600072914,60542.40,788629066
Dept of Health,MHRA,10/07/2012,Third Party IT Contracts,Information Management,ACCENTURE,600072915,65367.16,788629066
Dept of Health,MHRA,10/07/2012,Third Party IT Contracts,Information Management,ACCENTURE,600072916,204349.84,788629066
Dept of Health,MHRA,10/07/2012,Third Party IT Contracts,Information Management,ACCENTURE,600072917,74980.80,788629066
Dept of Health,MHRA,10/07/2012,Third Party IT Contracts,Information Management,ACCENTURE,600072918,53106.00,788629066
Dept of Health,MHRA,10/07/2012,Computing Operation Costs,Information Management,ACCENTURE,600072921,754006.81,788629066
Dept of Health,MHRA,16/07/2012,Capital Expenditure,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600073098,51676.24,674056721
Dept of Health,MHRA,18/07/2012,Research,Medical Devices,REGULATORY SCIENCE ASSOSSIATES,600073127,32058.01,907765789
Dept of Health,MHRA,23/07/2012,Forensics,"Inspection, Enforcement & Standards",PARKHILL AUDIT AGENCY,600073264,26147.02,654945990
Dept of Health,MHRA,23/07/2012,Forensics,"Inspection, Enforcement & Standards",PARKHILL AUDIT AGENCY,600073265,42601.42,654945990
Dept of Health,MHRA,24/07/2012,Solicitors,"Inspection, Enforcement & Standards",DEPARTMENT FOR WORK & PENSIONS,600073196,88377.31,888815554
Dept of Health,MHRA,27/07/2012,Out of Hours IT Work,Information Management,ACCENTURE,600073310,34092.12,788629066
